"","","","Substrate","treatment","rep","NH4+ (µmol g-1 DW)","sqNH4+ (µmol g-1 DW)","NO3- (µmol g-1 DW)","sqNO3- (µmol g-1 DW)","NPOC (µmol g-1 DW)","sqNPOC (µmol g-1 DW)","TN (µmol g-1 DW)","sqTN (µmol g-1 DW)","C mic (µmol g-1 DW)","sqC mic (µmol g-1 DW)","N mic (µmol g-1 DW)","sqN mic (µmol g-1 DW)","","C/N mic","sqC/N mic","Exoglucan (pmol g-1 min-1)","sqExoglucan (pmol g-1 min-1)","Endochit (pmol g-1 min-1)","","sqEndochit (pmol g-1 min-1)","","Phosph (pmol g-1 min-1)","sqPhosph (pmol g-1 min-1)","Protease (nmol g-1 min-1)","sqProtease (nmol g-1 min-1)","phenoloxidase (µmol h-1 g-1 DW)","sqphenoloxidase (µmol h-1 g-1 DW)","peroxidase","sqperoxidase","Cellulase-act (µg gluc g-1 DW h-1)","sqCellulase-act (µg gluc g-1 DW h-1)","Protease-act (µg AS-N g-1 DW h-1)","sqProtease-act (µg AS-N g-1 DW h-1)","Bruttomineralisierung (µg NH4-N g-1 h-1)","sqBruttomineralisierung (µg NH4-N g-1 h-1)","Immobilisierung","sqImmobilisierung","Respiration","sqRespiration","Total bacteria(nmol %contr)","sqTotal bacteria(nmol %contr)","Gram+ bac","sqGram+ bac","Gram- bac","sqGram- bac","Fungi","sqFungi","0.751388889","sq0.751388888888889","Total bacteria(mol% in %kontr.)","sqTotal bacteria(mol% in %kontr.)","Gram+ bac","sqGram+ bac","Gram- bac","sqGram- bac","Fungi","sqFungi","0.751388889","sq0.751388888888889","APE13Cplfa","sqAPE13Cplfa","APE 13C total respiration","sqAPE 13C total respiration","Respired excess 13C (% of Microbial Biomass excess 13C)","sqRespired excess 13C (% of Microbial Biomass excess 13C)","Priming effect (% of control)"
"mk",NA,NA,NA,NA,NA,16.1403653847101,0.678148234858079,4.52214947638518,0.235867240906646,10.9257900432686,0.482338136898938,12.6116323487088,0.53713265342638,6.75734747138096,0.366085078382059,7.26335567794315,0.4020055601063,NA,2.48314315151082,0.121985899744472,80.9464883548165,3.57508669490751,75.8208313031606,NA,3.09772926050658,NA,12.2896842398503,0.619115400036997,24.4063403238789,1.31815187558104,28.5117546201744,1.65170427139090,24.0018582227589,1.28444879785027,5.00351383919226,0.205495892067707,36.4904823093988,1.86838973174797,16.63848422599,0.616137375590783,40.4554410330521,1.86054610087392,9.58347590591043,0.457672736827724,171.280505802295,7.16864499235855,290.893529412324,11.5467462034317,101.572818119229,4.38817224454548,90.8525611197352,4.82218922790032,83.547021430173,4.56595312972778,25.1366772003754,1.21154511520708,102.913639222393,4.72116903319422,22.2944834591367,1.10594436954211,3.20254618421265,0.194695469686375,1.37318264694659,0.0859718162472213,0.61196533448232,0.249205634840920,0.348438918659815,0.0935101249680157,24.4579764994341,1.14884027286941,8.25618455342816
"ml",NA,NA,NA,NA,NA,24.1973229926493,1.24610661360652,31.6127649502598,1.8036587943989,9.87664995624707,0.469514859214516,5.46410450341849,0.268134107588647,14.3431415763027,0.911095715189049,14.1537855235864,0.904903126481684,NA,1.32569478452943,0.0654009765614608,39.898026402263,1.59110979915996,33.4563938852025,NA,1.87369963728668,NA,11.3616661756616,0.563546070375964,8.87367975162092,0.445061051302281,9.94285566516515,0.493048911670308,12.8887452121598,0.67468395841756,24.4830873496182,0.951105160202284,29.2816501760435,1.48732426957296,43.7658990356893,2.39638211915121,183.615501373810,12.4698442975401,37.2375550279013,1.35044490714253,96.0330180864865,4.17905845720059,118.973152746279,4.87333245842111,85.8917166572098,3.9204709859683,116.214817346991,5.1241444352003,101.808705581324,4.57200553457327,3.13720039187826,0.153610860547686,26.6657955315356,1.30681603042884,8.90452431789862,0.440363460690566,28.0345030446553,1.48031047519950,13.7585336735351,0.711779917148148,0.314904027472766,0.126864693896112,0.121947213203163,0.0655179439495953,7.643415953256,0.501616294376174,36.6804113700164
"pg",NA,NA,NA,NA,NA,19.5895652881259,0.748984383540766,91.4669492997307,3.82876154999460,11.8178782272713,0.510785669894985,8.42511100586554,0.428952839320688,11.7260323855301,0.539846771612165,17.5890772633964,0.744365583317344,NA,3.30563754918814,0.177733810940782,22.1087261624745,1.15385168713749,66.6326021210875,NA,2.61805967027502,NA,2.66634412425907,0.140410965078031,7.3293987544072,0.381147508522427,20.0160855103197,0.942387588207863,15.3257852048346,0.730971903783717,12.7154393338846,0.567287113781504,40.1247902335835,1.79276779148696,12.7670646454798,0.750884449972,18.1922636464886,0.908105559934095,10.3202841171202,0.435732781035866,26.2085995439695,1.34312243256004,25.1524129092971,1.39320987335809,26.1606972658221,1.29064025218142,18.7272720997792,0.919558364920312,17.8188396722533,0.865343026903776,2.56102116033971,0.133562415115027,2.29337689652228,0.129818735050358,4.54382898786889,0.228329970808785,17.1107017846346,0.839356547395249,18.0445268184041,0.881858424621364,0.145557185246988,0.0690241550663215,1.11265884469049,0.184496949145935,12.3899167432207,0.467319431807528,10.9281765891623
"ph",NA,NA,NA,NA,NA,99.0240600376051,2.64014325721834,177.604129762578,5.60937804576221,32.4028169103401,1.40504840768762,22.0924765533346,0.94509556130631,33.869496381078,1.73411981354189,30.6566221902875,1.62411485785515,NA,7.9932765548443,0.398664267058599,10.6507805845119,0.603567128718259,21.7451778645541,NA,0.99744923516278,NA,6.12032574184234,0.320360966279457,12.0023042859519,0.634481971768456,50.5399018359136,2.39060570818212,41.1907074805373,2.03599041814106,14.7332942941089,0.799812381695626,35.9726785628871,2.39881962296222,34.1300920778259,1.90323424371077,38.7381399776231,2.02320516293601,47.9371896825369,1.99563713578174,41.4450329140854,2.13533080467041,35.7298223641999,1.78395426048290,44.9949225934538,2.37603797616925,42.5265076141881,2.1827726065449,46.5930571793076,2.43915313813874,10.871117725999,0.545800537094561,22.8868749429529,1.12490232571160,4.66032764336821,0.236484958970291,14.8901165312897,0.709881369356593,17.91364285482,0.858284109658707,0.168078038310337,0.0718287402855735,3.53093082066201,0.511713945358546,109.155125788042,3.6766653378418,47.3059462720637
"pk",NA,NA,NA,NA,NA,4.81212868816227,0.183562178954837,37.9252841954078,1.94362233690383,8.93555399354947,0.386093595518179,8.19550231298454,0.359685516423742,15.8541885086598,0.737055324677491,13.8793857545226,0.653101518729183,NA,3.72975694175505,0.189586361448248,25.2514779777802,1.24722949574493,17.6656149503598,NA,0.927537745035827,NA,11.0941369828406,0.552282452323346,6.43578132876097,0.337501884762744,24.3335123897252,1.13805673833017,16.4452013251199,0.791590523391186,17.4420775672302,0.993184258079108,10.0012389936972,0.524596746931537,34.0870403338851,1.62531077722917,72.781341967397,3.98921401756343,11.4420033699137,0.497975488800122,33.9501325283011,1.65996181526306,70.8121323049365,3.52694456977615,10.5592242333253,0.512724155368829,10.8016821619339,0.456818433473334,10.2244850939991,0.446417705962137,8.53126964229709,0.430482917276898,44.1657430780568,2.27182976468458,14.3779665267042,0.719074939133965,36.0726102277171,1.60070057413279,27.5852312707973,1.23455506198584,0.0861263234365237,0.0433407970443545,0.663354788796531,0.110355693178035,12.6647297122584,0.50691492428165,11.2354036838591
"pl",NA,NA,NA,NA,NA,13.8195816339692,0.545243745312039,195.920522515147,6.3744832242592,22.8269631411270,1.10343655956197,28.1583892048182,1.37483653201981,36.7760648980201,1.85847355902797,32.6828506283152,1.56268800508706,NA,10.8526018820795,0.581535883172096,34.5106454587512,1.71259035889864,20.9309617225003,NA,1.12969624165528,NA,6.75658649582547,0.33078095541512,14.0020406035305,0.657990471319641,69.3286710685058,2.5679951911663,55.4022771084954,2.02585902519626,6.52535483094643,0.352201985856508,59.3768345540754,2.62897754261129,73.6221682983406,2.34339977142972,25.19616043754,1.50540794809029,27.3179590209509,1.19024240838762,26.1329017419590,1.28066880264921,31.0152161285336,1.60767301217317,35.5259323636807,1.74845243866830,39.9244255301257,1.77783931434649,35.3419192864822,1.61620881379914,10.0555078085326,0.505386943527934,33.662744539118,1.78491005857516,7.28945914562625,0.354231266766058,4.36625175786873,0.195696310705103,10.8526587309571,0.487162436243327,0.146471489372984,0.065719430375647,1.69577035452088,0.268042471149352,184.484116899378,6.06134297184772,26.5644792183809
"wg",NA,NA,NA,NA,NA,160.174381017682,5.08734884757226,33.7730383292077,1.54068362318128,13.0809531273339,0.71532775011441,12.3427468674783,0.682327521725129,28.6630787774659,1.69421899576498,40.083731235014,2.35192039400694,NA,19.279156579851,0.932344504230103,23.6153775118088,1.25383109606469,36.6144698953491,NA,1.78672521622716,NA,8.74780990647864,0.431593302278384,9.14943941843275,0.446163242786724,15.5510163640050,0.618490038691896,11.1362322710545,0.454128115021662,5.98440469365876,0.31545082992218,50.7499917341715,3.7629859293998,24.3942762464138,1.09901890380804,6.72351783307523,0.315803289974988,28.3057838246386,1.31422802345759,18.9503982768124,0.99638321590579,57.9901017181997,3.59088723194416,6.11178375866027,0.296276830627093,90.9956225527496,4.1423221476533,102.212200686055,4.70948600425395,11.9325808212438,0.60409166016529,58.4762405070999,3.42347889028086,16.3109071491273,0.770417597523921,82.7710277167238,3.71354284420124,94.3473267915766,4.28989238846805,0.138418237012918,0.243961290773422,0.115177213833942,0.086387587676771,116.707894699348,2.89334306454573,28.3194715105168
"wh",NA,NA,NA,NA,NA,30.7363923138737,1.50993977580205,6.7244122911985,0.282565439907029,20.2410991520611,1.0103739741829,14.0178830760362,0.728504324210972,14.0898653835164,0.699749355485921,21.3501474853577,0.863591823275096,NA,0.683678147552451,0.0422425984063991,32.9865231964068,1.94844352756452,25.624649678831,NA,1.97551381009712,NA,25.6033289100018,1.35758458926402,31.2980022426553,1.72302526887167,NA,NA,NA,NA,13.6376833586634,0.459627227594858,38.7744991115056,2.13523506281529,99.320146103298,4.30262478833149,151.417316369495,4.61263019532322,18.3644777718228,1.06368345875606,21.5302633040746,1.15793964661714,29.1714639482127,1.63808208669454,30.3095899139746,1.64607659411351,38.7795598210723,2.14480709911139,42.1587128686423,2.31432400816733,15.3920042350051,0.775061856620648,41.9068570954046,2.21004976869717,14.4849048609221,0.722419074083745,15.8356975999040,0.784457533200096,24.0918954084521,1.17117431590734,0.0158554074455442,0.0239883338680171,0.0458797909291177,0.0438108871248606,50.1635148445318,2.19400217224765,18.2679412418061
"wk",NA,NA,NA,NA,NA,92.3098170932187,3.56680162972511,8.5880847068396,0.49413862333667,20.369727442449,1.10611003049931,17.7119435772784,0.959427152813672,3.11560741909499,0.166495864281938,5.22644579974513,0.288976732096329,NA,4.242592955683,0.205135544823552,38.1204442186057,1.47013120758219,39.1909631874481,NA,1.67373184014989,NA,8.46156318249048,0.399796935466994,5.89273333007238,0.254969390475977,4.20175796964056,0.180919530114716,6.72322653308011,0.284897827476511,9.42919148116846,0.46958800638326,16.7537163623021,0.888792558766154,26.083756951471,0.928030824452182,19.2966639232493,1.08384786019661,22.9328822705951,1.02517722645990,23.8865694587671,1.24290843593368,53.3272566907037,2.57252031301259,12.8907074509118,0.70711956155866,5.2905830476972,0.382639581740603,3.44648905461602,0.245163981515076,13.5153888577297,0.636558488910992,14.6669546278665,0.640646232622897,23.2914846776682,1.15607431907333,29.1809823649956,1.90061343704711,27.6514295597857,1.77210869593557,0.132709260814579,0.199194835271407,0.0702886697023722,0.0570846799378842,25.8070563972584,0.960534358068381,22.9351660399312
"wl",NA,NA,NA,NA,NA,35.8386681602781,2.24140589028894,13.0257460310717,0.596217343257065,15.6986230021008,0.757282867695567,8.77574805828808,0.450751777950744,13.4728525257296,0.664471398266609,12.32459734748,0.557149983293255,NA,2.96741318533397,0.161621582607148,48.2624981421669,2.00651786574257,19.9751481872623,NA,1.19433157317606,NA,7.40543840277884,0.313640951275956,12.4959913651915,0.598735293764872,NA,NA,NA,NA,20.9156033607900,0.778945858925477,39.8922191386251,3.23552245995663,81.4299727769928,3.6364259161909,103.099808153758,13.2864507282916,24.6859673730591,1.14676747878908,36.361183836906,1.67174233684236,48.4459374797722,2.16035272119798,47.6951336635877,2.38803295846226,49.9906477520173,2.27616711280123,47.1491627717102,2.19094609493735,17.3993457783517,0.857631632526912,61.9282291096638,2.88239993752300,9.59910096756079,0.492921774703787,22.7601511279619,1.0680787860124,24.8056337975537,1.19986978845807,0.00853566621756168,0.0152366537538265,0.0477323131639622,0.0516181089231346,36.324333163074,1.69763994211754,24.6933451576238
