"","","","Substrate","treatment","rep","NH4+ (µmol g-1 DW)","sqNH4+ (µmol g-1 DW)","NO3- (µmol g-1 DW)","sqNO3- (µmol g-1 DW)","NPOC (µmol g-1 DW)","sqNPOC (µmol g-1 DW)","TN (µmol g-1 DW)","sqTN (µmol g-1 DW)","C mic (µmol g-1 DW)","sqC mic (µmol g-1 DW)","N mic (µmol g-1 DW)","sqN mic (µmol g-1 DW)","","C/N mic","sqC/N mic","Exoglucan (pmol g-1 min-1)","sqExoglucan (pmol g-1 min-1)","Endochit (pmol g-1 min-1)","","sqEndochit (pmol g-1 min-1)","","Phosph (pmol g-1 min-1)","sqPhosph (pmol g-1 min-1)","Protease (nmol g-1 min-1)","sqProtease (nmol g-1 min-1)","phenoloxidase (µmol h-1 g-1 DW)","sqphenoloxidase (µmol h-1 g-1 DW)","peroxidase","sqperoxidase","Cellulase-act (µg gluc g-1 DW h-1)","sqCellulase-act (µg gluc g-1 DW h-1)","Protease-act (µg AS-N g-1 DW h-1)","sqProtease-act (µg AS-N g-1 DW h-1)","Bruttomineralisierung (µg NH4-N g-1 h-1)","sqBruttomineralisierung (µg NH4-N g-1 h-1)","Immobilisierung","sqImmobilisierung","Respiration","sqRespiration","Total bacteria(nmol %contr)","sqTotal bacteria(nmol %contr)","Gram+ bac","sqGram+ bac","Gram- bac","sqGram- bac","Fungi","sqFungi","0.751388889","sq0.751388888888889","Total bacteria(mol% in %kontr.)","sqTotal bacteria(mol% in %kontr.)","Gram+ bac","sqGram+ bac","Gram- bac","sqGram- bac","Fungi","sqFungi","0.751388889","sq0.751388888888889","APE13Cplfa","sqAPE13Cplfa","APE 13C total respiration","sqAPE 13C total respiration","Respired excess 13C (% of Microbial Biomass excess 13C)","sqRespired excess 13C (% of Microbial Biomass excess 13C)","Priming effect (% of control)"
"mk",NA,NA,NA,NA,NA,2.65693654875018e-05,1.6123610251729e-06,8.55781026190418e-07,5.3464035821893e-08,7.84013688849474e-06,4.86732270698961e-07,1.03257464063926e-05,6.45289327970233e-07,4.76755522850577e-06,3.28845656543662e-07,7.2027102012396e-06,5.09256933796505e-07,NA,4.82317383422352e-08,3.00712893936124e-09,0.00908226074776283,0.00113475943668363,0.00504067801185009,NA,0.000510023205370145,NA,3.005587123507e-05,2.05636810009862e-06,0.000604049061883148,5.00935473526758e-05,0.00591428286789679,0.000318694722793563,0.00134523775986768,7.14950378609651e-05,1.86194046811383e-07,1.17244071413946e-08,0.00114767629912002,0.000127465852473766,8.96245847748694e-06,5.97739310378219e-07,0.00130477831414056,0.000109157646773640,5.9938098509469e-05,7.29759993096704e-06,0.0592684653485228,0.0301617349960616,0.0881925739653537,0.0458937768562255,0.0379130336592967,0.0190924302834044,0.0508409075392967,0.0257510574635537,0.0496036797562991,0.0251085999155713,0.0117665051683835,0.00588727635091386,0.0432046874320541,0.0218041313656378,0.0110556926536469,0.0055311835778145,0.00238684750881143,0.00119345731445613,0.00108543435539239,0.000542720345985968,0.0204158224809294,0.0102289723522254,8.77996845914194e-05,1.08754838074261e-05,0.000884912380706354,0.000110392084180468,0.0202460604322159
"ml",NA,NA,NA,NA,NA,0.000550755602150682,3.87527806834855e-05,0.00135021927053025,0.000161096636498554,9.4378213456216e-06,5.87074160445169e-07,1.09625864939330e-06,6.92371608859172e-08,0.000248617834572277,2.0828742530541e-05,0.000259049969614628,2.12608760363013e-05,NA,4.09177501697689e-09,2.53812584867300e-10,0.000621635460823348,4.03757531518455e-05,0.00236523173131073,NA,0.000227647136754375,NA,1.76401809824504e-05,1.26192078280218e-06,1.10838170851046e-05,6.36680037791101e-07,1.20604292960615e-05,7.97034725850444e-07,4.34998778389731e-05,3.179889811096e-06,6.7261594187963e-05,4.34222649729143e-06,0.00155447613027285,0.000244449640384011,0.00859823064464605,0.00139459788214541,0.147711287688720,0.0834255051619214,0.000701521123627477,8.47615000206724e-05,0.0307628406114997,0.00816975656217321,0.0399730765214229,0.0104006444318203,0.0273418906578138,0.00753234855972949,0.0501280100251393,0.0134499357915192,0.0403953663318429,0.0107654239256633,5.28550438946512e-05,1.32430885720631e-05,0.00346767080250167,0.000918893144725794,0.000456064518004639,0.000112713380985509,0.00526581202805789,0.00138644894918976,0.00125535427972403,0.000316638182874783,0.00255562050507749,0.000628490431317795,0.000228269552632667,2.92298529502428e-05,0.00104995782463022,0.000258787460713689,0.00884778445820972
"pg",NA,NA,NA,NA,NA,2.83057005670095e-05,1.68161689859254e-06,0.0399867740007136,0.00325916295132073,8.95528581429369e-06,5.59398919641229e-07,7.75279437782397e-06,5.09138396123722e-07,1.39449179985843e-05,8.86098573748283e-07,3.81398735025674e-05,2.36646422625131e-06,NA,3.16570444803014e-07,1.96051815731517e-08,0.00028832795450491,2.43506908281191e-05,0.00252483365598504,NA,0.000226778576355418,NA,1.1014509953481e-07,6.92003372127508e-09,5.51885478687103e-06,3.53488158108133e-07,0.000165817894568204,9.93017848248058e-06,5.80946132748866e-05,3.58854407197818e-06,1.63996441404603e-05,9.97113880823499e-07,0.00128088506819893,9.46598547662578e-05,0.000126830796357752,8.5753587711425e-06,0.000137117835562222,9.40321138026426e-06,3.255181940133e-05,4.14896434255695e-06,0.00454338510331902,0.00113252847905890,0.00576537612914614,0.00143342774669858,0.00388065035760876,0.00096711337870851,0.00178917331612245,0.000463963808643783,0.00155708767039515,0.000402669852924888,4.59485641556714e-05,1.14348514858315e-05,5.02701484342513e-05,1.26181859215371e-05,0.000124508907329312,3.10100852836508e-05,0.00149770663853601,0.000386890663707154,0.00163126205743232,0.000422733562897338,0.000980540411470703,0.000248629743628086,0.000161481381009942,1.98892981167275e-05,0.000287519423453345,7.24129093465479e-05,0.0042568167299894
"ph",NA,NA,NA,NA,NA,0.00158197966678787,8.18630379668342e-05,0.0368843329061740,0.00526774853000103,0.000407742530717864,2.98424551378003e-05,8.29342696275007e-05,5.78500312741728e-06,0.00188193108935699,0.000143444461234068,0.00145775665924224,0.000117192066341874,NA,5.67451505697686e-06,3.60735031451410e-07,4.01667661509187e-05,2.86426073363781e-06,0.000131997970035855,NA,9.39484877011167e-06,NA,2.45110407309118e-06,1.68339578637952e-07,4.45708061444015e-05,2.90337104116955e-06,0.00549627284860161,0.000427431669039705,0.00347987795906788,0.000259780877819726,0.000153224706771810,9.13123746768385e-06,0.0120850956915700,0.00227936892639147,0.00688834683647761,0.000896141256973475,0.0114436795819160,0.00279318089156083,0.00562951636312214,0.00152470098131698,0.0110512773335614,0.00285630251785288,0.00778868677478121,0.00192988947754790,0.0135464344041345,0.00362329263473748,0.0096831459528547,0.00271663629295388,0.0120901087786303,0.00347517961563195,0.000699815571532941,0.000175760959654611,0.00295624051990417,0.000731758396744119,0.000133324762893962,3.35623023229763e-05,0.00104646370661645,0.000265605920317414,0.00163932493670448,0.000404352996889696,0.000844278709258775,0.000216310318481711,0.0055451510377809,0.00135035833735122,0.0128724285066042,0.00348198894937865,0.0788799598922805
"pk",NA,NA,NA,NA,NA,8.77216171046332e-08,5.53774304599975e-09,0.00689707907683414,0.000378541168937506,2.79360282184723e-06,1.77909166104787e-07,2.21344471763919e-06,1.41740681573983e-07,6.20398595982543e-05,3.58389997392999e-06,3.61416649341472e-05,2.19169367757423e-06,NA,3.13483552815757e-07,1.98398600071819e-08,0.000727108009243045,4.1329976539426e-05,0.000165119353357971,NA,1.19406555154904e-05,NA,2.38748362527829e-05,1.42225024077233e-06,3.50499613446856e-06,2.24398648190325e-07,0.00041923336202313,2.30961358952094e-05,9.42350022908023e-05,5.48328894389921e-06,0.000204499843863095,1.79817934670859e-05,2.07084516224660e-05,1.32592843888585e-06,0.00272880283774112,0.000340372453527174,0.0349974136296395,0.0105748154915721,5.01606179686334e-05,6.58969451198786e-06,0.00664083056737306,0.00162044573207937,0.0312375913978625,0.00795660610668828,0.000593754264485354,0.000147059859540930,0.000358863787803344,8.86823825898098e-05,0.000348382829315486,8.81534619773913e-05,0.000452320342296907,0.000111961568496498,0.0139387986490823,0.00342455224906614,0.00114881647661437,0.000295772862578064,0.00424683532917210,0.00112940776165496,0.00266862720391066,0.0006944454492573,0.000433084042521096,0.000109996359216074,3.49873285568496e-05,4.28833434154314e-06,0.000393524733953653,9.7535649330532e-05,0.00798446980396034
"pl",NA,NA,NA,NA,NA,7.17594625829416e-06,4.7515533368421e-07,0.0479830980875704,0.00644064264385836,0.000254669732198823,1.79086767462159e-05,0.000677500949140735,4.72966786610769e-05,0.00212987873136321,0.000171884302805304,0.00106626416459071,7.46066401366095e-05,NA,2.80175439867929e-05,1.98114474118499e-06,0.00119786414690945,0.000102835988034489,0.000447349603716531,NA,3.13695947320539e-05,NA,2.65282108034658e-06,1.63345889054331e-07,3.37545744314493e-05,2.14328361996582e-06,0.00481811995978246,0.000279408631660092,0.00195722022214507,0.000101863951339832,4.71942347055118e-06,3.00576033071749e-07,0.00558395880840232,0.000457359102606704,0.00194597468706203,0.000269399087648922,0.00284886315392285,0.000435605217728719,0.000706699216117707,9.27135128373093e-05,0.00378486322649495,0.000941241241468916,0.00626142121630363,0.00161462693756960,0.00612145289573102,0.00164826347900558,0.0055891109324959,0.00144749143158791,0.00453412935078594,0.00121493618690186,0.000597710675013926,0.000150538941643747,0.00773530475416504,0.00204361784706249,0.000277319568062332,6.94518646839166e-05,7.28683189228289e-05,1.81336622640854e-05,0.000455481077676812,0.000113108933722634,0.000832871505368042,0.000206376628587661,0.000360553594086433,4.86349094516734e-05,0.0326776702497088,0.00925950428240768,0.0925773140081835
"wg",NA,NA,NA,NA,NA,0.0100937506703785,0.00126960769238451,0.000491774202470609,4.38273173672087e-05,8.45646820588847e-05,5.46904859309321e-06,6.72483236570824e-05,4.52532352069368e-06,0.00129735493903361,0.000149261294433702,0.0032689977007094,0.000473732838626106,NA,0.000199740822386595,1.12846378865163e-05,0.000604402528890426,4.37996052871429e-05,0.00197774792773464,NA,0.000142120614799297,NA,7.0257633305759e-06,4.60619904064558e-07,8.14892980524058e-06,5.18104472280753e-07,1.33786775699232e-05,8.50047484070508e-07,4.96453516567729e-06,2.92598101485415e-07,2.74569532643645e-06,1.75221097787663e-07,0.0205121792041175,0.0072642302211127,0.000182405001791895,1.29907320130721e-05,1.91826769483858e-06,1.16479571359328e-07,0.00091708407439329,0.000135217042737233,0.0105579160770165,0.00528186429418348,0.0443304792579277,0.0223833783766484,0.00289620371011773,0.00144816172321836,0.0377141380010777,0.0189908394457990,0.0432843964477706,0.0218451154559216,0.00616593369214335,0.0030835454109979,0.0400434911506277,0.0201820832555384,0.00733605018460875,0.00366899966658372,0.0333823481800214,0.0167837279446481,0.0389898246494941,0.0196428303731723,0.083184216691278,0.0430900394707734,0.0015257594338112,0.000192213381214846,0.00460681812594885,0.00118860698659445,0.0715654575253764
"wh",NA,NA,NA,NA,NA,0.00058330015682439,5.34041335912674e-05,7.2358961448469e-07,4.57873304268906e-08,0.000207152609544114,1.43912438244737e-05,8.81791458578163e-05,5.23323614976933e-06,4.96416111755947e-05,3.29198657514585e-06,4.93794149845547e-05,3.31719228738747e-06,NA,1.72095465887015e-09,1.07713616381526e-10,0.00206132236963561,0.000254096989656213,0.00458885952596897,NA,0.000701907679323683,NA,0.00042319206288475,4.25078073172178e-05,0.00279838696490721,0.000204025566753742,NA,NA,NA,NA,2.17379618531882e-06,1.35256018185841e-07,0.00775389526563288,0.00111611112929575,0.0156304085226790,0.00224868923716875,0.00718980107844024,0.000777263483030773,0.00136331164475589,0.000168143508717265,0.00357984553938038,0.000908019811562599,0.00743331063436935,0.00194598416315845,0.0064273926013494,0.00175559203881169,0.0106713814651871,0.00302512748059948,0.0120445686135484,0.00345080708719131,0.00148986074390352,0.000365751241809533,0.0123927765742727,0.00321215794848742,0.00119559977261177,0.000302323033878364,0.00147102101144639,0.000361853286470933,0.00322398459303569,0.000787268907907285,0.00117082662722515,0.000301347792776072,0.000313904502188158,4.44894662318284e-05,0.00820660902757886,0.00213598833143866,0.0161422229251648
"wk",NA,NA,NA,NA,NA,0.0246401601300967,0.00166248899082609,2.09329131461492e-05,1.42332319933266e-06,0.000353015608801623,2.69064940955092e-05,0.000215362531563064,1.55914751346659e-05,2.35936282025076e-07,1.46696917622319e-08,2.39373284151701e-06,1.51025332907712e-07,NA,3.60294428224672e-07,2.25335951301502e-08,0.000376380378427332,2.47808822773307e-05,0.000859763931470594,NA,6.08614075681184e-05,NA,4.67453572149549e-06,2.95370104946475e-07,5.23712733334503e-07,3.36186552563848e-08,1.29003557959415e-07,8.3130424675982e-09,8.40494288315835e-07,5.10222307011444e-08,1.07170543224626e-05,6.87109872707423e-07,0.00015747222650756,1.09228041497057e-05,4.65649818200346e-05,2.87667408418438e-06,0.000407676172862911,2.97923980936984e-05,0.000439606063814441,6.04992121518538e-05,0.0130293346911058,0.00652013188271867,0.0249362244803941,0.0125065481726086,0.00781949390565208,0.00391092720771825,0.00557983066065813,0.00279034408915474,0.00351664179850752,0.00175842822247618,0.00604476436302762,0.00302292716666596,0.00564208535810391,0.00282148586590299,0.0115627842900516,0.00578521030787953,0.024874692286619,0.0124754973769718,0.0228338009875467,0.0114463891715537,0.0590708646883637,0.0300575815593409,0.000617317809076371,7.31406833299751e-05,0.000209281646075282,2.86362799935144e-05,0.0291927141259847
"wl",NA,NA,NA,NA,NA,0.0109112414127921,0.00176118957463250,0.000108427000479342,1.37133730799966e-05,6.92379874073157e-05,4.30751980169757e-06,1.18030656858633e-05,7.06949386240573e-07,4.15473344363075e-05,2.67466532799212e-06,1.53242737584176e-05,9.54312761917743e-07,NA,2.18745381080409e-07,1.38257862682866e-08,0.00185667975993997,0.000125626526676805,0.000873862068905075,NA,6.126900401571e-05,NA,1.12191985728035e-06,7.13895197161367e-08,2.82167490357255e-05,1.68497525531995e-06,NA,NA,NA,NA,2.64179067847152e-05,1.66660265649767e-06,0.0113948117937787,0.00368428629571722,0.0267372047652076,0.00374593870511188,0.222051242201071,0.158191447960437,0.000961995991961531,0.000113001404382542,0.00562911769278884,0.00141035807956152,0.00789652041738706,0.00210242362343618,0.0110066966313243,0.00309849552374184,0.00896428164542316,0.00241453233538252,0.00898908649906257,0.00237521168313913,0.00161192390357434,0.000412169944704285,0.0153183354600672,0.00413323407858713,0.000579095624198515,0.000147654441927323,0.00239085989892709,0.000595982586569099,0.0031350153493658,0.00079128988045044,0.000710836090420949,0.000175820949507864,0.000740945527362726,0.000106079684910871,0.00577841950454332,0.00147548061109574,0.268657531735812
