cg,cg1,c,g,n,1,154.7543389,12.4400297,84.5075098,9.192796626,110.0057637,10.48836325,110.863965,10.52919584,130.5708069,11.42675837,142.7997523,11.94988503,91.40221613,9.560450624,55.30800195,7.436934984,77.66144847,8.812573317,99.75972993,9.987979272,110.0333712,10.48967927,,,,,107.7520538,10.38036867,75.94211634,8.714477399,,,100.2592911,10.01295616,,,,,,,,,,,,,,,,,,,,,,,0.512392799,0.715816177,349.925192,18.7062875,-3.184359709
cg,cg2,c,g,n,2,484.5430185,22.01233787,95.8824922,9.79196059,110.6067741,10.51697552,115.6325823,10.75325915,123.1158507,11.09575823,134.4171435,11.59384076,91.55823245,9.56860661,49.89578352,7.06369475,91.40734361,9.560718781,74.73300504,8.644825333,145.5119596,12.06283381,,,,,88.10949472,9.386665794,56.83778508,7.539083836,122.7360495,11.07863031,121.0917676,11.00417046,,,,,,,,,,,,,,,,,,,,,,,0.261256786,0.511132846,228.5398184,15.11753348,18.97109479
cg,cg3,c,g,n,3,503.6995379,22.4432515,169.9199103,13.03533315,111.0782329,10.53936587,111.0042938,10.53585753,139.3114129,11.80302558,151.0882262,12.29179508,92.17097169,9.600571425,37.1666494,6.096445637,61.54839578,7.845278566,103.9188177,10.19405796,134.7727626,11.60916718,,,,,18.00223184,4.242903704,,,185.799617,13.63083332,76.22687708,8.730800484,,,,,,,,,,,,,,,,,,,,,,,0.5099237,0.71408942,248.1534276,15.75288633,-26.37870516
cg,cg4,c,g,n,4,197.5767796,14.05620075,115.3667354,10.74089081,110.0976862,10.49274445,107.5110093,10.36875158,103.1359771,10.15558847,104.2806308,10.21178882,98.86546868,9.943111619,27.23965683,5.219162465,41.50966393,6.442799386,91.52679249,9.566963598,101.8498111,10.09206674,,,,,92.3177713,9.608213742,36.74284224,6.061587436,15.33503816,3.915997723,149.0209191,12.20741247,168.5016745,12.98081948,204.3041125,14.29349896,146.0739966,12.08610759,151.7914484,12.32036722,133.9789763,11.57492878,113.9695957,10.67565434,143.1090293,11.96281862,96.23924475,9.810160282,97.83168198,9.890989939,86.13999605,9.281163507,0.089759581,0.299599034,0.341152365,0.584082498,390.7403446,19.76715317,45.61301721
cg,cg5,c,g,n,5,599.2084135,24.4787339,118.9484009,10.90634682,106.7278049,10.33091501,106.4955782,10.31966948,109.3177218,10.45551155,113.1454886,10.63698682,96.5809386,9.827560155,62.8509631,7.927859932,90.01137254,9.487432347,102.2293476,10.11085296,106.5998656,10.32472109,,,,,103.9973255,10.1979079,108.4211379,10.41254714,202.7136939,14.23775593,,,136.400509,11.67906285,136.6429615,11.68943803,137.8894205,11.7426326,142.0493905,11.91844749,124.6287353,11.16372408,105.0734515,10.2505342,109.2982757,10.45458157,103.7400273,10.18528484,104.5460689,10.2247772,91.50029569,9.565578691,0.081263636,0.285067774,,,,,
dg,dg1,c,g,j,1,26656.27293,163.2674889,93.24355606,9.656270298,123.9889567,11.13503286,1938.529169,44.02873117,108.6891396,10.42540837,208.999892,14.45682856,51.98501589,7.210063515,77.60075908,8.809129303,59.73889483,7.72909405,107.2047118,10.35397083,76.15595947,8.726738192,,,,,118.7894463,10.89905713,,,,,113.7256463,10.66422272,112.0398773,10.5848891,120.0677678,10.95754388,106.0669523,10.29888112,239.2439384,15.46751235,212.5687334,14.57973708,99.23222714,9.961537388,110.460685,10.51002783,91.78057044,9.580217661,202.5184181,14.2308966,179.4977236,13.39767605,0.444513863,0.666718729,0.953275892,0.976358485,159.657454,12.63556306,6.458423366
dg,dg2,c,g,j,2,30512.43308,174.6780841,99.25811388,9.962836638,136.209778,11.67089448,2188.017184,46.77624594,96.81158933,9.83928805,,,,,59.23617567,7.69650412,52.4465418,7.241998467,109.1613889,10.44803278,40.78903309,6.386629243,,,,,117.0978569,10.82117632,,,,,113.5430962,10.65566029,119.5684204,10.93473458,128.312621,11.3275161,114.1397673,10.68362145,248.5115086,15.7642478,215.8705772,14.69253474,98.21134578,9.910163761,109.4986329,10.46415945,91.61480694,9.571562409,195.1318287,13.96895947,169.0873192,13.003358,0.462064812,0.679753493,1.114524811,1.055710571,201.2815019,14.18737121,5.060243356
dg,dg3,c,g,j,3,25300.67801,159.0618685,69.3511588,8.327734314,107.2527676,10.35629121,1949.930494,44.15801733,115.9966835,10.77017565,,,,,86.18576624,9.283628937,53.1916453,7.293260266,100.2761223,10.0137966,74.15384894,8.611262912,,,,,121.9399688,11.0426432,,,,,103.2155497,10.15950539,91.18386998,9.549024556,53.41780894,7.308748795,99.25780252,9.962821012,211.7226004,14.55069072,180.4743317,13.43407353,89.3119668,9.450500876,54.33704778,7.371366751,94.96509163,9.745003418,198.1615889,14.07698792,168.501463,12.98081134,0.348286517,0.590158044,1.196222752,1.093719686,217.4495891,14.74617201,-5.060987037
dg,dg4,c,g,j,4,24782.29746,157.4239418,92.35021118,9.609901726,124.7259704,11.16807819,1822.684498,42.69290923,114.5589201,10.70322008,,,,,77.45491649,8.800847487,53.48734226,7.313504103,104.3973088,10.21750012,52.17349858,7.223122495,,,,,111.803001,10.57369382,,,,,100.2427953,10.01213241,,,,,,,,,,,,,,,,,,,,,,,0.999685972,0.999842974,,,-6.47471323
dg,dg5,c,g,j,5,25331.107,159.1574912,84.473893,9.190968012,127.6490679,11.2981887,1703.160249,41.26936211,108.6463011,10.42335364,,,,,83.12254914,9.117156856,50.39451329,7.098909303,102.0047625,10.09974072,54.8718635,7.407554488,,,,,106.7400152,10.33150595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wg,wg1,w,g,n,1,123.2479902,11.10171114,152.4447757,12.34685286,100.7802467,10.03893653,98.56701614,9.928092271,93.50107111,9.669595189,92.67948418,9.627018447,100.8488777,10.04235419,111.1721486,10.5438204,120.436392,10.97435155,116.3526078,10.7866866,96.38648536,9.817661909,167.3880559,12.9378536,133.8080534,11.5675431,96.68488663,9.832847331,79.80545439,8.93338986,116.1696735,10.77820363,91.97349101,9.59028107,,,,,,,,,,,,,,,,,,,,,,,0.562412416,0.749941608,480.194057,21.91333058,-10.76079523
