3.19,5.34,5.44,6,6.07,6.33,6.67,6.76,7.06,7.7,7.79,8.78,9.33,9.81,9.98,10.11,10.35,10.72,11.09,11.4,11.63,11.72,12.07,12.4,12.62,12.82,13.26,14.07,14.19,14.34,14.45,14.78,14.9,15.4,15.83,16.55,16.82,16.97,17.12,17.36,17.74,17.87,18.27,18.92,19,20.2,20.4,20.51,20.96,21.02,21.14,21.47,21.64,21.96,22.15,22.23,22.49,22.73,22.87,23.21,23.24,23.36,23.91,24.07,24.53,24.71,25.2,25.26,26.06,26.12,26.24,26.56,26.96,26.81,26.89,26.99,27.12,27.37,27.41,27.68,27.84,28.3,28.43,28.51,28.59,28.93,29.03,29.68,29.88,30.2,30.47,30.63,30.85,30.91,31.33,32.05,33.68,34.08,36.92
E1-AK-0-A,5.597375734,5.276132316,2.556624174,2.078443742,2.365800365,14.79520754,6.351351944,0.413034433,78.86178117,0.25622891,1.911538501,1.062157881,10.05460165,10.22759008,1.734832791,3.813701357,4.415980949,2.000406982,2.241082988,3.57574828,31.03571588,1.838022609,11.15941432,0.372922947,1.624255465,2.983744661,14.56010185,6.354774424,1.244018216,6.064880535,0.836800247,3.228062224,2.920291177,2.717261628,23.77571548,18.58341901,23.18487949,1.390600534,1.430361507,2.7171195,3.690285399,22.88588426,1.618144526,5.932453755,7.655905029,9.609832063,1.7951661,30.71556772,0.834810686,10.28452448,21.19156998,3.330661165,1.310492039,30.32148498,60.78600003,1.706182114,1.908190959,4.166210537,24.69450022,9.582412833,0.184909087,14.84301279,93.67801405,4.679341234,3.240168885,0.809747592,7.36633487,2.655419198,15.66044857,5.01311783,1.696195333,23.47539249,61.37960173,4.620930866,0.411158288,2.864948824,6.636537926,10.10665929,12.2463982,5.521804907,2.065743224,74.3118577,11.99164195,2.51818728,4.025303579,1.301974328,4.894363126,13.34379569,1.106606652,2.084762025,1.956161769,1.013892723,2.979937773,0.539432706,13.2391667,6.783801551,4.630801004,0.496812429,1.993353486
E1-AK-0-B,4.663814583,2.822282345,2.382791685,1.775227783,2.232234011,13.32783338,4.649127502,0.385848706,99.49855727,0.232511811,1.423485331,1.00094622,5.239138231,10.34632092,0.871317925,2.723755374,4.033296978,1.842972282,2.435546356,2.250693576,28.99429347,1.914854079,8.673424244,0.498528255,1.43730428,3.232760693,14.72914992,5.813555821,1.114082882,6.849741297,0.709242838,2.165735438,2.922880773,3.317716689,20.5692442,20.03172729,25.43038653,1.498094481,1.451342256,2.256894716,4.033177732,19.50964407,1.585323591,8.942786401,8.190504614,11.22040242,1.530126909,36.53795573,0.784990766,10.00178706,20.43851064,3.249643126,1.519419778,30.35688905,64.78932249,1.912402513,1.923017453,4.174288829,21.3230481,8.706437304,0.198437169,13.51349702,94.1475499,4.828868897,3.020799669,1.097655447,7.090600748,2.893556185,15.49825208,6.545023424,2.207944508,47.72084793,52.66014838,4.350681192,0.335470097,1.668428338,7.220478714,7.279798854,10.72278965,5.738890648,2.26289709,65.50309358,11.95544996,1.800786566,4.48916261,0.964374686,4.834846717,6.982931439,1.712024687,1.840093681,3.020318248,1.396766262,2.122812835,0.375864756,11.39475159,6.002844671,3.883388743,0.532421266,1.707110767
E1-AK-0-C,6.404582945,2.78570526,2.405520786,1.889061731,2.078775843,12.85174489,4.695849075,0.386636555,105.5728487,0.242521157,1.576588387,1.041566868,4.369582279,11.58224711,1.325630003,2.817709717,4.037904173,1.902082171,2.654980425,2.296827356,25.76525276,1.953793402,8.602635572,0.619980695,1.378259643,3.112229696,13.02406762,6.119870231,1.182099328,5.738625447,0.779903815,2.427957501,3.05169576,3.413464522,19.34048102,20.68042202,25.14046297,1.799903081,1.502267166,2.338376097,4.490413207,19.0641086,1.567178183,5.701075845,7.23508157,11.3984714,1.462837542,27.00112153,0.770246052,10.51026824,19.63034902,3.082986536,1.467007886,31.94578465,65.69251343,1.81120871,2.060106184,3.960935674,21.33668603,8.37875097,0.241021456,11.46249513,101.4428253,4.716552546,2.830392656,1.035485407,7.355282308,3.089720502,13.87990236,5.931458522,2.186817857,55.92154351,51.98288338,4.706335912,0.357143693,1.961298516,5.913481829,7.306428935,8.608342893,5.121487297,2.204971062,66.52514796,12.23589095,1.84305924,3.416143381,1.073980357,5.265074058,7.508011427,0.986487556,1.929928306,3.957495471,1.055134404,2.200184668,0.335489698,11.91639727,5.815014902,3.883514952,0.522554299,1.817374956
E1-AK-0-D,5.241190226,2.758366045,2.38061675,1.886163702,2.145484457,12.48287076,4.819908241,0.360267873,96.81817134,0.25205697,1.452187404,1.020763625,6.918277975,9.818421876,1.191541016,3.185360115,4.194233609,1.853296234,2.169909429,2.557196166,28.91544504,1.726320931,9.287059093,0.531544199,1.439578475,2.934523339,15.08319925,5.779192274,1.13409241,6.564994691,0.745237507,2.366377194,2.804052052,2.616678724,20.85586395,18.16592584,24.01378702,1.35925418,1.548916788,2.18875462,3.750185175,20.5711197,1.544189508,8.969062706,8.401147516,10.11488895,1.555892427,39.20809238,0.7515745,10.35181723,20.26297896,3.125703907,1.465626661,29.10355006,64.53400832,1.826991938,1.963869614,3.879111358,23.39763946,8.967663327,0.197718495,14.84433635,96.05965173,4.433195553,3.14446921,1.01124596,7.100315035,2.984787859,14.69221049,6.09638442,2.291091973,39.04903638,52.37864516,4.920575782,0.402086737,1.737678837,7.355454621,7.195529148,11.91948682,5.280770288,2.285058227,71.94651467,10.63694969,1.707737314,4.459981445,0.895685345,5.037964345,6.443219995,0.626163935,1.998406817,4.073010332,1.521163804,2.00003635,0.278573725,12.58777807,6.374570012,4.312708897,0.544501449,1.863109641
E1-AK-2-A,6.305066723,2.233670043,2.753026303,2.961134781,3.670936009,3.157720693,4.548402392,0.262150014,58.01635415,0.238455077,0.697855357,1.019137701,8.137662073,10.12417036,0.750189856,6.329803506,6.144284747,1.913426804,1.515669639,4.567130421,45.96165446,1.50803093,14.87328575,0.08472265,1.310032972,2.585491481,14.67863888,7.515516136,1.03562395,8.316806533,0.737215893,1.261596718,3.264476427,2.234763467,37.38390066,21.65029586,25.37245045,0.743600335,1.464632883,0.978461758,4.258104868,26.31594902,1.749146371,2.913504566,6.143751236,13.01696211,3.039970849,38.65161848,1.186776287,10.8893737,26.39093073,5.781833941,1.327081257,21.44713816,78.80722794,2.540929196,1.664925367,3.270330328,15.24482744,4.340894968,0.256985177,21.58342525,97.56876328,8.177284482,4.034987571,1.474545526,5.816505835,2.679665061,14.00676165,9.684991498,1.395260065,35.49443027,43.37903237,6.069145263,0.580445931,0.522100963,7.912250576,2.695371825,9.519864578,4.648194082,1.770365089,77.07277441,10.5330105,0.69070987,5.633721909,0.463817134,5.457070006,3.797408404,0.151436219,2.166476374,1.625749299,2.182377631,1.309541686,0.04256957,11.99709045,4.926691177,3.537936413,0.406468246,1.446052705
E1-AK-2-B,5.825697167,2.378901918,2.035901497,1.773205907,2.418865061,9.336460318,4.49026436,0.282717661,100.2880329,0.188248584,1.267867329,0.83554542,4.601226293,10.49945234,0.999679514,3.201505823,4.065746389,1.513366345,2.38643625,2.662623601,28.64869228,1.866241535,9.938968765,0.418742196,1.139520099,3.256382206,14.68241366,5.085705521,0.607474585,5.881338062,0.621062938,2.443889185,3.562677404,3.160337227,21.22104528,19.87433424,24.42423088,1.332682039,1.524066759,2.277555077,3.983334184,21.93801602,1.52003729,8.684165878,9.020298138,11.26892878,1.752389108,39.30549114,0.804782073,10.0878659,19.760867,3.503546198,1.377988338,28.1157637,59.5111504,1.993023028,1.739654625,2.635111169,24.38532396,9.21101203,0.258626458,14.73768208,95.40963209,5.03945011,3.056133069,1.189946688,6.826675103,2.723810176,14.36055698,7.223974861,2.466133652,53.30900943,42.91716929,5.551944379,0.471586666,1.451372197,7.402620217,6.379874842,11.74302548,5.342049067,2.06105999,72.66785305,9.624003931,1.424559254,4.812234419,0.789223407,5.612667794,5.388357712,0.791900823,2.055691695,4.228142066,1.648685139,1.780002873,0.219965515,12.68226179,6.123593585,4.174007027,0.583584376,1.853079106
E1-AK-2-C,4.947194865,2.026379231,2.668132044,2.073227534,2.528716079,5.44422004,4.430851201,0.385055715,82.22914693,0.193593357,0.986167196,0.913097339,5.180516705,11.74186283,0.986006112,4.124769849,4.903954879,1.642199908,2.473290433,3.17326746,33.59901777,1.890717516,11.18031342,0.195939839,1.183252106,3.210213119,14.63219622,6.342557309,0.768795999,7.850529286,0.623897032,1.767732965,3.505751632,4.307507509,25.78474064,25.73057312,27.79952208,1.401403391,1.454933758,1.645957992,4.971713696,24.31519722,1.567371322,4.965929643,7.970238083,15.39835156,2.076763563,40.47130921,1.050127385,9.100476549,25.33733566,4.942964,1.630203912,30.09948827,74.12782963,2.812218424,1.43543076,3.13217589,23.78188586,8.114719362,0.187620554,18.50112336,85.49625715,6.827690896,3.764305777,1.500820094,7.456296145,2.295187418,13.45156058,9.195641606,1.932372726,25.61221815,41.55250204,5.509376145,0.520456157,0.91570376,7.72516739,4.219811764,9.916327704,5.187979154,2.036972157,78.36587296,10.96020128,1.092349238,5.273981976,0.657420452,5.14703798,5.112454966,0.355350429,2.095548854,3.400662405,2.086069444,1.568044109,0.113516404,12.71506109,5.853367152,4.019124149,0.575027875,1.574586061
E1-AK-2-D,5.081501174,2.328990756,2.352692535,3.145319446,2.657559466,7.089566085,5.053705906,0.331417271,85.61646124,0.205227181,1.13847904,0.94585717,5.917743553,8.698804401,1.224972029,4.164759422,4.598241663,1.672550656,1.580050804,3.933690583,32.57589885,1.395717947,13.83592595,0.184996781,1.326302812,2.281863567,14.70544628,6.220676552,0.735728661,7.123159448,0.632150223,2.125297744,2.651445118,2.587736432,28.15269424,18.52499148,24.33025728,1.023986459,1.430172523,2.138221644,3.951145561,23.21451256,1.596924605,7.782645246,7.336666006,11.3886789,2.265596518,39.49512224,0.908405803,9.659715604,24.41787852,4.586890052,1.537968497,26.65244762,67.77601721,2.195175369,1.476938976,2.741428687,22.44813278,7.926444878,0.221764454,19.49922456,90.30887427,6.47920212,3.932897914,1.306944225,7.036911686,2.525417023,15.15259454,8.286779039,1.875085568,34.36895152,44.70097737,5.425082713,0.502089889,1.042659202,8.217633238,4.880004001,11.58418976,5.791408403,2.054320644,79.54710388,10.31939842,1.194351851,5.741168788,0.656877652,5.593129644,5.348228807,0.331284441,2.194304795,2.715920442,1.850310608,1.816353292,0.129013403,13.66801203,6.257063041,4.126986411,0.574370389,1.664113952
E1-AK-2-E,5.489209711,2.368829329,2.422327446,2.318501661,2.801901316,5.734350494,5.410414121,0.349613885,92.46415972,0.218228058,1.227734771,1.005641999,4.390256423,10.19024501,1.597420214,4.557207865,4.873152005,1.807018088,1.820614307,3.906692572,32.60496584,1.581756766,13.13022152,0.222006331,1.325582741,2.453851055,14.32519854,6.802753637,0.730928324,7.43659063,0.700747724,2.27247931,4.084214033,2.807982941,28.71914462,21.65532519,27.4617672,1.195147231,1.49821746,2.121817628,4.593897385,23.3487818,1.656118623,4.356221987,7.239738753,13.28472063,2.308609894,33.91172458,1.012169051,10.09791887,25.06326746,5.063853522,1.658870004,29.58267424,73.80654632,2.39787855,1.419916239,2.974915226,20.34154019,6.971739665,0.191523308,17.3575179,90.58344803,6.68628274,3.769985713,1.4729164,7.194227928,2.418929001,13.53300491,9.383117816,1.925534282,29.35221451,43.18509096,5.771806907,0.541721241,0.910392079,7.165651085,4.327627434,8.799166319,5.206202811,2.001216755,76.75819149,11.20515496,1.051155939,4.899493243,0.702583243,5.388185794,4.959362551,0.363407231,2.207315653,3.555161589,1.565511974,1.648241418,0.12171615,12.71636801,5.867960511,3.826836415,0.563844675,1.646610334
