"","corr...38. R","corr...38. sig","massloss R","massloss sig","cellulase R","cellulase sig","chitinase R","chitinase sig","phosphatase R","phosphatase sig","protease R","protease sig","phenoloxydase R","phenoloxydase sig","peroxydase R","peroxydase sig","cellulase2phenolxydase R","cellulase2phenolxydase sig","cellulase2peroxydase R","cellulase2peroxydase sig","chitinase2phenoloxydase R","chitinase2phenoloxydase sig","chitinase2peroxydase R","chitinase2peroxydase sig","phosphatase2phenoloxydase R","phosphatase2phenoloxydase sig","phosphatase2peroxydase R","phosphatase2peroxydase sig","protase2phenoloxydase R","protase2phenoloxydase sig","protease2peroxydase R","protease2peroxydase sig","aa_conc R","aa_conc sig","g_prot_depoly R","g_prot_depoly sig","g_aa_immo R","g_aa_immo sig","g_n_min R","g_n_min sig","g_nh4_immo R","g_nh4_immo sig","g_nitrifi R","g_nitrifi sig","g_n03_immo R","g_n03_immo sig","g_p_min R","g_p_min sig","g_p_immo R","g_p_immo sig","g_glucan_depoly R","g_glucan_depoly sig","net_glucan_depoly R","net_glucan_depoly sig","g_glucose_consumption R","g_glucose_consumption sig","glucose_conc R","glucose_conc sig","C_mic R","C_mic sig","N_.mic R","N_.mic sig","P_mic R","P_mic sig","C.N_mic R","C.N_mic sig","C.Pmic R","C.Pmic sig","N.Pmic R","N.Pmic sig","total.PFLA.content R","total.PFLA.content sig","identified.PLFA.content R","identified.PLFA.content sig","approx..Fungal.Biomass R","approx..Fungal.Biomass sig","main.fungal.marker.18.2.9.12.c R","main.fungal.marker.18.2.9.12.c sig","Sum.of.gram.positiv.markers R","Sum.of.gram.positiv.markers sig","Sum.of.general.bacterial.markers.incl..gram. R","Sum.of.general.bacterial.markers.incl..gram. sig","ratioF.B.1 R","ratioF.B.1 sig","ratioF.B.2 R","ratioF.B.2 sig","ratioF.B.3 R","ratioF.B.3 sig","al R","al sig","ar R","ar sig","bf R","bf sig","c R","c sig","cp R","cp sig","cut0 R","cut0 sig","cut1 R","cut1 sig","f R","f sig","g R","g sig","ind R","ind sig","o R","o sig","p R","p sig","ph R","ph sig","Ph R","Ph sig","short R","short sig","sy R","sy sig","ter R","ter sig","unk R","unk sig","al.1 R","al.1 sig","C R","C sig","Cut R","Cut sig","L R","L sig","N R","N sig","non R","non sig","Ph.1 R","Ph.1 sig","unk.1 R","unk.1 sig","adf R","adf sig","cellulose R","cellulose sig","llignin_extr R","llignin_extr sig","starch R","starch sig","C_lit R","C_lit sig","N_lit R","N_lit sig","P_lit R","P_lit sig","C.N_lit R","C.N_lit sig","C.P_lit R","C.P_lit sig","N.P_lit R","N.P_lit sig","NH4.concentration R","NH4.concentration sig","NO3.concentration R","NO3.concentration sig","PO4.concentration R","PO4.concentration sig","DOC R","DOC sig","TN R","TN sig","DON R","DON sig","K.litter R","K.litter sig","CA.litter R","CA.litter sig","MG.litter R","MG.litter sig","FE.litter R","FE.litter sig","MN.litter R","MN.litter sig","ZN.litter R","ZN.litter sig","corr...60. R","corr...60. sig","recidx R","recidx sig","L_PH R","L_PH sig"
"g_n_min","0.202571328411128","n.s.","0.0704744867943242","n.s.","0.855433074803445","***","0.85822667112678","***","0.711950633835906","***","0.327640174088038","n.s.","0.75332800160055","***","0.833317131186634","***","0.482745579277067","*","0.251348439472279","n.s.","0.383657819984451","n.s.","0.134805380098791","n.s.","-0.542152482564344","*","-0.561999138802774","*","-0.475642659941153","*","-0.491902530799086","*","0.768459958243265","***","0.233396490131132","n.s.","0.365598619858992","n.s.","1","***","0.991277849661867","***","0.762101311979038","***","0.639112524009798","**","0.671489584343043","**","0.28424607169724","n.s.","0.39795594859602","n.s.","-0.323336611309328","n.s.","0.444699070953619",".","0.501340562885195","*","0.877403233845934","***","0.622252225934861","**","-0.350110940909039","n.s.","0.619407531362005","**","0.7588339927284","***","0.523313739686723","*","0.523973232490381","*","0.484544404537017","*","-0.146178793655451","n.s.","-0.14617889959779","n.s.","0.438773160146242",".","0.668919290302491","**","-0.406047532968088",".","0.129476460907507","n.s.","-0.829158948964974","***","0.33360127803729","n.s.","0.675918357589427","**","-0.637260524596246","**","-0.450214861391663",".","0.581755404773707","**","0.703598757634636","***","0.826344765120071","***","-0.534552818990898","*","0.160711026087177","n.s.","0.547571203863364","*","-0.390209136925127",".","0.718899334732812","***","0.0536234105139532","n.s.","-0.230028314224193","n.s.","0.434525047149464",".","0.24040200871438","n.s.","-0.686744823944127","**","-0.522507932766941","*","-0.0541026339203078","n.s.","-0.357135399187446","n.s.","0.798664736009029","***","0.197875132518864","n.s.","0.716061263431318","***","0.49983326156762","*","-0.227145689406135","n.s.","-0.734135338664359","***","-0.515328838902905","*","-0.653470044392443","**","-0.447671348177732",".","-0.130989097949634","n.s.","0.0777393840747114","n.s.","0.815951518131594","***","0.646185989593011","**","-0.781892575211644","***","-0.523451242419236","*","-0.160127817951009","n.s.","0.818614486458686","***","0.672596363570242","**","0.539974349152593","*","0.691648798701037","**","0.687738084754622","**","-0.0604298952621514","n.s.","0.639735434334335","**","-0.279447070472511","n.s.","-0.509127378179127","*","-0.373827709319396","n.s.","0.750559109972264","***","0.484734535297199","*","0.0933894586033014","n.s.","-0.506201883916695","*","-0.167703114308596","n.s."
"g_nh4_immo","0.175625759143305","n.s.","0.0748663870359642","n.s.","0.861478231460587","***","0.84788761292908","***","0.680624410590109","**","0.327256809722793","n.s.","0.735099816533506","***","0.847216804369431","***","0.506314408248056","*","0.239760929146829","n.s.","0.406597609104134",".","0.122082282524647","n.s.","-0.524586873424531","*","-0.558618259172209","*","-0.45614384957423","*","-0.47098332303272","*","0.78540900542002","***","0.260836392285551","n.s.","0.399236512331621",".","0.991277849661867","***","1","***","0.721508584533428","***","0.588059922660122","**","0.70870990904124","***","0.330588034138482","n.s.","0.396341672122045","n.s.","-0.354696858786992","n.s.","0.450189459724935",".","0.523822893334095","*","0.887598164182235","***","0.612180125472218","**","-0.338673050191051","n.s.","0.652894928320167","**","0.766607523786544","***","0.512046795797327","*","0.520757200757959","*","0.482415515890265","*","-0.161015707825149","n.s.","-0.161015795639658","n.s.","0.483270562124174","*","0.674159128703987","**","-0.437384509991493",".","0.12567197282756","n.s.","-0.83742179358858","***","0.288725487403162","n.s.","0.687050587549972","**","-0.661427420452297","**","-0.428400879863197",".","0.59033138115217","**","0.655475931654059","**","0.812199397443683","***","-0.502101263810653","*","0.195263037844817","n.s.","0.514224542054633","*","-0.367837570248476","n.s.","0.726871354828748","***","0.0267697575024824","n.s.","-0.258821597114688","n.s.","0.430084395650704",".","0.260505513111239","n.s.","-0.672846857358682","**","-0.479355617282582","*","-0.0687174072050826","n.s.","-0.32051522149541","n.s.","0.767510094442953","***","0.231604023320141","n.s.","0.715401860461167","***","0.503550107354814","*","-0.255947163446043","n.s.","-0.739655921409067","***","-0.531922032509592","*","-0.642535940501965","**","-0.471951829896109","*","-0.124494836813295","n.s.","0.0549727712084462","n.s.","0.796984489353482","***","0.665821425701419","**","-0.761682660222777","***","-0.551759264422557","*","-0.200401440553143","n.s.","0.811463658712717","***","0.661463054868894","**","0.568054297980283","*","0.694816398156456","***","0.693777874571638","***","-0.0451855010483675","n.s.","0.608876963583383","**","-0.251438655403165","n.s.","-0.486024650368895","*","-0.338850919433557","n.s.","0.735181645103301","***","0.481889942262984","*","0.0978051854463065","n.s.","-0.44892187987962",".","-0.177625930252178","n.s."
"g_nitrifi","-0.0309614854740251","n.s.","0.160020041838419","n.s.","0.721366077752478","***","0.77288728535103","***","0.679986365876246","**","0.427628579938304",".","0.693317334141559","***","0.619953122159011","**","0.331475006412423","n.s.","0.214200610996313","n.s.","0.3198067680729","n.s.","0.143067665880799","n.s.","-0.453812946205534",".","-0.489319046386078","*","-0.359440776580597","n.s.","-0.393481476034086",".","0.617958866610214","**","0.185574655705638","n.s.","0.406283786461886",".","0.762101311979038","***","0.721508584533428","***","1","***","0.952154975593733","***","0.636573105078029","**","0.234724925858007","n.s.","0.317766153699268","n.s.","-0.0396027468651272","n.s.","0.270273865118927","n.s.","0.186969923822928","n.s.","0.732867155821477","***","0.552074316096715","*","-0.137259126039478","n.s.","0.432469580296045",".","0.534948516366484","*","0.35860331717116","n.s.","0.416096545387306",".","0.351898276520813","n.s.","-0.0859923485932247","n.s.","-0.0859923452990148","n.s.","0.262162219435396","n.s.","0.456331598756547","*","-0.210330635922414","n.s.","0.173147886279005","n.s.","-0.555604685814275","*","0.256071991084603","n.s.","0.559957920023653","*","-0.616827833301003","**","-0.307672224308773","n.s.","0.51592189962405","*","0.662180685341543","**","0.636651801477666","**","-0.366494181462683","n.s.","0.212148776774077","n.s.","0.354411440285197","n.s.","-0.186512856073432","n.s.","0.540481185458417","*","-0.0718462312753524","n.s.","-0.272335008872959","n.s.","0.418761882990533",".","0.107799138963111","n.s.","-0.557902827766733","*","-0.38952043199834",".","-0.0411672225789914","n.s.","-0.205226613403674","n.s.","0.673523265942313","**","0.202731417738603","n.s.","0.525854638135271","*","0.456929870362045","*","-0.270410030954406","n.s.","-0.644595179578693","**","-0.519943538386025","*","-0.686376117516232","**","-0.443332864406458",".","-0.0248997686704479","n.s.","-0.0379906327683904","n.s.","0.661196965744626","**","0.59158323550125","**","-0.637055495598624","**","-0.493034460190002","*","-0.199646208467416","n.s.","0.724966767645928","***","0.654180921254336","**","0.460157718209726","*","0.649291501187177","**","0.639719628251915","**","-0.027544836883277","n.s.","0.471876804571471","*","-0.252882939310492","n.s.","-0.440866641203093",".","-0.284350469724593","n.s.","0.611736842909966","**","0.36207838264774","n.s.","0.00588124266711097","n.s.","-0.454764564192037",".","-0.237505737710018","n.s."
"g_n03_immo","-0.0311800714024626","n.s.","0.192944120428008","n.s.","0.5812098713157","**","0.647538317072442","**","0.522508202558124","*","0.383122725701014","n.s.","0.59925794699772","**","0.542993482384545","*","0.149103630816527","n.s.","0.009876747830267","n.s.","0.18809576462971","n.s.","0.024550607503834","n.s.","-0.373577468176546","n.s.","-0.482947437641072","*","-0.260510873280658","n.s.","-0.357794763008654","n.s.","0.459141357372738","*","0.122117421983649","n.s.","0.298106510909647","n.s.","0.639112524009798","**","0.588059922660122","**","0.952154975593733","***","1","***","0.543822408463188","*","0.2412777814489","n.s.","0.2117238438057","n.s.","0.0579380808906079","n.s.","0.139852616314474","n.s.","0.0485002555334394","n.s.","0.625650875184295","**","0.413650828203225",".","0.0386199796403164","n.s.","0.42453133317542",".","0.381867337645361","n.s.","0.180009130420278","n.s.","0.363761975863972","n.s.","0.308224121500898","n.s.","-0.0360905665588181","n.s.","-0.0360904980089506","n.s.","0.120796270597468","n.s.","0.377469679674204","n.s.","-0.0770717623020399","n.s.","0.0334714589349232","n.s.","-0.435278543380796",".","0.339571203397177","n.s.","0.468611981639526","*","-0.443380123020235",".","-0.29407790797467","n.s.","0.342678358696923","n.s.","0.575722706293301","**","0.515865094512111","*","-0.340533248066515","n.s.","0.0776673518347807","n.s.","0.399446752357034",".","-0.169647459744179","n.s.","0.472777189922407","*","-0.0134279905938498","n.s.","-0.142478109541276","n.s.","0.259943401109106","n.s.","0.0665964530891207","n.s.","-0.397852358750864",".","-0.359975068288048","n.s.","0.136733626043953","n.s.","-0.249651691256972","n.s.","0.564723393185019","*","0.0817909723116367","n.s.","0.479493924998723","*","0.318606444187764","n.s.","-0.141205403989635","n.s.","-0.490831510224645","*","-0.411031946804938",".","-0.603723927593483","**","-0.331610087120044","n.s.","-0.235001930815048","n.s.","0.0460598888948061","n.s.","0.610638423552835","**","0.47584586513035","*","-0.591042340077301","**","-0.37767685662855","n.s.","-0.110099744028721","n.s.","0.618038163471917","**","0.619526835640786","**","0.312669918333266","n.s.","0.63359992436987","**","0.627582614608578","**","0.0613546498350916","n.s.","0.41876039554893",".","-0.356754620459675","n.s.","-0.300294636440218","n.s.","-0.363114238550355","n.s.","0.485767587474062","*","0.24117115427374","n.s.","-0.0624080975292857","n.s.","-0.421043311231509",".","-0.154241207548337","n.s."
"g_p_min","-0.13510287694281","n.s.","0.0516512765357614","n.s.","0.784705937514963","***","0.706877333759089","**","0.561900787764228","*","0.657508178188292","**","0.62107402690662","**","0.769747123506925","***","0.575983136386336","*","0.188653000334999","n.s.","0.424610828877739",".","-0.0433502814018714","n.s.","-0.449645931396545",".","-0.639052028050082","**","-0.227051207987913","n.s.","-0.311193892262245","n.s.","0.799395173008732","***","0.451776914281789",".","0.725357296823683","***","0.671489584343043","**","0.70870990904124","***","0.636573105078029","**","0.543822408463188","*","1","***","0.793834862838954","***","0.651448960862261","**","-0.333050891495918","n.s.","0.50650028987288","*","0.416670102013115",".","0.748189732990777","***","0.675441751655544","**","-0.13417907546369","n.s.","0.552912153696604","*","0.533745073278613","*","0.36944807899801","n.s.","0.248997691369455","n.s.","0.197497964824027","n.s.","-0.349221152661735","n.s.","-0.34922114969766","n.s.","0.497952228077528","*","0.374441547124014","n.s.","-0.44771896532544",".","0.253688029969837","n.s.","-0.541621261660409","*","-0.244097599629402","n.s.","0.394208704685706","n.s.","-0.74319105841599","***","0.140773931199403","n.s.","0.50767715395834","*","0.288012876602398","n.s.","0.62268337505275","**","0.0358483645780569","n.s.","0.579170850458391","*","0.0325116090033942","n.s.","0.14467729041717","n.s.","0.491267671846501","*","-0.540450387634707","*","-0.711270506828945","***","0.310956865081832","n.s.","0.3306662335188","n.s.","-0.503709406484492","*","0.0247808031344568","n.s.","-0.297953598643405","n.s.","0.265286236206007","n.s.","0.477535777877421","*","0.563923397916964","*","0.410299197758267",".","0.329395954963617","n.s.","-0.710050571662863","***","-0.583721996805181","*","-0.81689400428988","***","-0.716405890803833","**","-0.806320255068667","***","0.24747259298012","n.s.","-0.401676916318609",".","0.439486643544431",".","0.924050898065879","***","-0.409184931199334",".","-0.910394155538039","***","-0.725972141891426","***","0.649198572333127","**","0.528992024395689","*","0.835964049877042","***","0.646391089737544","**","0.659382712575365","**","0.0993005433998518","n.s.","0.101190485886239","n.s.","0.224339006247927","n.s.","-0.239599070322307","n.s.","0.199971482403825","n.s.","0.493704450878915","*","0.602871797006709","**","0.158209275809066","n.s.","0.033214474290853","n.s.","-0.573692956678567","*"
"g_p_immo","-0.0272745009464398","n.s.","0.079561775438035","n.s.","0.457102584338094",".","0.327462224877472","n.s.","0.279751311498075","n.s.","0.536526560232365","*","0.34859571376751","n.s.","0.483004189715117","*","0.324095644273502","n.s.","-0.0285396461769253","n.s.","0.0539443794025846","n.s.","-0.277091381380348","n.s.","-0.24714510782624","n.s.","-0.473425702097723","*","-0.0491491327169694","n.s.","-0.175777101456688","n.s.","0.436940063959195",".","0.272778683047602","n.s.","0.476545864444687","*","0.28424607169724","n.s.","0.330588034138482","n.s.","0.234724925858007","n.s.","0.2412777814489","n.s.","0.793834862838954","***","1","***","0.30742427376822","n.s.","-0.296930654844621","n.s.","0.152307639459591","n.s.","0.200236586456939","n.s.","0.373510231962885","n.s.","0.358149732569254","n.s.","0.0751478400741207","n.s.","0.235937979130419","n.s.","0.169108957480379","n.s.","0.0717157920843197","n.s.","-0.0282725251042286","n.s.","-0.0224447188937211","n.s.","-0.310517642351034","n.s.","-0.310517520278723","n.s.","0.284864037967898","n.s.","0.0730101307141296","n.s.","-0.288984497034451","n.s.","0.275949583800802","n.s.","-0.184231052704608","n.s.","-0.276269123956605","n.s.","0.0600417321305517","n.s.","-0.294613296644271","n.s.","0.230251158170259","n.s.","0.116216658269999","n.s.","-0.000636511958504926","n.s.","0.253428293991269","n.s.","0.18549291226495","n.s.","0.35911908941239","n.s.","-0.10416555704765","n.s.","0.271617265127669","n.s.","0.191790166720644","n.s.","-0.441410556757088",".","-0.496278416122051","*","-0.0218965899901825","n.s.","0.310294019260946","n.s.","-0.202606429685385","n.s.","0.255436946089138","n.s.","-0.165347973278146","n.s.","0.273013431648916","n.s.","0.135502888357023","n.s.","0.379057755923727","n.s.","0.132702205777388","n.s.","-0.00849828936333167","n.s.","-0.496142359208797","*","-0.129306563658107","n.s.","-0.617620847703454","**","-0.426775873187714",".","-0.644896234657254","**","0.144425173162302","n.s.","-0.437795963507722",".","0.105622527239611","n.s.","0.571376837326488","*","-0.105403086482921","n.s.","-0.607365209903703","**","-0.559375865891987","*","0.338400144927082","n.s.","0.273141063533454","n.s.","0.498789474619589","*","0.311056886746533","n.s.","0.340391440427779","n.s.","0.048399209884143","n.s.","-0.141890422377687","n.s.","0.296281280955329","n.s.","0.000914535038365559","n.s.","0.337007142592609","n.s.","0.143116336257753","n.s.","0.297384273783669","n.s.","0.231130452916411","n.s.","0.218018677113952","n.s.","-0.418291411779745","."
"g_glucan_depoly","0.118662038791959","n.s.","-0.0106559072572998","n.s.","0.519386331260527","*","0.666206016906287","**","0.36632987864041","n.s.","0.129288485745452","n.s.","0.442622757037209",".","0.352225950136399","n.s.","0.454227607438931",".","0.569630751206153","*","0.72977011801508","***","0.695627459549026","**","-0.483312259812085","*","-0.316862977884646","n.s.","-0.451112192741794",".","-0.344740674633601","n.s.","0.79638386796314","***","0.64523504590639","**","0.580047863030468","*","0.39795594859602","n.s.","0.396341672122045","n.s.","0.317766153699268","n.s.","0.2117238438057","n.s.","0.651448960862261","**","0.30742427376822","n.s.","1","***","-0.664939196240636","**","0.973022544006565","***","0.790966673412074","***","0.582889895753186","*","0.870828232157285","***","-0.417336894679509",".","-0.0419000587557076","n.s.","0.574720690051883","*","0.777660180934986","***","0.541927954165665","*","0.512014289184467","*","0.200358838751274","n.s.","0.200358831914696","n.s.","0.263753813441542","n.s.","0.630872106352507","**","-0.209696877478168","n.s.","0.243535902603876","n.s.","-0.682484322940073","**","0.125476510119962","n.s.","0.625650423429949","**","-0.651914727087072","**","-0.119703293799899","n.s.","0.656796350315064","**","0.555406399412369","*","0.788110005982648","***","-0.432433660162975",".","0.307817770261929","n.s.","0.427123904221178",".","-0.0484191736808057","n.s.","0.641901469848145","**","-0.196601869187704","n.s.","-0.397733269133067","n.s.","0.457664658337675",".","0.0731087811130841","n.s.","-0.66331320277273","**","-0.434654853681491",".","-0.258815877956891","n.s.","-0.130079245598318","n.s.","0.70676925805293","**","0.270681895245899","n.s.","0.63033522638406","**","0.51474141526827","*","-0.396014821771348","n.s.","-0.672348090151883","**","-0.66101868299644","**","-0.678168689676544","**","-0.635101466131962","**","0.253397221160026","n.s.","-0.354912148899909","n.s.","0.663350960001794","**","0.729497643334955","***","-0.668755163022837","**","-0.633320582802933","**","-0.34277630428232","n.s.","0.722982472012313","***","0.71526059306776","***","0.612053534522118","**","0.465593341744064",".","0.474713028204579","*","-0.22900934895845","n.s.","0.522587674908688","*","-0.126499977671137","n.s.","-0.52486255033614","*","-0.0870446564619439","n.s.","0.742331623380193","***","0.830544640702099","***","-0.158833086412999","n.s.","-0.36067331066621","n.s.","-0.367760787725835","n.s."
"net_glucan_depoly","-0.242963496647714","n.s.","0.211501625570741","n.s.","-0.507590380789261","*","-0.576263623630803","**","-0.264654175690163","n.s.","0.181393545784041","n.s.","-0.530009435045527","*","-0.424955998986927",".","-0.272534388644158","n.s.","-0.451226278973911",".","-0.442663705112366",".","-0.544532579845874","*","0.658656636922169","**","0.374876849523543","n.s.","0.684478075956866","**","0.57586829414649","**","-0.651442583433612","**","-0.487183248609161","*","-0.385492584214742","n.s.","-0.323336611309328","n.s.","-0.354696858786992","n.s.","-0.0396027468651272","n.s.","0.0579380808906079","n.s.","-0.333050891495918","n.s.","-0.296930654844621","n.s.","-0.664939196240636","**","1","***","-0.791177889207288","***","-0.940537334169516","***","-0.534227966685112","*","-0.598663672382043","**","0.58139384575362","**","-0.196301521120926","n.s.","-0.664260107647829","**","-0.711693551939139","***","-0.329651311658474","n.s.","-0.346988198968757","n.s.","-0.0673497909275937","n.s.","-0.0673495803004323","n.s.","-0.249293799583513","n.s.","-0.506386722050963","*","0.256999107745805","n.s.","-0.317154581401905","n.s.","0.651131665470358","**","-0.183574156608219","n.s.","-0.613508226034223","**","0.51230640581642","*","0.138741883220794","n.s.","-0.603154907429444","**","-0.408009518283468",".","-0.61239896176662","**","0.573243837124513","*","-0.258221772055633","n.s.","-0.319594319250355","n.s.","-0.0211716310953847","n.s.","-0.416383883327707",".","-0.0710719065192978","n.s.","0.137725126938948","n.s.","-0.219140827041205","n.s.","-0.155844799960079","n.s.","0.642872676013711","**","0.487115884948144","*","0.246821246228958","n.s.","0.274265298630577","n.s.","-0.536922498668463","*","-0.253633771281666","n.s.","-0.415273083799112",".","-0.319102386285816","n.s.","0.135570824948312","n.s.","0.576293498142363","**","0.441806916100267",".","0.404354320249415",".","0.431899661558302",".","-0.0771991744876025","n.s.","0.330193269925341","n.s.","-0.53766280059725","*","-0.393998742422865",".","0.57450389113794","*","0.289212657469605","n.s.","0.00269285959807249","n.s.","-0.618647229640331","**","-0.503767621101492","*","-0.332075482762049","n.s.","-0.123209587828613","n.s.","-0.133580318348313","n.s.","0.489760273437638","*","-0.598542924375358","**","0.153963893784383","n.s.","0.619392017417269","**","0.092431066333247","n.s.","-0.684727208336449","**","-0.695571219975894","***","-0.106009453216949","n.s.","0.400946053623382",".","-0.0665594411587454","n.s."
"g_glucose_consumption","0.103289240490422","n.s.","-0.0700568640166024","n.s.","0.541764883285852","*","0.692469192700873","**","0.338070339953738","n.s.","0.0336102993227967","n.s.","0.505301211775775","*","0.397440031493662",".","0.380103033365349","n.s.","0.550244709476314","*","0.696742771666543","***","0.709636023417278","***","-0.563155726152202","*","-0.336955676820946","n.s.","-0.541802311581086","*","-0.420521019415197",".","0.798339777291347","***","0.504161134286748","*","0.455645880096785","*","0.444699070953619",".","0.450189459724935",".","0.270273865118927","n.s.","0.139852616314474","n.s.","0.50650028987288","*","0.152307639459591","n.s.","0.973022544006565","***","-0.791177889207288","***","1","***","0.901115882169342","***","0.61048777151608","**","0.831470866307499","***","-0.499613503786643","*","0.0563982967681277","n.s.","0.655604888484614","**","0.815858769667137","***","0.555784738687655","*","0.536267144119672","*","0.20816965508483","n.s.","0.208169568027588","n.s.","0.272920052135691","n.s.","0.666070279599599","**","-0.20963363631394","n.s.","0.228350568051926","n.s.","-0.735897994000396","***","0.221951750668883","n.s.","0.684503625540737","**","-0.641512399450376","**","-0.221363921490839","n.s.","0.678002334634851","**","0.576439603291964","**","0.80157274391707","***","-0.55029992058876","*","0.246584155485041","n.s.","0.477563671124384","*","-0.129113298800401","n.s.","0.654597182205145","**","-0.0308944118147237","n.s.","-0.266113320142975","n.s.","0.415495096335992",".","0.0727572998404574","n.s.","-0.703726602932935","***","-0.502468034045414","*","-0.20581143210143","n.s.","-0.257896236698201","n.s.","0.723324300642386","***","0.220976475905813","n.s.","0.64742490026841","**","0.4951089901243","*","-0.263800147285661","n.s.","-0.694093392743246","***","-0.528457624792021","*","-0.633253354974254","**","-0.470450791864975","*","0.0621559309780625","n.s.","-0.301565663564517","n.s.","0.698696301757838","***","0.639681561864192","**","-0.71240690162082","***","-0.518531026712489","*","-0.188804118551844","n.s.","0.744881343787335","***","0.702311717599679","***","0.530327704467603","*","0.416781334736319",".","0.42370305651118",".","-0.3021852129403","n.s.","0.616852862100472","**","-0.217059539557209","n.s.","-0.586514173204623","**","-0.188117667169486","n.s.","0.784731952494797","***","0.828647665723846","***","-0.058111271254641","n.s.","-0.430159009425756",".","-0.203819319942228","n.s."
"glucose_conc","0.273328590433102","n.s.","-0.191072563144394","n.s.","0.603130592230095","**","0.699927485787799","***","0.379219511439295","n.s.","-0.150825476125203","n.s.","0.571525639651112","*","0.538090531820542","*","0.394401872147682",".","0.486025782749473","*","0.597264156647165","**","0.588302184593326","**","-0.669467311766507","**","-0.444795844999009",".","-0.715317987194057","***","-0.623844865966438","**","0.781159784728323","***","0.509502405618876","*","0.377728560735985","n.s.","0.501340562885195","*","0.523822893334095","*","0.186969923822928","n.s.","0.0485002555334394","n.s.","0.416670102013115",".","0.200236586456939","n.s.","0.790966673412074","***","-0.940537334169516","***","0.901115882169342","***","1","***","0.666364490393627","**","0.730131893444005","***","-0.633137872880354","**","0.260824602640012","n.s.","0.788950948132096","***","0.826051586749837","***","0.557248763989241","*","0.554505414111924","*","0.187646595961601","n.s.","0.187646391624269","n.s.","0.370044744227963","n.s.","0.705636690655887","***","-0.287018879725517","n.s.","0.271900293100135","n.s.","-0.784327875035275","***","0.254046630818723","n.s.","0.718600727665412","***","-0.633414424891859","**","-0.218126655063178","n.s.","0.707185368332758","***","0.551727634070326","*","0.781258374635086","***","-0.649930526364166","**","0.268132557139132","n.s.","0.443857396378728",".","-0.0992707684533835","n.s.","0.575185871240124","**","0.0695832988547768","n.s.","-0.199025043094881","n.s.","0.338260962291381","n.s.","0.192931388019016","n.s.","-0.766845903958936","***","-0.587617746934245","**","-0.24218373152478","n.s.","-0.321894737004052","n.s.","0.700097159530034","***","0.272048692097445","n.s.","0.574169591199872","*","0.43695845307198",".","-0.196276022213651","n.s.","-0.719324661929439","***","-0.506712684526859","*","-0.532663214593636","*","-0.474089530617592","*","0.0954696769788546","n.s.","-0.281239977720081","n.s.","0.705021300737835","***","0.52986478276521","*","-0.728073585708862","***","-0.40468242555471",".","-0.0498832454599224","n.s.","0.740727442294076","***","0.655279934130455","**","0.487577278672941","*","0.285784600962824","n.s.","0.290953346912179","n.s.","-0.44380994581208",".","0.704697510663631","***","-0.231146612201185","n.s.","-0.688989973057701","**","-0.190790054352583","n.s.","0.818975638358664","***","0.77453883612999","***","-0.00337646949447894","n.s.","-0.494636000939901","*","-0.0205241853474233","n.s."
"C_mic","0.148418853696498","n.s.","-0.063486235561316","n.s.","0.91785498625844","***","0.939986074710988","***","0.708823120070407","***","0.318237060481425","n.s.","0.86603587934393","***","0.897164831045882","***","0.471594941281974","*","0.293178326575837","n.s.","0.450588096652317",".","0.223232840401854","n.s.","-0.757332157812605","***","-0.716019297604177","***","-0.669543170459121","**","-0.644723112826333","**","0.861248089879841","***","0.520384853924278","*","0.592355386147055","**","0.877403233845934","***","0.887598164182235","***","0.732867155821477","***","0.625650875184295","**","0.748189732990777","***","0.373510231962885","n.s.","0.582889895753186","*","-0.534227966685112","*","0.61048777151608","**","0.666364490393627","**","1","***","0.767224028883544","***","-0.495277501793119","*","0.655402201327942","**","0.909991168976537","***","0.687886576448051","**","0.534255045737371","*","0.496372146547708","*","-0.0718792866140917","n.s.","-0.0718793247888115","n.s.","0.547398260448215","*","0.71031813603155","***","-0.478928780762669","*","0.293315975857553","n.s.","-0.894673896033113","***","0.212766348402826","n.s.","0.796679252159058","***","-0.81981353202976","***","-0.256906071903015","n.s.","0.809896350544377","***","0.738578647853297","***","0.910649868403265","***","-0.527394202330524","*","0.3626473340812","n.s.","0.432915517722143",".","-0.211487888168672","n.s.","0.657116882039697","**","-0.151343043837789","n.s.","-0.412040204851128",".","0.564809735500651","*","0.190184958039144","n.s.","-0.818128044858111","***","-0.584552663681306","**","-0.263126914313","n.s.","-0.198683600469007","n.s.","0.862312018117044","***","0.348199378943267","n.s.","0.639775106877144","**","0.63437523141777","**","-0.40959651353085",".","-0.888942122513807","***","-0.759294400817061","***","-0.835385487795862","***","-0.698930295605672","**","0.0427117507096835","n.s.","-0.25003404715286","n.s.","0.824608024836039","***","0.781774710936042","***","-0.812740894345555","***","-0.670067069326121","**","-0.287804190994137","n.s.","0.912614203414083","***","0.740675871029558","***","0.683044635587794","**","0.64094610530152","**","0.641221061270657","**","-0.21045713831946","n.s.","0.674257610791579","**","-0.194402578421532","n.s.","-0.676453656640772","**","-0.17937615232293","n.s.","0.879251184833803","***","0.65636622423881","**","0.00925365870103595","n.s.","-0.544484074083012","*","-0.308115797791567","n.s."
