"","corr...38. R","corr...38. sig","massloss R","massloss sig","cellulase R","cellulase sig","chitinase R","chitinase sig","phosphatase R","phosphatase sig","protease R","protease sig","phenoloxydase R","phenoloxydase sig","peroxydase R","peroxydase sig","cellulase2phenolxydase R","cellulase2phenolxydase sig","cellulase2peroxydase R","cellulase2peroxydase sig","chitinase2phenoloxydase R","chitinase2phenoloxydase sig","chitinase2peroxydase R","chitinase2peroxydase sig","phosphatase2phenoloxydase R","phosphatase2phenoloxydase sig","phosphatase2peroxydase R","phosphatase2peroxydase sig","protase2phenoloxydase R","protase2phenoloxydase sig","protease2peroxydase R","protease2peroxydase sig","aa_conc R","aa_conc sig","g_prot_depoly R","g_prot_depoly sig","g_aa_immo R","g_aa_immo sig","g_n_min R","g_n_min sig","g_nh4_immo R","g_nh4_immo sig","g_nitrifi R","g_nitrifi sig","g_n03_immo R","g_n03_immo sig","g_p_min R","g_p_min sig","g_p_immo R","g_p_immo sig","g_glucan_depoly R","g_glucan_depoly sig","net_glucan_depoly R","net_glucan_depoly sig","g_glucose_consumption R","g_glucose_consumption sig","glucose_conc R","glucose_conc sig","C_mic R","C_mic sig","N_.mic R","N_.mic sig","P_mic R","P_mic sig","C.N_mic R","C.N_mic sig","C.Pmic R","C.Pmic sig","N.Pmic R","N.Pmic sig","total.PFLA.content R","total.PFLA.content sig","identified.PLFA.content R","identified.PLFA.content sig","approx..Fungal.Biomass R","approx..Fungal.Biomass sig","main.fungal.marker.18.2.9.12.c R","main.fungal.marker.18.2.9.12.c sig","Sum.of.gram.positiv.markers R","Sum.of.gram.positiv.markers sig","Sum.of.general.bacterial.markers.incl..gram. R","Sum.of.general.bacterial.markers.incl..gram. sig","ratioF.B.1 R","ratioF.B.1 sig","ratioF.B.2 R","ratioF.B.2 sig","ratioF.B.3 R","ratioF.B.3 sig","al R","al sig","ar R","ar sig","bf R","bf sig","c R","c sig","cp R","cp sig","cut0 R","cut0 sig","cut1 R","cut1 sig","f R","f sig","g R","g sig","ind R","ind sig","o R","o sig","p R","p sig","ph R","ph sig","Ph R","Ph sig","short R","short sig","sy R","sy sig","ter R","ter sig","unk R","unk sig","al.1 R","al.1 sig","C R","C sig","Cut R","Cut sig","L R","L sig","N R","N sig","non R","non sig","Ph.1 R","Ph.1 sig","unk.1 R","unk.1 sig","adf R","adf sig","cellulose R","cellulose sig","llignin_extr R","llignin_extr sig","starch R","starch sig","C_lit R","C_lit sig","N_lit R","N_lit sig","P_lit R","P_lit sig","C.N_lit R","C.N_lit sig","C.P_lit R","C.P_lit sig","N.P_lit R","N.P_lit sig","NH4.concentration R","NH4.concentration sig","NO3.concentration R","NO3.concentration sig","PO4.concentration R","PO4.concentration sig","DOC R","DOC sig","TN R","TN sig","DON R","DON sig","K.litter R","K.litter sig","CA.litter R","CA.litter sig","MG.litter R","MG.litter sig","FE.litter R","FE.litter sig","MN.litter R","MN.litter sig","ZN.litter R","ZN.litter sig","corr...60. R","corr...60. sig","recidx R","recidx sig","L_PH R","L_PH sig"
"c","-0.293758440893993","n.s.","-0.0779894483514424","n.s.","-0.207713911835795","n.s.","-0.331457591291335","n.s.","-0.198654314128654","n.s.","0.186368933393626","n.s.","-0.255966253663265","n.s.","-0.122913279338614","n.s.","0.117143008059354","n.s.","-0.106519742932011","n.s.","-0.179116191814789","n.s.","-0.262049609814437","n.s.","0.0513025531260085","n.s.","-0.143267678825742","n.s.","0.189551411486483","n.s.","0.084637625715767","n.s.","-0.202583391185132","n.s.","0.227203425713191","n.s.","0.24033561713979","n.s.","-0.450214861391663",".","-0.428400879863197",".","-0.307672224308773","n.s.","-0.29407790797467","n.s.","0.140773931199403","n.s.","0.230251158170259","n.s.","-0.119703293799899","n.s.","0.138741883220794","n.s.","-0.221363921490839","n.s.","-0.218126655063178","n.s.","-0.256906071903015","n.s.","-0.220158627605614","n.s.","-0.0264154583296291","n.s.","-0.133595408621353","n.s.","-0.212923899656049","n.s.","-0.19019286065432","n.s.","-0.304499908378399","n.s.","-0.289979233253907","n.s.","-0.137421109764499","n.s.","-0.137421226984627","n.s.","0.231675018001252","n.s.","-0.331098010346217","n.s.","-0.218211694056931","n.s.","0.0867325803010903","n.s.","0.368552500337554","n.s.","-0.848380346651321","***","-0.605944770650327","**","-0.0270694752487872","n.s.","1","***","-0.123701007783823","n.s.","-0.587232422572366","**","-0.372198149758557","n.s.","0.759947958309163","***","0.641466779601354","**","-0.770971440004139","***","0.821481865796723","***","-0.658076473176032","**","-0.821111669708862","***","-0.651564488363542","**","-0.263444096860142","n.s.","0.224937136862027","n.s.","0.2508658569245","n.s.","0.590557257172345","**","-0.50939222125462","*","0.901747300011064","***","-0.490723667181559","*","0.584803521523485","**","-0.714324714112475","***","-0.399942478702905",".","-0.654096360761151","**","0.256147498001299","n.s.","-0.218587174291092","n.s.","0.121798991708337","n.s.","-0.312992195677439","n.s.","0.708582723578945","**","-0.392200868968648",".","-0.598205026281464","**","0.100612615813598","n.s.","0.613602003080839","**","-0.276043872759119","n.s.","-0.576930368674086","**","-0.431100368775673",".","-0.434665626450881",".","0.32866550525967","n.s.","-0.310866775710319","n.s.","-0.302629463624393","n.s.","0.113259899887285","n.s.","-0.69814302461558","***","0.741745742886512","***","0.269229623944267","n.s.","0.790664249734618","***","-0.407553721887545",".","-0.087316352182539","n.s.","-0.0838718195901148","n.s.","0.634383662137958","**","-0.444989467097197","."
"cp","0.231493340646663","n.s.","-0.260637816302011","n.s.","0.748667159395412","***","0.838873380436533","***","0.707176979427139","***","0.15992349205433","n.s.","0.75881405030951","***","0.58207339884769","**","0.463256793467364","*","0.622593223935342","**","0.58536252039922","**","0.566275812473926","*","-0.791669264689234","***","-0.473106764107384","*","-0.798985439971972","***","-0.595285124840308","**","0.751815636299996","***","0.71877771747575","***","0.638165515670351","**","0.581755404773707","**","0.59033138115217","**","0.51592189962405","*","0.342678358696923","n.s.","0.50767715395834","*","0.116216658269999","n.s.","0.656796350315064","**","-0.603154907429444","**","0.678002334634851","**","0.707185368332758","***","0.809896350544377","***","0.84317692782081","***","-0.762300036749657","***","0.27506059122424","n.s.","0.874779530726455","***","0.886786745353668","***","0.409728955390865",".","0.381564631904996","n.s.","0.0550653209847492","n.s.","0.0550652192623737","n.s.","0.50465552847164","*","0.552207302921435","*","-0.464640626443173","*","0.585352044273407","**","-0.755280419039234","***","0.009962655080047","n.s.","0.755669150927425","***","-0.881797040970197","***","-0.123701007783823","n.s.","1","***","0.730248025092713","***","0.813401269182441","***","-0.479439904974303","*","0.489904304729066","*","0.124871812880547","n.s.","-0.0528377412173816","n.s.","0.459650664236519","*","-0.23273518130694","n.s.","-0.484357606747924","*","0.75383441918232","***","0.141499844101749","n.s.","-0.90182324281841","***","-0.611533114714895","**","-0.60673824531263","**","-0.0336903516576936","n.s.","0.80440912291187","***","0.438176307828201",".","0.408696825605972",".","0.756998842360376","***","-0.482087811925929","*","-0.9507028301322","***","-0.755594950415588","***","-0.74947162836804","***","-0.720777404293469","***","0.378568687947403","n.s.","-0.430018694139016",".","0.60859271430104","**","0.647761309504336","**","-0.62199591476292","**","-0.560959748459658","*","-0.247713235186067","n.s.","0.801349415543559","***","0.57467603321247","*","0.596103517004877","**","0.267037241549445","n.s.","0.257426298291588","n.s.","-0.524754782097278","*","0.646114282996492","**","0.0612547158081403","n.s.","-0.863890234833416","***","0.099169857873661","n.s.","0.886924803133148","***","0.781627837388132","***","-0.00332591346868086","n.s.","-0.588510969646841","**","-0.32653613046772","n.s."
"cut0","0.445441801437227",".","-0.111901764953405","n.s.","0.696187743302518","***","0.821838400150874","***","0.759298697797239","***","0.115899716858577","n.s.","0.807952082488236","***","0.573601824700289","*","0.214025210722514","n.s.","0.42666151951046",".","0.395624642142809",".","0.446569895573063",".","-0.71626850644737","***","-0.443352945856487",".","-0.756692795646166","***","-0.61873683765945","**","0.627046546969148","**","0.29575523898735","n.s.","0.275332264221705","n.s.","0.703598757634636","***","0.655475931654059","**","0.662180685341543","**","0.575722706293301","**","0.288012876602398","n.s.","-0.000636511958504926","n.s.","0.555406399412369","*","-0.408009518283468",".","0.576439603291964","**","0.551727634070326","*","0.738578647853297","***","0.752296993200831","***","-0.577139187742078","**","0.239351971731846","n.s.","0.757583982189098","***","0.764956123110454","***","0.538982528663589","*","0.522943742262765","*","0.154150884889568","n.s.","0.154150798475852","n.s.","0.292147810378367","n.s.","0.64866004508865","**","-0.258723018495575","n.s.","0.475827811609375","*","-0.759118736643028","***","0.554181420511911","*","0.773399109295201","***","-0.52603634383384","*","-0.587232422572366","**","0.730248025092713","***","1","***","0.853865807330412","***","-0.786582243663473","***","-0.0672393602522624","n.s.","0.58222401980575","**","-0.498567175962815","*","0.6016227689704","**","0.233171122505728","n.s.","-0.00320445288347942","n.s.","0.665659829937071","**","-0.0887962488470608","n.s.","-0.846847376437649","***","-0.816063745293575","***","-0.161824148795826","n.s.","-0.540286235357796","*","0.957539752516174","***","-0.0794996618180238","n.s.","0.626296258626648","**","0.705650813875345","***","-0.000609063948240565","n.s.","-0.747297452343448","***","-0.527326319604938","*","-0.743928803513256","***","-0.434877309082876",".","-0.144727534790192","n.s.","-0.109092085769209","n.s.","0.806435367726606","***","0.433321689014296",".","-0.823846801352428","***","-0.2685543233793","n.s.","0.15051354613413","n.s.","0.858548720469293","***","0.738083434375543","***","0.277198493265244","n.s.","0.373848247772083","n.s.","0.362468974918123","n.s.","-0.481913916814775","*","0.867913822754006","***","-0.350121610006642","n.s.","-0.805579835753955","***","-0.334604686784837","n.s.","0.889081264335009","***","0.581318932182085","**","0.110108977514614","n.s.","-0.913970556015981","***","-0.103950758221741","n.s."
"cut1","0.302880013781432","n.s.","-0.0993007400872142","n.s.","0.824418369453995","***","0.931088055530825","***","0.698495069337265","***","0.217341131059983","n.s.","0.802238205194022","***","0.749145677132112","***","0.442637905386376",".","0.443054294849628",".","0.584660359169026","**","0.471248229556189","*","-0.728062496873695","***","-0.577932803906157","**","-0.693084776991763","**","-0.610494500994817","**","0.877323102779884","***","0.523116766865469","*","0.504208866673586","*","0.826344765120071","***","0.812199397443683","***","0.636651801477666","**","0.515865094512111","*","0.62268337505275","**","0.253428293991269","n.s.","0.788110005982648","***","-0.61239896176662","**","0.80157274391707","***","0.781258374635086","***","0.910649868403265","***","0.892675358308744","***","-0.557351808199356","*","0.397138468602423",".","0.871569579286182","***","0.827927878376065","***","0.636993632799377","**","0.60762017290556","**","0.0987715995364154","n.s.","0.0987715266115316","n.s.","0.455152261351883",".","0.789347379133356","***","-0.388953336821913",".","0.317465485532213","n.s.","-0.920227092866594","***","0.352879197287939","n.s.","0.832194793058366","***","-0.744511438885132","***","-0.372198149758557","n.s.","0.813401269182441","***","0.853865807330412","***","1","***","-0.652530659887638","**","0.2004425266111","n.s.","0.587310439004667","**","-0.335251118122577","n.s.","0.742496377836021","***","-0.0358567912317409","n.s.","-0.304794833292856","n.s.","0.629341315908683","**","0.0979494864878323","n.s.","-0.878543704167527","***","-0.707379356797177","***","-0.221789019443697","n.s.","-0.334589770459582","n.s.","0.967669307755759","***","0.190456095615593","n.s.","0.744313778062463","***","0.696119691037418","***","-0.30215060913416","n.s.","-0.876973922232467","***","-0.705772660045461","**","-0.83806062922723","***","-0.630669300862758","**","-0.0055621385721919","n.s.","-0.225868650706651","n.s.","0.892550778338259","***","0.763825871534191","***","-0.890975895664917","***","-0.622956965602412","**","-0.203141477720367","n.s.","0.944399065734688","***","0.824631141902656","***","0.633617877571268","**","0.61751398970694","**","0.61615691470557","**","-0.281665893430888","n.s.","0.783157883769572","***","-0.255557297108617","n.s.","-0.730130667893922","***","-0.261604867319472","n.s.","0.954558866708084","***","0.804630711653267","***","-0.0366707172127335","n.s.","-0.674774317853662","**","-0.310828910503192","n.s."
"f","-0.475852739796751",".","0.123157080469886","n.s.","-0.462691800822663","*","-0.606385779015746","**","-0.3904146188345",".","0.35287513243017","n.s.","-0.539462654121302","*","-0.396905636501983",".","-0.0805772355975088","n.s.","-0.290225305901628","n.s.","-0.365227985918917","n.s.","-0.450370036497203",".","0.535461620979864","*","0.299813016403225","n.s.","0.704080169094391","***","0.645251881306036","**","-0.465541861657738","*","-0.127565099582613","n.s.","0.0823608627233864","n.s.","-0.534552818990898","*","-0.502101263810653","*","-0.366494181462683","n.s.","-0.340533248066515","n.s.","0.0358483645780569","n.s.","0.18549291226495","n.s.","-0.432433660162975",".","0.573243837124513","*","-0.55029992058876","*","-0.649930526364166","**","-0.527394202330524","*","-0.508365633804402","*","0.448924857013333",".","-0.238615640919512","n.s.","-0.619458703502711","**","-0.612230637957117","**","-0.5473772870919","*","-0.551916297833981","*","-0.313012830015426","n.s.","-0.313012690175203","n.s.","-0.0169883025339264","n.s.","-0.625745192638919","**","-0.0253168156939709","n.s.","-0.14221690793508","n.s.","0.651932813487756","**","-0.800896108414526","***","-0.750027005143822","***","0.280258884815299","n.s.","0.759947958309163","***","-0.479439904974303","*","-0.786582243663473","***","-0.652530659887638","**","1","***","0.295963005858993","n.s.","-0.751111079596537","***","0.530566699195314","*","-0.622996198416472","**","-0.672761496684534","**","-0.416026610011624",".","-0.265775535016682","n.s.","-0.0386483050264332","n.s.","0.65755243222744","**","0.86998764477126","***","-0.185775794904008","n.s.","0.874803055166254","***","-0.74260149194736","***","0.230072536859693","n.s.","-0.680879476086211","**","-0.399338738745029",".","-0.419275566820265",".","0.566463668385059","*","0.112497474815496","n.s.","0.361438827212797","n.s.","0.0302230623634067","n.s.","0.435322409901133","n.s.","-0.18857950729026","n.s.","-0.810535073541995","***","-0.0721958004613867","n.s.","0.84496654828229","***","-0.137498739172685","n.s.","-0.574979850213831","*","-0.692800849996028","**","-0.683090147188987","**","0.081846054484002","n.s.","-0.199105378727806","n.s.","-0.192468020093847","n.s.","0.518060632893583","*","-0.969418333163387","***","0.708856582731595","***","0.694865441506763","***","0.682045434878404","**","-0.762627476481398","***","-0.389475547762526",".","-0.0104980939498216","n.s.","0.87676676794437","***","-0.461185375104591","*"
"g","-0.20720747064798","n.s.","0.0144897511450395","n.s.","0.463378377093302","*","0.351874623526656","n.s.","0.373969593421784","n.s.","0.414479521251255",".","0.296307548205875","n.s.","0.371065983859435","n.s.","0.633372451085983","**","0.396518414588919",".","0.2817076493924","n.s.","0.0876950669743853","n.s.","-0.420491810137157",".","-0.47827234958557","*","-0.253125259918408","n.s.","-0.267493758165604","n.s.","0.459540139277381","*","0.534878597947757","*","0.658149825325876","**","0.160711026087177","n.s.","0.195263037844817","n.s.","0.212148776774077","n.s.","0.0776673518347807","n.s.","0.579170850458391","*","0.35911908941239","n.s.","0.307817770261929","n.s.","-0.258221772055633","n.s.","0.246584155485041","n.s.","0.268132557139132","n.s.","0.3626473340812","n.s.","0.38616236602257","n.s.","-0.435916534238303",".","0.0960058270622207","n.s.","0.386029386400872","n.s.","0.381646673696651","n.s.","-0.0428903647224817","n.s.","-0.0801630613893406","n.s.","-0.303828460029767","n.s.","-0.303828611389344","n.s.","0.382517482109215","n.s.","0.0269553733824979","n.s.","-0.366106129764879","n.s.","0.375055258313456","n.s.","-0.198246262063882","n.s.","-0.742356055635047","***","-0.0347269172270667","n.s.","-0.71631415762036","***","0.641466779601354","**","0.489904304729066","*","-0.0672393602522624","n.s.","0.2004425266111","n.s.","0.295963005858993","n.s.","1","***","-0.561605484065426","*","0.71656524483256","***","-0.0609813871251554","n.s.","-0.74497776673952","***","-0.900470962162992","***","0.089380802825053","n.s.","0.572070525352046","*","-0.378049767807235","n.s.","0.254105839002001","n.s.","-0.73797324345578","***","0.646990871239598","**","0.078442071985872","n.s.","0.97345298002304","***","-0.173131883809608","n.s.","-0.00366692005221157","n.s.","-0.899684541219242","***","-0.44135993515101",".","-0.684215415567138","**","-0.404179077059632",".","-0.73737967574586","***","0.759637950204908","**","-0.402210927450322",".","-0.0248087930874793","n.s.","0.546683285135991","*","0.0523303888448165","n.s.","-0.615694425335197","**","-0.638102771716256","**","0.227977041980149","n.s.","0.0657368749575598","n.s.","0.685473827289721","**","0.0223093564099045","n.s.","0.0255952710395407","n.s.","-0.188561913740549","n.s.","-0.175411848274981","n.s.","0.582265116124363","**","-0.268386196032946","n.s.","0.603775294601351","**","0.225966037214136","n.s.","0.354731253612497","n.s.","0.135195883716679","n.s.","0.287893536739771","n.s.","-0.410845437521857","."
"ind","0.260161777729351","n.s.","0.0691059273165404","n.s.","0.286984412890795","n.s.","0.445658571037395",".","0.104419166622893","n.s.","-0.181578816721353","n.s.","0.324229528555022","n.s.","0.350532970601436","n.s.","-0.101759840798061","n.s.","-0.0746994242352455","n.s.","0.261598392297407","n.s.","0.226162817637193","n.s.","-0.171107431018232","n.s.","-0.151159516565357","n.s.","-0.223575283300353","n.s.","-0.252970881041469","n.s.","0.391877094995911",".","-0.0784191093205288","n.s.","-0.127766305635497","n.s.","0.547571203863364","*","0.514224542054633","*","0.354411440285197","n.s.","0.399446752357034",".","0.0325116090033942","n.s.","-0.10416555704765","n.s.","0.427123904221178",".","-0.319594319250355","n.s.","0.477563671124384","*","0.443857396378728",".","0.432915517722143",".","0.318653360970206","n.s.","0.0595991010977656","n.s.","0.354367892061765","n.s.","0.34327690000329","n.s.","0.237911601876299","n.s.","0.57662487613321","**","0.561311418214336","*","0.261100881042571","n.s.","0.261100935508526","n.s.","-0.0650948957757876","n.s.","0.630193015250952","**","0.125091109228096","n.s.","-0.332787088875228","n.s.","-0.577376584719398","**","0.894045370369449","***","0.651400549274494","**","-0.0417523095207529","n.s.","-0.770971440004139","***","0.124871812880547","n.s.","0.58222401980575","**","0.587310439004667","**","-0.751111079596537","***","-0.561605484065426","*","1","***","-0.738625101755456","***","0.728254577467148","***","0.608659214532577","**","0.485076973745684","*","0.166367301672242","n.s.","-0.229135984695933","n.s.","-0.282351332514586","n.s.","-0.658040048436085","**","0.607620721696489","**","-0.82677799539358","***","0.607447408809432","**","-0.520983303432707","*","0.822530827819801","***","0.34116076811119","n.s.","0.486932853958585","*","-0.303711906934593","n.s.","0.0331001885512399","n.s.","-0.31434493831465","n.s.","0.13869441015555","n.s.","-0.789561552072553","***","0.302106601037352","n.s.","0.799874081144463","***","0.199813850690953","n.s.","-0.803059451519834","***","-0.0189059999591411","n.s.","0.34399886600852","n.s.","0.544136397903364","*","0.652551143574622","**","-0.0142603669497391","n.s.","0.609818540030733","**","0.610088959240265","**","0.103213627970114","n.s.","0.72573869474227","***","-0.835846241082236","***","-0.210834897487074","n.s.","-0.865206333352255","***","0.517493266940394","*","0.293917173201165","n.s.","-0.158156732055719","n.s.","-0.60445465964154","**","0.225530074651134","n.s."
"o","-0.190971284485271","n.s.","0.176174438427068","n.s.","-0.134319553360274","n.s.","-0.226971478576481","n.s.","-0.0660283826685717","n.s.","0.151534205850203","n.s.","-0.167553784894511","n.s.","-0.116011735649902","n.s.","0.185896974791206","n.s.","0.0571970995583199","n.s.","-0.088977861634605","n.s.","-0.097988941786211","n.s.","-0.0487754114271774","n.s.","-0.16240045231128","n.s.","0.074457217422679","n.s.","-0.0214416812561537","n.s.","-0.0902413103962152","n.s.","0.190507009012704","n.s.","0.188215645547169","n.s.","-0.390209136925127",".","-0.367837570248476","n.s.","-0.186512856073432","n.s.","-0.169647459744179","n.s.","0.14467729041717","n.s.","0.271617265127669","n.s.","-0.0484191736808057","n.s.","-0.0211716310953847","n.s.","-0.129113298800401","n.s.","-0.0992707684533835","n.s.","-0.211487888168672","n.s.","-0.078924721959108","n.s.","-0.101556651880839","n.s.","-0.250775523650818","n.s.","-0.158592740335447","n.s.","-0.0661207164512809","n.s.","-0.253183645891905","n.s.","-0.244418824108802","n.s.","-0.13052873297991","n.s.","-0.13052889521527","n.s.","0.105422005662564","n.s.","-0.2935573209881","n.s.","-0.0616372570716653","n.s.","0.212686484057907","n.s.","0.307669671635412","n.s.","-0.766514558545307","***","-0.496031310067411","*","-0.137270158327221","n.s.","0.821481865796723","***","-0.0528377412173816","n.s.","-0.498567175962815","*","-0.335251118122577","n.s.","0.530566699195314","*","0.71656524483256","***","-0.738625101755456","***","1","***","-0.480652490394213","*","-0.593949274315677","**","-0.575712214395983","**","-0.438447073176468",".","0.494623367168617","*","0.104273952854106","n.s.","0.539406613526732","*","-0.486141145764694","*","0.686400566593726","**","-0.427292998421796",".","0.72117834624692","***","-0.560027601580753","*","-0.52664647782442","*","-0.576502854653922","**","0.145758817056997","n.s.","-0.207980165195461","n.s.","0.0732090394813219","n.s.","-0.284635799158","n.s.","0.57815147936837","*","-0.179717414714017","n.s.","-0.452277494211608",".","0.0327875248642683","n.s.","0.464228119964199","*","-0.144611444406164","n.s.","-0.356257736668744","n.s.","-0.275447778870528","n.s.","-0.258255104013577","n.s.","0.246846500046138","n.s.","-0.355916729619299","n.s.","-0.345179202824731","n.s.","-0.10561789525876","n.s.","-0.520521301020392","*","0.600530365213166","**","0.13281659730113","n.s.","0.660214496198992","**","-0.288707739482629","n.s.","0.0205835251201143","n.s.","0.06577418633378","n.s.","0.548656647826405","*","-0.14061379815552","n.s."
"p","0.239846032128908","n.s.","0.183963867558981","n.s.","0.563486793179555","*","0.718885876249233","***","0.33602864259337","n.s.","0.183253533027325","n.s.","0.454069518733225",".","0.501832049671227","*","0.278105119581305","n.s.","0.228321064080807","n.s.","0.643226132295103","**","0.443308064711003",".","-0.286933444492564","n.s.","-0.257964392088242","n.s.","-0.230504474890135","n.s.","-0.19522428210105","n.s.","0.728030206474876","***","0.27257447119593","n.s.","0.30512296687845","n.s.","0.718899334732812","***","0.726871354828748","***","0.540481185458417","*","0.472777189922407","*","0.491267671846501","*","0.191790166720644","n.s.","0.641901469848145","**","-0.416383883327707",".","0.654597182205145","**","0.575185871240124","**","0.657116882039697","**","0.656596689958779","**","-0.0444771771618039","n.s.","0.295090638155294","n.s.","0.499524804277672","*","0.459686624222676","*","0.605795382925601","**","0.541673731629982","*","0.136339488134405","n.s.","0.136339672581008","n.s.","0.0551890820212037","n.s.","0.641137235865475","**","0.0627684373420264","n.s.","-0.103815389388011","n.s.","-0.683760617035839","**","0.531840930989518","*","0.778421396742511","***","-0.546804696471672","*","-0.658076473176032","**","0.459650664236519","*","0.6016227689704","**","0.742496377836021","***","-0.622996198416472","**","-0.0609813871251554","n.s.","0.728254577467148","***","-0.480652490394213","*","1","***","0.28371931592008","n.s.","-0.00791239856349725","n.s.","0.332978981545168","n.s.","0.164663278127572","n.s.","-0.515828985659002","*","-0.450885883716723",".","0.296134706074986","n.s.","-0.54566454818848","*","0.70280523513971","***","-0.00367618574993696","n.s.","0.988759826613295","***","0.48330941809841","*","-0.00471435880623461","n.s.","-0.653717589645765","**","-0.379290698058711","n.s.","-0.574352300063547","*","-0.300679551202091","n.s.","-0.567995666544513","*","0.12183806203715","n.s.","0.86433379992069","***","0.581407452818921","**","-0.85010951224149","***","-0.426811249418049",".","-0.0520039118289582","n.s.","0.767745115643378","***","0.794198937661688","***","0.364305799202778","n.s.","0.756468378559839","***","0.758623175332507","***","0.0481247830196988","n.s.","0.667367568650202","**","-0.568440802713508","*","-0.312263936878886","n.s.","-0.609743088629532","**","0.686054831778878","**","0.582077829350119","**","-0.0200337485206063","n.s.","-0.412589577569898",".","-0.0187181580020438","n.s."
"ph","0.327386560484814","n.s.","0.0768035005146517","n.s.","-0.184740907443947","n.s.","-0.0889572743650696","n.s.","-0.144914667767499","n.s.","-0.586110547715924","**","-0.105726650850437","n.s.","-0.177158526025304","n.s.","-0.313987257900598","n.s.","-0.087137845492721","n.s.","-0.0715181040303739","n.s.","0.101052890270118","n.s.","0.165018794947807","n.s.","0.298445648529211","n.s.","-0.0800989009926073","n.s.","-0.0635074174874711","n.s.","-0.170337693623071","n.s.","-0.463087493032","*","-0.633278614990271","**","0.0536234105139532","n.s.","0.0267697575024824","n.s.","-0.0718462312753524","n.s.","-0.0134279905938498","n.s.","-0.540450387634707","*","-0.441410556757088",".","-0.196601869187704","n.s.","-0.0710719065192978","n.s.","-0.0308944118147237","n.s.","0.0695832988547768","n.s.","-0.151343043837789","n.s.","-0.180644868822466","n.s.","0.111810708048322","n.s.","-0.0154395903791924","n.s.","-0.0662177068335935","n.s.","-0.0646744105444595","n.s.","0.169677567050927","n.s.","0.186944714297508","n.s.","0.268918700825344","n.s.","0.268918704446346","n.s.","-0.419326804425854",".","0.128352047774637","n.s.","0.431190989752546",".","-0.264492824484605","n.s.","-0.0273869964135179","n.s.","0.821074788875444","***","0.257305294811777","n.s.","0.39896645383299",".","-0.821111669708862","***","-0.23273518130694","n.s.","0.233171122505728","n.s.","-0.0358567912317409","n.s.","-0.672761496684534","**","-0.74497776673952","***","0.608659214532577","**","-0.593949274315677","**","0.28371931592008","n.s.","1","***","0.905772468996723","***","-0.184613542733947","n.s.","-0.15594207194429","n.s.","0.0481709062273531","n.s.","-0.448151733331403",".","0.632648826759076","**","-0.911232278253491","***","0.0931297614759658","n.s.","-0.649788006579507","**","0.368242709618","n.s.","-0.0485421142227045","n.s.","0.907736870557174","***","0.123321355593129","n.s.","0.643894180788022","**","0.376609771034251","n.s.","0.695082540915855","**","-0.714304340801684","**","0.566473950964703","*","0.297989505136559","n.s.","-0.55903943162315","*","-0.327877678858209","n.s.","0.710181317294552","***","0.896379357452945","***","0.0340835319507118","n.s.","0.145005205829646","n.s.","-0.661363564870583","**","-0.0952468370890574","n.s.","-0.102662421517757","n.s.","-0.172430869079085","n.s.","0.516996561377815","*","-0.782803759241398","***","-0.0836629782794945","n.s.","-0.792977126365841","***","0.0724670976395806","n.s.","-0.239958218918699","n.s.","0.00884462132033952","n.s.","-0.469600004981225","*","0.820181199635584","***"
