"","corr...38. R","corr...38. sig","massloss R","massloss sig","cellulase R","cellulase sig","chitinase R","chitinase sig","phosphatase R","phosphatase sig","protease R","protease sig","phenoloxydase R","phenoloxydase sig","peroxydase R","peroxydase sig","cellulase2phenolxydase R","cellulase2phenolxydase sig","cellulase2peroxydase R","cellulase2peroxydase sig","chitinase2phenoloxydase R","chitinase2phenoloxydase sig","chitinase2peroxydase R","chitinase2peroxydase sig","phosphatase2phenoloxydase R","phosphatase2phenoloxydase sig","phosphatase2peroxydase R","phosphatase2peroxydase sig","protase2phenoloxydase R","protase2phenoloxydase sig","protease2peroxydase R","protease2peroxydase sig","aa_conc R","aa_conc sig","g_prot_depoly R","g_prot_depoly sig","g_aa_immo R","g_aa_immo sig","g_n_min R","g_n_min sig","g_nh4_immo R","g_nh4_immo sig","g_nitrifi R","g_nitrifi sig","g_n03_immo R","g_n03_immo sig","g_p_min R","g_p_min sig","g_p_immo R","g_p_immo sig","g_glucan_depoly R","g_glucan_depoly sig","net_glucan_depoly R","net_glucan_depoly sig","g_glucose_consumption R","g_glucose_consumption sig","glucose_conc R","glucose_conc sig","C_mic R","C_mic sig","N_.mic R","N_.mic sig","P_mic R","P_mic sig","C.N_mic R","C.N_mic sig","C.Pmic R","C.Pmic sig","N.Pmic R","N.Pmic sig","total.PFLA.content R","total.PFLA.content sig","identified.PLFA.content R","identified.PLFA.content sig","approx..Fungal.Biomass R","approx..Fungal.Biomass sig","main.fungal.marker.18.2.9.12.c R","main.fungal.marker.18.2.9.12.c sig","Sum.of.gram.positiv.markers R","Sum.of.gram.positiv.markers sig","Sum.of.general.bacterial.markers.incl..gram. R","Sum.of.general.bacterial.markers.incl..gram. sig","ratioF.B.1 R","ratioF.B.1 sig","ratioF.B.2 R","ratioF.B.2 sig","ratioF.B.3 R","ratioF.B.3 sig","al R","al sig","ar R","ar sig","bf R","bf sig","c R","c sig","cp R","cp sig","cut0 R","cut0 sig","cut1 R","cut1 sig","f R","f sig","g R","g sig","ind R","ind sig","o R","o sig","p R","p sig","ph R","ph sig","Ph R","Ph sig","short R","short sig","sy R","sy sig","ter R","ter sig","unk R","unk sig","al.1 R","al.1 sig","C R","C sig","Cut R","Cut sig","L R","L sig","N R","N sig","non R","non sig","Ph.1 R","Ph.1 sig","unk.1 R","unk.1 sig","adf R","adf sig","cellulose R","cellulose sig","llignin_extr R","llignin_extr sig","starch R","starch sig","C_lit R","C_lit sig","N_lit R","N_lit sig","P_lit R","P_lit sig","C.N_lit R","C.N_lit sig","C.P_lit R","C.P_lit sig","N.P_lit R","N.P_lit sig","NH4.concentration R","NH4.concentration sig","NO3.concentration R","NO3.concentration sig","PO4.concentration R","PO4.concentration sig","DOC R","DOC sig","TN R","TN sig","DON R","DON sig","K.litter R","K.litter sig","CA.litter R","CA.litter sig","MG.litter R","MG.litter sig","FE.litter R","FE.litter sig","MN.litter R","MN.litter sig","ZN.litter R","ZN.litter sig","corr...60. R","corr...60. sig","recidx R","recidx sig","L_PH R","L_PH sig"
"g_aa_immo","0.415654940560012",".","0.555388935237953","*","0.422795110058285",".","0.403570831972921",".","0.376994943598346","n.s.","0.03363418813085","n.s.","0.551554030262504","*","0.511587997190133","*","-0.24416581816814","n.s.","-0.057835395555403","n.s.","-0.134595745730746","n.s.","0.00134390417110663","n.s.","-0.482020990036605","*","-0.270891380277161","n.s.","-0.490936176471078","*","-0.352300856061161","n.s.","0.64043812302989","**","0.47989395570447","*","1","***","0.475387319991627","*","0.487175733488144","*","0.473566017019977","*","0.463329127981606","*","0.274252143221427","n.s.","0.581627147733824","*","0.288753066074312","n.s.","-0.306814768648477","n.s.","0.34086610795515","n.s.","0.268441102688516","n.s.","0.484805915534928","*","0.424536006210033",".","0.201966898009429","n.s.","0.254763482046608","n.s.","0.399237764796625",".","0.376535331936267","n.s.","0.297723509340249","n.s.","0.309554470391852","n.s.","0.132209487202296","n.s.","0.132209335126987","n.s.","-0.0668966600794831","n.s.","0.355307307200792","n.s.","0.301597469595035","n.s.","-0.0941617969971389","n.s.","-0.372450041732134","n.s.","0.543885950509507","*","0.356482045485961","n.s.","-0.359391058613206","n.s.","-0.342692450085035","n.s.","0.227399979513701","n.s.","0.285656004836712","n.s.","0.349031633894091","n.s.","-0.402523651663231",".","0.187263229172216","n.s.","0.515486800298769","*","-0.13689727460376","n.s.","0.595867639512571","**","0.172203416203133","n.s.","-0.0479114614735344","n.s.","0.154551988108628","n.s.","0.175041769879781","n.s.","-0.286187114404206","n.s.","-0.388046257773004",".","0.612350786578013","**","-0.389820204004468",".","0.338128671348517","n.s.","0.188933095337699","n.s.","0.607393563968555","**","0.199491789926336","n.s.","-0.0460150982594788","n.s.","-0.484528580126703","*","-0.142978335310646","n.s.","-0.19020940374952","n.s.","-0.113555721452978","n.s.","-0.456805587459644",".","0.275513551584493","n.s.","0.496713491692976","*","0.248822802846054","n.s.","-0.473893727167236","*","-0.158824694824238","n.s.","-0.00998990289744813","n.s.","0.589897311891659","**","0.370474788020878","n.s.","0.0552488938858049","n.s.","0.508150268654345","*","0.427106680818517",".","-0.647906745006752","**","0.433500626016549",".","-0.440153562458298",".","-0.198844104232684","n.s.","-0.445577690673973","*","0.379729529323404",".","0.524279670597755","*","0.504875004964008","*","-0.326931396726507","n.s.","0.263694903502066","n.s."
"g_n_min","0.826997215862914","***","0.295338840320438","n.s.","0.852778963937564","***","0.861697752752175","***","0.586882307374948","**","-0.0296920792265534","n.s.","0.851339800964644","***","0.866643768896287","***","0.229283715018369","n.s.","0.355082499718275","n.s.","0.422897904062093",".","0.506260224971443","*","-0.642770213478743","**","-0.729144687327344","***","-0.729059713866287","***","-0.835260157159828","***","0.888918900557338","***","0.523359844778873","*","0.475387319991627","*","1","***","0.993651816777","***","0.886068789184269","***","0.867144441933286","***","0.783139645576255","***","0.611227944979915","**","0.583311447259213","**","-0.635662495357187","**","0.670555580010508","**","0.622821644586399","**","0.488833329339557","*","0.185970246313896","n.s.","-0.187005296689222","n.s.","0.592925110260934","**","0.650827863485638","**","0.568976910784768","*","0.177746779580875","n.s.","0.19173458881553","n.s.","-0.321659037556611","n.s.","-0.321659300424852","n.s.","-0.145586274826292","n.s.","0.318868445500763","n.s.","-0.0677173624403403","n.s.","6.80693502371078e-05","n.s.","-0.732787970995867","***","0.832553244667875","***","0.810618325609706","***","-0.741812283747617","***","-0.742185759218552","***","0.696783746893901","***","0.805038559949716","***","0.82487006694007","***","-0.806517982185779","***","0.407437920733572",".","0.659469246677385","**","-0.430824384564726",".","0.744138021348935","***","0.264651349864441","n.s.","-0.187323238305304","n.s.","0.398462175854228",".","0.440623149235014",".","-0.807052307510986","***","-0.644900457376901","**","0.583077988570858","**","-0.730289884033232","***","0.858511704185941","***","0.43479376035174",".","0.761158618483581","***","0.498455061266604","*","-0.183500596548353","n.s.","-0.903142151403907","***","-0.234415093889464","n.s.","-0.334623386798641","n.s.","-0.172465843324484","n.s.","-0.246908514273757","n.s.","0.0454708108230221","n.s.","0.91480106287833","***","0.313861611329718","n.s.","-0.926960785312664","***","-0.156000351187121","n.s.","0.161359703146961","n.s.","0.948010953016118","***","0.611180226035239","**","0.251744130581525","n.s.","0.920768911654459","***","0.855268271450118","***","-0.916072674520194","***","0.718951298027742","***","-0.502547097867214","*","-0.596382970288495","**","-0.46420674704549","*","0.718089768314134","***","0.470963537643659","*","0.209636355476978","n.s.","-0.718769281944196","***","0.385187665731485","n.s."
"g_nh4_immo","0.821613129847192","***","0.282706109330116","n.s.","0.853572350069915","***","0.862500923652377","***","0.600262987960522","**","-0.0174491226306664","n.s.","0.862933476566697","***","0.869565122523737","***","0.212148842861058","n.s.","0.361219008112064","n.s.","0.411727094168811",".","0.511121814330217","*","-0.673813202860435","**","-0.720287663396589","***","-0.759425702657374","***","-0.835677589572097","***","0.875985985611802","***","0.542158234453729","*","0.487175733488144","*","0.993651816777","***","1","***","0.881211125730877","***","0.869527871727752","***","0.789226332259294","***","0.602555905454052","*","0.588497700536249","**","-0.642139641800477","**","0.686478243805996","**","0.629285785508583","**","0.475998236266311","*","0.175575375128223","n.s.","-0.206435816257992","n.s.","0.591006674889908","**","0.66846679706714","**","0.596609081046814","**","0.163267963732723","n.s.","0.176537368008118","n.s.","-0.327803540856005","n.s.","-0.32780376329747","n.s.","-0.154637584075926","n.s.","0.3037740232142","n.s.","-0.0497101635564061","n.s.","0.00387810418053934","n.s.","-0.720087626057382","***","0.809732549256463","***","0.790412609215816","***","-0.759123055681331","***","-0.720008070040117","***","0.696137409813455","***","0.797616017404132","***","0.836614967330626","***","-0.79076431379491","***","0.447229169020762",".","0.624102828196658","**","-0.439952826782476",".","0.723910670848478","***","0.22916111336321","n.s.","-0.229239473784379","n.s.","0.364048135217371","n.s.","0.482391296717734","*","-0.815469089398575","***","-0.615983938761253","**","0.560958293700007","*","-0.711273598383465","***","0.861946616709613","***","0.47671593854133","*","0.736756789049201","***","0.459150347740409","*","-0.225419003656976","n.s.","-0.897878835551195","***","-0.241284387687976","n.s.","-0.337967142075035","n.s.","-0.180607124636071","n.s.","-0.258520666243563","n.s.","-0.00301135103344308","n.s.","0.901974396080053","***","0.347386595062823","n.s.","-0.916137014928226","***","-0.193226983164374","n.s.","0.121222672758368","n.s.","0.944027321347324","***","0.599702439764462","**","0.28593807127588","n.s.","0.918675281700343","***","0.844291908812041","***","-0.914238580258328","***","0.717596438382856","***","-0.474012254904637","*","-0.621544850615642","**","-0.430685022480081",".","0.742391894580905","***","0.505220852206671","*","0.176916664752881","n.s.","-0.702204469433079","***","0.372248287918955","n.s."
"g_nitrifi","0.78673514670189","***","0.60195841587725","**","0.934256723680323","***","0.906510709560751","***","0.649366316416314","**","0.269926419121208","n.s.","0.920311917153366","***","0.924279763149255","***","0.259741117400423","n.s.","0.458388147904271","*","0.365248464421563","n.s.","0.496153812084388","*","-0.733631665950099","***","-0.803851871071842","***","-0.70970482066704","***","-0.815266454145098","***","0.837423562176883","***","0.683353615233293","**","0.473566017019977","*","0.886068789184269","***","0.881211125730877","***","1","***","0.980134816514616","***","0.716314813474463","**","0.403338774948557","n.s.","0.36171687446011","n.s.","-0.485021110310102","*","0.462036769651072","*","0.440131785620656",".","0.646323915123539","**","0.311925116955964","n.s.","-0.116139370985695","n.s.","0.729529322719781","***","0.723514106068034","***","0.576670496800367","**","0.313159802258497","n.s.","0.318087512872761","n.s.","0.090702816258478","n.s.","0.0907027310726374","n.s.","-0.0459504149667731","n.s.","0.391318299104532","n.s.","0.152940429744135","n.s.","0.0512387005893647","n.s.","-0.626765345976737","**","0.741803692063013","***","0.653337686225034","**","-0.722062852017925","***","-0.599773816789727","**","0.697674603070016","***","0.776389304694679","***","0.855157766190486","***","-0.794947353165542","***","0.552749930223169","*","0.637397605061565","**","-0.275203109853423","n.s.","0.596140361828996","**","0.0657462223007218","n.s.","-0.350910055236289","n.s.","0.262501293668669","n.s.","0.55103039330103","*","-0.846240761310849","***","-0.579884744342777","**","0.498328644582408","*","-0.689647500154434","**","0.862944417329612","***","0.571212033192334","*","0.634232509439504","**","0.281707042130771","n.s.","-0.347721055116302","n.s.","-0.824275629372642","***","-0.444772403298491",".","-0.468918529218176","*","-0.410250068457829",".","-0.232723494739668","n.s.","-0.127488836273823","n.s.","0.826074535100471","***","0.439544282965672",".","-0.8621598923854","***","-0.300396505611288","n.s.","-0.0251378685279727","n.s.","0.916022480403631","***","0.691704687352319","**","0.416667570162681",".","0.925738502193338","***","0.86881429747189","***","-0.909839895467647","***","0.699955934056064","***","-0.438405037574443",".","-0.596435447520032","**","-0.394527959674454",".","0.751228945336504","***","0.465793622433333","*","0.405102871757601",".","-0.677689526970451","**","0.385223474074788","n.s."
"g_n03_immo","0.72781200484149","***","0.548874757487523","*","0.927186361731893","***","0.865433819543502","***","0.649735869533011","**","0.254516677714681","n.s.","0.910198736521937","***","0.903396199469873","***","0.263823287279152","n.s.","0.487793753611409","*","0.329330897654503","n.s.","0.477367473874038","*","-0.704737210327688","***","-0.763441999703659","***","-0.698482822693662","***","-0.797395925757163","***","0.824749500156995","***","0.72439188259601","***","0.463329127981606","*","0.867144441933286","***","0.869527871727752","***","0.980134816514616","***","1","***","0.655971760125606","**","0.37189328420472","n.s.","0.330745858956648","n.s.","-0.459083821496368",".","0.434930907029662",".","0.446652299075662",".","0.626080838188531","**","0.283409971715172","n.s.","-0.138863828587238","n.s.","0.741120894830119","***","0.749186710734884","***","0.605377813969078","**","0.304879462062411","n.s.","0.310168759965612","n.s.","0.119315187451713","n.s.","0.119315135705888","n.s.","-0.0494928444444696","n.s.","0.377873675449751","n.s.","0.190933136241299","n.s.","0.0183438887655506","n.s.","-0.6124715376309","**","0.722970647954674","***","0.64978960304845","**","-0.726244631771174","***","-0.570875376264577","*","0.735348682603264","***","0.74573505439618","***","0.830979542417804","***","-0.787170954524443","***","0.570695329269112","*","0.590522311063214","**","-0.231523373924694","n.s.","0.579047423970474","**","0.0474922224601937","n.s.","-0.345912377444008","n.s.","0.263008910505543","n.s.","0.523031220926636","*","-0.825172921231647","***","-0.578575157136105","**","0.473624477832554","*","-0.66097214495964","**","0.834551968163315","***","0.571440452833257","*","0.610251359876607","**","0.28374424868017","n.s.","-0.342921757036213","n.s.","-0.828881561916693","***","-0.441580467930937",".","-0.449220512574549",".","-0.414900744651539",".","-0.17384272787824","n.s.","-0.123377652818707","n.s.","0.792151464759946","***","0.414947895494271",".","-0.833888123631376","***","-0.273936867946418","n.s.","-0.00628456022550349","n.s.","0.90973926191172","***","0.708495940020625","***","0.37829302929658","n.s.","0.901009866490202","***","0.871898652855261","***","-0.904431019544465","***","0.71454740375867","***","-0.466379306243931","*","-0.607905762702859","**","-0.418641056536838",".","0.755581051557845","***","0.511017385522368","*","0.405859716204181",".","-0.668958206611627","**","0.396762177351623","."
"g_p_min","0.636517383402838","**","0.427422309813154",".","0.68310654948872","**","0.719889787111714","***","0.265210573864486","n.s.","0.132915599501409","n.s.","0.76681159295278","***","0.780659984136575","***","0.0252800991384254","n.s.","0.0831213652188442","n.s.","0.149282352610717","n.s.","0.196245851804913","n.s.","-0.627455679071217","**","-0.695432193822202","**","-0.539996117429829","*","-0.61653162202855","**","0.520167863865696","*","0.449471776827536",".","0.274252143221427","n.s.","0.783139645576255","***","0.789226332259294","***","0.716314813474463","**","0.655971760125606","**","1","***","0.538842605240307","*","0.380742063418839","n.s.","-0.481409764479091",".","0.442567546484941",".","0.310947115037284","n.s.","0.716835162485745","***","0.558539976187938","*","0.153812908492822","n.s.","0.519140116004931","*","0.479492699519361","*","0.351479216779131","n.s.","0.098139742560776","n.s.","0.109283487102141","n.s.","-0.0445609231410446","n.s.","-0.0445610947539122","n.s.","-0.261167772122472","n.s.","0.157603848979286","n.s.","0.261471187202464","n.s.","0.19246753579235","n.s.","-0.329657111226753","n.s.","0.482199197642397","*","0.52578653292147","*","-0.792623597541443","***","-0.409902197429002",".","0.480387945338058","*","0.538283510047019","*","0.778406759430328","***","-0.463840967709803",".","0.593427713542117","**","0.402886761099439",".","-0.385041739189568","n.s.","0.678801578936318","**","-0.207554079884043","n.s.","-0.591911823573239","**","-0.0430576512368661","n.s.","0.655823956005944","**","-0.627681415319736","**","-0.186239612429054","n.s.","0.47453180035699","*","-0.409536554120381",".","0.704888872457452","**","0.638251592619936","**","0.639200504698","**","0.0154235134689504","n.s.","-0.589507478341138","*","-0.67098236810772","**","-0.579303783097357","*","-0.637873912786401","**","-0.517538471521628","*","-0.0351060464372476","n.s.","-0.13691184067581","n.s.","0.780835701942628","***","0.801281755516544","***","-0.766375293347772","***","-0.738557430036315","***","-0.46877125950501","*","0.687249948176477","**","0.213691883325157","n.s.","0.661877472234339","**","0.70699147449197","**","0.517723110833894","*","-0.684238046382236","**","0.483630612604914","*","-0.230101170474124","n.s.","-0.399355539203701","n.s.","-0.259661746266813","n.s.","0.67809374457972","**","0.452975745811905",".","0.00210142226515361","n.s.","-0.286348656687415","n.s.","0.0820119949571015","n.s."
"g_p_immo","0.419062880612672",".","0.403318649673097",".","0.235360246134886","n.s.","0.323207647945738","n.s.","0.167885597131707","n.s.","-0.264080501646183","n.s.","0.381133411352481","n.s.","0.34205316350392","n.s.","-0.268828402853046","n.s.","-0.127976036178549","n.s.","-0.137083976362625","n.s.","-0.0142511188537639","n.s.","-0.260884073797508","n.s.","-0.107340669400496","n.s.","-0.284514112754365","n.s.","-0.178667193478527","n.s.","0.500956013695696","*","0.348954574781546","n.s.","0.581627147733824","*","0.611227944979915","**","0.602555905454052","*","0.403338774948557","n.s.","0.37189328420472","n.s.","0.538842605240307","*","1","***","0.562732330432307","*","-0.643692581044955","**","0.575962229897933","*","0.541832086572712","*","0.405269660870388",".","0.530057405833316","*","0.400666538026424",".","0.0024793138940681","n.s.","0.0834388252113082","n.s.","0.0934703752138559","n.s.","0.177015076565649","n.s.","0.196252929619018","n.s.","0.0213024822987369","n.s.","0.0213021342936131","n.s.","-0.322968717637963","n.s.","0.221783043706378","n.s.","0.38381300765359","n.s.","-0.167767004517346","n.s.","-0.192471964905186","n.s.","0.585630537237172","*","0.375971843273747","n.s.","-0.321767692190973","n.s.","-0.458272593092605",".","0.087566666445893","n.s.","0.180094780424758","n.s.","0.254065098483157","n.s.","-0.385546465602049","n.s.","0.0258724262742546","n.s.","0.590208889537716","**","0.0637578392427822","n.s.","0.72877720837238","***","0.329437303368632","n.s.","0.114400080214898","n.s.","0.065957362237804","n.s.","0.059472078255994","n.s.","-0.139872510007004","n.s.","-0.30241475533313","n.s.","0.728417762882615","***","-0.454747750818507",".","0.232078535345676","n.s.","0.0401807259101982","n.s.","0.718473479055077","***","0.162049336061765","n.s.","0.116449499589787","n.s.","-0.414869940936239",".","0.108290025334662","n.s.","-0.0180576451354888","n.s.","0.160171859297408","n.s.","-0.360830897507398","n.s.","0.406120484310317",".","0.577570171079414","*","0.347288332726759","n.s.","-0.533751487930715","*","-0.20735652867606","n.s.","0.00353258292425552","n.s.","0.40775212286195",".","0.247790785752455","n.s.","-0.0797646414206742","n.s.","0.353189112381421","n.s.","0.252175665950267","n.s.","-0.479953183252614","*","0.555195353327513","*","-0.57869513339152","*","-0.214116059467452","n.s.","-0.68649618871341","**","0.448386961907312",".","0.361967477731617","n.s.","0.392355460376339","n.s.","-0.225086557033973","n.s.","0.37758248122774","n.s."
"g_glucan_depoly","0.259821880596767","n.s.","0.249079257498516","n.s.","0.268342739624699","n.s.","0.235337464974615","n.s.","0.120669083971392","n.s.","-0.404000422932654",".","0.286445322441631","n.s.","0.187174561266561","n.s.","0.112403678083683","n.s.","0.293018480884432","n.s.","0.0836128911541302","n.s.","0.206561393450614","n.s.","-0.188595719775384","n.s.","-0.105448285962997","n.s.","-0.295723793095197","n.s.","-0.248780942211197","n.s.","0.403978445033298",".","-0.0953541875912199","n.s.","0.288753066074312","n.s.","0.583311447259213","**","0.588497700536249","**","0.36171687446011","n.s.","0.330745858956648","n.s.","0.380742063418839","n.s.","0.562732330432307","*","1","***","-0.636124756805717","**","0.936385437290189","***","0.655739795885157","**","-0.00961230752527267","n.s.","0.0174798202788698","n.s.","-0.124229796343264","n.s.","-0.0372733184168446","n.s.","0.164048104475065","n.s.","0.332175044771366","n.s.","0.430492225625141",".","0.441600259427911",".","0.0862336245572988","n.s.","0.0862331428709282","n.s.","0.0535523445557137","n.s.","0.508158080566889","*","-0.0149312825253045","n.s.","0.126735203073428","n.s.","-0.414684945201879",".","0.446111615741373","*","0.274951977309141","n.s.","-0.28776697313398","n.s.","-0.323710118793653","n.s.","0.215142848567588","n.s.","0.240043642817456","n.s.","0.285953502525726","n.s.","-0.356944127688564","n.s.","0.140450541182756","n.s.","0.331008746417728","n.s.","-0.047512677197877","n.s.","0.335288931764886","n.s.","0.211756662903151","n.s.","-0.036900245033118","n.s.","0.0517740721244884","n.s.","0.187732029822709","n.s.","-0.336584317191705","n.s.","-0.184458514529122","n.s.","0.329724618074543","n.s.","-0.343435004404604","n.s.","0.279781643984935","n.s.","0.164367662962034","n.s.","0.350367515351275","n.s.","0.100296685469917","n.s.","-0.0347351270199201","n.s.","-0.302173524564605","n.s.","0.18058216564315","n.s.","0.0835482283747628","n.s.","0.216238609451974","n.s.","-0.32014424558302","n.s.","-0.00620109287701162","n.s.","0.406178523093853",".","0.203315292978369","n.s.","-0.3965307903025",".","-0.106406570258781","n.s.","0.0381600282908438","n.s.","0.346827970594818","n.s.","0.312010705591809","n.s.","0.192981496279696","n.s.","0.410960576006994",".","0.319817428515485","n.s.","-0.365446709506118","n.s.","0.421983240405454",".","-0.177622162154153","n.s.","-0.347377488283752","n.s.","-0.228070074586392","n.s.","0.410297910380602",".","0.290846350188914","n.s.","0.174268987239703","n.s.","-0.286386580587627","n.s.","0.23976965685829","n.s."
"net_glucan_depoly","-0.5262003657803","*","-0.253172627076415","n.s.","-0.383370403350849","n.s.","-0.42482252372817",".","-0.27728070150942","n.s.","0.191022800346657","n.s.","-0.49400218258534","*","-0.347653255455637","n.s.","0.176410377083908","n.s.","-0.131817241905753","n.s.","0.0018967011405749","n.s.","-0.280500578608806","n.s.","0.52784952664968","*","0.276874805725152","n.s.","0.593836531885288","**","0.396448015054478",".","-0.53174696954457","*","-0.268681528706839","n.s.","-0.306814768648477","n.s.","-0.635662495357187","**","-0.642139641800477","**","-0.485021110310102","*","-0.459083821496368",".","-0.481409764479091",".","-0.643692581044955","**","-0.636124756805717","**","1","***","-0.845773220253978","***","-0.91299909366311","***","-0.106121252745512","n.s.","-0.0646143947891809","n.s.","0.0569611145884939","n.s.","-0.152154115517814","n.s.","-0.228954963592328","n.s.","-0.239458123086854","n.s.","-0.220381306976247","n.s.","-0.233085504856257","n.s.","0.0763497398039749","n.s.","0.0763497670247444","n.s.","0.171151984204586","n.s.","-0.31884059786017","n.s.","-0.112497892388822","n.s.","-0.0109503496991722","n.s.","0.483923548799827","*","-0.630158525882405","**","-0.558435063965916","*","0.155317549747786","n.s.","0.504218073492092","*","-0.154443217123137","n.s.","-0.269049847863293","n.s.","-0.322647006530466","n.s.","0.588569217012979","**","0.0650818274698157","n.s.","-0.664230580316449","**","-0.0128105928775485","n.s.","-0.452085648191314",".","-0.495870685980716","*","-0.272851091016986","n.s.","-0.138675457100267","n.s.","-0.00170330251513035","n.s.","0.317213469257804","n.s.","0.515519904216217","*","-0.581226262943968","**","0.628589164439369","**","-0.316462778574274","n.s.","0.0407390125359863","n.s.","-0.518015316538925","*","-0.281558320009208","n.s.","-0.27522138677097","n.s.","0.37528532721232","n.s.","-0.270638762014647","n.s.","-0.193018042834351","n.s.","-0.29276948146602","n.s.","0.39431650954169","n.s.","-0.376164774401077","n.s.","-0.53480559818453","*","0.0193027228395416","n.s.","0.520743157185142","*","-0.160400793389744","n.s.","-0.341692180837501","n.s.","-0.458581230066271","*","-0.301658418957934","n.s.","0.0592073736735586","n.s.","-0.480352266676465","*","-0.489074911834882","*","0.407050797800441",".","-0.529447394559888","*","0.524327920882577","*","0.278573335745226","n.s.","0.532636535088257","*","-0.354322384586932","n.s.","-0.148283222558367","n.s.","-0.34064377103661","n.s.","0.418259772750756",".","-0.507925675371681","*"
"g_glucose_consumption","0.428200791996546",".","0.258075777553554","n.s.","0.372336802217099","n.s.","0.367602933438253","n.s.","0.242325856950963","n.s.","-0.34596755145567","n.s.","0.427562452160052",".","0.300732381186496","n.s.","0.0199915325203839","n.s.","0.285106770344197","n.s.","0.0879481365619013","n.s.","0.293610513213801","n.s.","-0.389360627799107",".","-0.220560103210695","n.s.","-0.493139039451581","*","-0.383003607444102",".","0.517846192261592","*","0.0729364425880566","n.s.","0.34086610795515","n.s.","0.670555580010508","**","0.686478243805996","**","0.462036769651072","*","0.434930907029662",".","0.442567546484941",".","0.575962229897933","*","0.936385437290189","***","-0.845773220253978","***","1","***","0.841823242228405","***","0.0267400917641223","n.s.","0.0124918604333199","n.s.","-0.161083747055352","n.s.","0.056794077397449","n.s.","0.243228886371188","n.s.","0.371860760094992","n.s.","0.382834882027609","n.s.","0.395075392842781",".","0.0173954099546709","n.s.","0.0173951228651557","n.s.","-0.0271731682892655","n.s.","0.481138021447596","*","0.0244734814702995","n.s.","0.0906537906515697","n.s.","-0.509703191420971","*","0.566898709440819","**","0.439120533901921",".","-0.291763476880704","n.s.","-0.441027832728623",".","0.244364947399343","n.s.","0.322043070295095","n.s.","0.362905149957565","n.s.","-0.509143346006713","*","0.113541430899863","n.s.","0.474602179290019","*","-0.0670327961956124","n.s.","0.401609092430257",".","0.332071720053784","n.s.","0.0496605730527615","n.s.","0.07914590796091","n.s.","0.174757961059949","n.s.","-0.402329578415533",".","-0.349953190876035","n.s.","0.434427158954732",".","-0.511431767583462","*","0.363063082737353","n.s.","0.142108605793047","n.s.","0.436063375676351",".","0.176227995975594","n.s.","0.0522411090087857","n.s.","-0.384303564203587",".","0.215179119040716","n.s.","0.126540810033932","n.s.","0.245125574844361","n.s.","-0.38570934669169","n.s.","0.0939968091413412","n.s.","0.501504680319221","*","0.157451641002448","n.s.","-0.492868204466969","*","-0.0281687014630511","n.s.","0.149319780545888","n.s.","0.454403253906041","*","0.376121440333077","n.s.","0.141068436019754","n.s.","0.510330684196861","*","0.454129780968297","*","-0.445422853695631","*","0.532175870163869","*","-0.31145945147875","n.s.","-0.406349136189727",".","-0.338634727397068","n.s.","0.470792465341547","*","0.293932766071579","n.s.","0.229664895581955","n.s.","-0.398494987815158",".","0.38403021926389","."
"glucose_conc","0.51611457736279","*","0.0421100069333826","n.s.","0.380755317179758",".","0.409887980996819",".","0.437975338717016",".","-0.246604123558349","n.s.","0.387064807134683",".","0.273435587747538","n.s.","0.106134276106722","n.s.","0.390197784136129",".","0.250987710084232","n.s.","0.484407454281461","*","-0.380096667792258",".","-0.208708177682443","n.s.","-0.559864781925906","*","-0.439473040062659",".","0.633309271951736","**","0.265436832450919","n.s.","0.268441102688516","n.s.","0.622821644586399","**","0.629285785508583","**","0.440131785620656",".","0.446652299075662",".","0.310947115037284","n.s.","0.541832086572712","*","0.655739795885157","**","-0.91299909366311","***","0.841823242228405","***","1","***","-0.115957102442988","n.s.","-0.22004659010714","n.s.","-0.34433422853639","n.s.","0.160397782434703","n.s.","0.276420293913025","n.s.","0.334537180704092","n.s.","0.284946659728157","n.s.","0.294672693870643","n.s.","-0.0518416163013846","n.s.","-0.0518415469241654","n.s.","-0.0547276064130185","n.s.","0.393701218245271",".","-0.0133738366804054","n.s.","-0.101365945370648","n.s.","-0.635563199882885","**","0.642894366839591","**","0.606633122188512","**","-0.198122928229927","n.s.","-0.552663175502714","*","0.324566016704699","n.s.","0.411021054510992",".","0.272115866773945","n.s.","-0.707217123094455","***","0.0157907252119255","n.s.","0.531099643702009","*","0.0620616826278569","n.s.","0.319763028136607","n.s.","0.558888235651021","*","0.314660554509002","n.s.","0.244193019479301","n.s.","-0.00721366154347053","n.s.","-0.410925535919694",".","-0.646659818698203","**","0.396844941427509",".","-0.701409272764429","***","0.350084343396516","n.s.","0.00710868895968805","n.s.","0.379348137161739",".","0.381720408934626",".","0.317252747748425","n.s.","-0.459574746772637","*","0.378429567401822",".","0.300405901300075","n.s.","0.394910560345251",".","-0.394144166474095","n.s.","0.256295689448708","n.s.","0.424270268509668",".","-0.166375326512835","n.s.","-0.44011210315675",".","0.345006974040662","n.s.","0.517738255321904","*","0.463419162389205","*","0.484904367479285","*","-0.21504459905252","n.s.","0.491387140031683","*","0.598662834907519","**","-0.397092844280476",".","0.672838246332496","**","-0.517506768143602","*","-0.53427325059467","*","-0.478244039821139","*","0.461958865155639","*","0.207873104534947","n.s.","0.367047485204817","n.s.","-0.618081739615076","**","0.695628414030527","***"
