"","corr...38. R","corr...38. sig","massloss R","massloss sig","cellulase R","cellulase sig","chitinase R","chitinase sig","phosphatase R","phosphatase sig","protease R","protease sig","phenoloxydase R","phenoloxydase sig","peroxydase R","peroxydase sig","cellulase2phenolxydase R","cellulase2phenolxydase sig","cellulase2peroxydase R","cellulase2peroxydase sig","chitinase2phenoloxydase R","chitinase2phenoloxydase sig","chitinase2peroxydase R","chitinase2peroxydase sig","phosphatase2phenoloxydase R","phosphatase2phenoloxydase sig","phosphatase2peroxydase R","phosphatase2peroxydase sig","protase2phenoloxydase R","protase2phenoloxydase sig","protease2peroxydase R","protease2peroxydase sig","aa_conc R","aa_conc sig","g_prot_depoly R","g_prot_depoly sig","g_aa_immo R","g_aa_immo sig","g_n_min R","g_n_min sig","g_nh4_immo R","g_nh4_immo sig","g_nitrifi R","g_nitrifi sig","g_n03_immo R","g_n03_immo sig","g_p_min R","g_p_min sig","g_p_immo R","g_p_immo sig","g_glucan_depoly R","g_glucan_depoly sig","net_glucan_depoly R","net_glucan_depoly sig","g_glucose_consumption R","g_glucose_consumption sig","glucose_conc R","glucose_conc sig","C_mic R","C_mic sig","N_.mic R","N_.mic sig","P_mic R","P_mic sig","C.N_mic R","C.N_mic sig","C.Pmic R","C.Pmic sig","N.Pmic R","N.Pmic sig","total.PFLA.content R","total.PFLA.content sig","identified.PLFA.content R","identified.PLFA.content sig","approx..Fungal.Biomass R","approx..Fungal.Biomass sig","main.fungal.marker.18.2.9.12.c R","main.fungal.marker.18.2.9.12.c sig","Sum.of.gram.positiv.markers R","Sum.of.gram.positiv.markers sig","Sum.of.general.bacterial.markers.incl..gram. R","Sum.of.general.bacterial.markers.incl..gram. sig","ratioF.B.1 R","ratioF.B.1 sig","ratioF.B.2 R","ratioF.B.2 sig","ratioF.B.3 R","ratioF.B.3 sig","al R","al sig","ar R","ar sig","bf R","bf sig","c R","c sig","cp R","cp sig","cut0 R","cut0 sig","cut1 R","cut1 sig","f R","f sig","g R","g sig","ind R","ind sig","o R","o sig","p R","p sig","ph R","ph sig","Ph R","Ph sig","short R","short sig","sy R","sy sig","ter R","ter sig","unk R","unk sig","al.1 R","al.1 sig","C R","C sig","Cut R","Cut sig","L R","L sig","N R","N sig","non R","non sig","Ph.1 R","Ph.1 sig","unk.1 R","unk.1 sig","adf R","adf sig","cellulose R","cellulose sig","llignin_extr R","llignin_extr sig","starch R","starch sig","C_lit R","C_lit sig","N_lit R","N_lit sig","P_lit R","P_lit sig","C.N_lit R","C.N_lit sig","C.P_lit R","C.P_lit sig","N.P_lit R","N.P_lit sig","NH4.concentration R","NH4.concentration sig","NO3.concentration R","NO3.concentration sig","PO4.concentration R","PO4.concentration sig","DOC R","DOC sig","TN R","TN sig","DON R","DON sig","K.litter R","K.litter sig","CA.litter R","CA.litter sig","MG.litter R","MG.litter sig","FE.litter R","FE.litter sig","MN.litter R","MN.litter sig","ZN.litter R","ZN.litter sig","corr...60. R","corr...60. sig","recidx R","recidx sig","L_PH R","L_PH sig"
"cp","0.613710336523477","**","0.0335530230672047","n.s.","0.824271788092178","***","0.767927159594497","***","0.699212889950716","***","0.113796093448365","n.s.","0.643106686035847","**","0.720874897799897","***","0.656681821589407","**","0.704645653940866","***","0.69189761429516","***","0.660072365597543","**","-0.45476736173301","*","-0.675949179609002","**","-0.605775886153528","**","-0.81251997025313","***","0.701875814473757","***","0.414966706415634",".","0.227399979513701","n.s.","0.696783746893901","***","0.696137409813455","***","0.697674603070016","***","0.735348682603264","***","0.480387945338058","*","0.087566666445893","n.s.","0.215142848567588","n.s.","-0.154443217123137","n.s.","0.244364947399343","n.s.","0.324566016704699","n.s.","0.340795305520562","n.s.","-0.0948923837010738","n.s.","-0.523808352624111","*","0.786335394110221","***","0.811518875085078","***","0.719220238612169","***","0.286989321522954","n.s.","0.288486192089829","n.s.","0.0928774982805658","n.s.","0.0928774125517986","n.s.","0.167277663814679","n.s.","0.36464509699302","n.s.","-0.0767519418493457","n.s.","-0.0454181957836191","n.s.","-0.675579551828705","**","0.474176327974144","*","0.662858240438689","**","-0.834048384372585","***","-0.417074475709775",".","1","***","0.799621759827818","***","0.796536542942684","***","-0.665419480698024","**","0.710431374233058","***","0.160715781928018","n.s.","-0.197269251378576","n.s.","0.406608606246913",".","-0.18678085622","n.s.","-0.498154074036921","*","0.380339355916826",".","0.575671127851408","**","-0.88282936262667","***","-0.519229860974326","*","0.0448885832633374","n.s.","-0.421167027054977",".","0.839481871482752","***","0.681274433055693","***","0.374384153148019","n.s.","0.398641678944843",".","-0.496042593393736","*","-0.88363848874067","***","-0.524949932087566","*","-0.577665056660034","**","-0.4730142127484","*","0.161216979219751","n.s.","-0.367029780380144","n.s.","0.568187575959706","**","0.25600181024707","n.s.","-0.63910901735619","**","-0.158789751278421","n.s.","0.0563980821550123","n.s.","0.766249005422164","***","0.65321265830832","**","0.341961144114161","n.s.","0.800361696187434","***","0.837371846885758","***","-0.710024528818932","***","0.55683907023922","*","-0.200539703847631","n.s.","-0.728781295638201","***","-0.0871290425648249","n.s.","0.671620612437162","**","0.497421320674786","*","-0.00547691760511125","n.s.","-0.673484945253953","**","0.245809184733208","n.s."
"cut0","0.825770470778757","***","0.194583024600787","n.s.","0.816433871852052","***","0.871402357782604","***","0.78455389804736","***","0.149313451574045","n.s.","0.675587279470462","**","0.75872028444378","***","0.571926293877291","**","0.611748805698586","**","0.71212896100384","***","0.703812005036143","***","-0.505098234729137","*","-0.71546736270202","***","-0.676756908606889","**","-0.868970886967768","***","0.791345737248925","***","0.5178943590432","*","0.285656004836712","n.s.","0.805038559949716","***","0.797616017404132","***","0.776389304694679","***","0.74573505439618","***","0.538283510047019","*","0.180094780424758","n.s.","0.240043642817456","n.s.","-0.269049847863293","n.s.","0.322043070295095","n.s.","0.411021054510992",".","0.366451910655644","n.s.","-0.013001791441345","n.s.","-0.417120359588621",".","0.706460119458542","***","0.735206431710609","***","0.649948842760847","**","0.0954368564006045","n.s.","0.0973204856093809","n.s.","-0.236278124734502","n.s.","-0.236278159043526","n.s.","0.00573839903108199","n.s.","0.215746234625389","n.s.","-0.21170636701427","n.s.","0.0452872059716538","n.s.","-0.789960950347437","***","0.733634354639513","***","0.758185050624555","***","-0.706321822735953","***","-0.752760685625513","***","0.799621759827818","***","1","***","0.80352163835833","***","-0.867522858988057","***","0.463440620952199","*","0.4799991917102","*","-0.450338148454323","*","0.491538650823337","*","0.20979066537698","n.s.","-0.231697682530738","n.s.","0.451493521059956","*","0.498913996803772","*","-0.917759102082169","***","-0.680094373056658","***","0.281810393074512","n.s.","-0.764975817845694","***","0.935631744753112","***","0.493960514285126","*","0.51253931792884","*","0.494288243950873","*","-0.228074052340367","n.s.","-0.859979285242395","***","-0.323604184446188","n.s.","-0.339550285017974","n.s.","-0.299279711438982","n.s.","-0.188405407211928","n.s.","-0.165367054470748","n.s.","0.731126724919959","***","0.182533310093322","n.s.","-0.783702915319881","***","-0.0329240107745792","n.s.","0.235619557219004","n.s.","0.772702580775153","***","0.765312373112168","***","0.207964610409863","n.s.","0.851369407591669","***","0.88221585044646","***","-0.724744431466537","***","0.694567629396852","***","-0.384354553676353",".","-0.74062949342603","***","-0.249436226685022","n.s.","0.703856568973885","***","0.437671743479313",".","0.182877213206859","n.s.","-0.877481288263377","***","0.458803033540326","*"
"cut1","0.796744198201584","***","0.423699056820473",".","0.936744366123104","***","0.927076435688629","***","0.661262449761008","**","0.238087388526484","n.s.","0.88184742954384","***","0.921598373132239","***","0.317503551318721","n.s.","0.467076822519882","*","0.439759571760129",".","0.509994904842739","*","-0.729689831410318","***","-0.837518684955947","***","-0.72071958838027","***","-0.857465931504262","***","0.672731167840603","**","0.472166399525273","*","0.349031633894091","n.s.","0.82487006694007","***","0.836614967330626","***","0.855157766190486","***","0.830979542417804","***","0.778406759430328","***","0.254065098483157","n.s.","0.285953502525726","n.s.","-0.322647006530466","n.s.","0.362905149957565","n.s.","0.272115866773945","n.s.","0.669841104965762","**","0.310677520346529","n.s.","-0.176100236665635","n.s.","0.80609211954072","***","0.827548163332506","***","0.696107281886593","***","0.284082755677572","n.s.","0.289169482154005","n.s.","0.0143848561230229","n.s.","0.0143847109248312","n.s.","0.111692795641207","n.s.","0.378509647026381","n.s.","-0.0690047276858284","n.s.","0.070311421500993","n.s.","-0.659912399147355","**","0.589358791681646","**","0.726638496645577","***","-0.868830748602555","***","-0.521764157682542","*","0.796536542942684","***","0.80352163835833","***","1","***","-0.64774315127908","**","0.659861218168626","**","0.434546743320756",".","-0.469906757233668","*","0.641280274871247","**","-0.177496624327374","n.s.","-0.578827964382655","**","0.162145519916167","n.s.","0.689683326061192","***","-0.881250024337453","***","-0.405726060438186",".","0.349204191302891","n.s.","-0.506615986337779","*","0.961919330252468","***","0.695010636316624","***","0.62845552422937","**","0.236160754404055","n.s.","-0.576022533714383","**","-0.851350586162867","***","-0.666479255365454","**","-0.704275565034211","***","-0.614079569781866","**","0.0692168574091854","n.s.","-0.313368440273794","n.s.","0.83448194072942","***","0.599316980216862","**","-0.868694840125594","***","-0.50085965999619","*","-0.228346408711545","n.s.","0.857574564069896","***","0.558569521502996","*","0.619455376694588","**","0.919623115016636","***","0.791029595483863","***","-0.836375956237487","***","0.544479753053077","*","-0.222495148722467","n.s.","-0.566617223288582","**","-0.15393151721432","n.s.","0.738835984486857","***","0.600058696533911","**","-0.0304622228743621","n.s.","-0.535129789025828","*","0.0977258382240745","n.s."
"f","-0.837237534511769","***","-0.241765237238047","n.s.","-0.767724251908384","***","-0.81476517098831","***","-0.819989904450523","***","-0.09654197226684","n.s.","-0.681747646094495","***","-0.678852819294856","***","-0.376545974731421","n.s.","-0.588335394767922","**","-0.561213688138496","*","-0.709817893146027","***","0.539633006128487","*","0.566123673041697","**","0.720219736129317","***","0.770187430732022","***","-0.896891998797164","***","-0.59450021227957","**","-0.402523651663231",".","-0.806517982185779","***","-0.79076431379491","***","-0.794947353165542","***","-0.787170954524443","***","-0.463840967709803",".","-0.385546465602049","n.s.","-0.356944127688564","n.s.","0.588569217012979","**","-0.509143346006713","*","-0.707217123094455","***","-0.287944936806166","n.s.","0.025138410666462","n.s.","0.367825701972378","n.s.","-0.600023700283935","**","-0.669968298980512","**","-0.611543498355069","**","-0.224113041179727","n.s.","-0.229955268025432","n.s.","0.119423723088519","n.s.","0.119423637605894","n.s.","0.00192472094175621","n.s.","-0.350733760046436","n.s.","0.104580620737288","n.s.","0.163629630091254","n.s.","0.846537418699491","***","-0.880321349294632","***","-0.827193453060158","***","0.532555916381972","*","0.83356394221305","***","-0.665419480698024","**","-0.867522858988057","***","-0.64774315127908","**","1","***","-0.270179745777343","n.s.","-0.700952736374524","***","0.197266958328226","n.s.","-0.530750259332794","*","-0.521829179442958","*","-0.104248668291268","n.s.","-0.375596041356249","n.s.","-0.275317480493327","n.s.","0.7858319473442","***","0.856194656141178","***","-0.492192017016986","*","0.948506203938037","***","-0.782430812730597","***","-0.281731765829545","n.s.","-0.591757226052045","**","-0.483745649654839","*","-0.108105212768661","n.s.","0.817880306213627","***","0.0256784865592506","n.s.","0.0624301708873638","n.s.","0.00725661304258377","n.s.","0.368516346997424","n.s.","-0.151989951438725","n.s.","-0.720685487174719","***","-0.0128069525424323","n.s.","0.765461611237058","***","-0.205056280807656","n.s.","-0.474290785641939","*","-0.780902092274375","***","-0.787196164840413","***","0.0974703607466236","n.s.","-0.820087538597902","***","-0.918201421826233","***","0.719269165375437","***","-0.88566197572268","***","0.690280038823186","***","0.749398334679371","***","0.553150017322595","*","-0.729518111982349","***","-0.464906420056269","*","-0.485982064703064","*","0.931004181280294","***","-0.773902668151252","***"
"g","0.301958232274109","n.s.","0.179339118738859","n.s.","0.662609909418057","**","0.551063817889174","*","0.436748131785837",".","0.309791141590202","n.s.","0.54092461511807","*","0.619770446549489","**","0.482543641136761","*","0.491822330017186","*","0.433419496868742",".","0.362379960103575","n.s.","-0.379488879912943",".","-0.528355460002296","*","-0.376272340390668","n.s.","-0.514947179137607","*","0.443335021216668",".","0.339013528306938","n.s.","0.187263229172216","n.s.","0.407437920733572",".","0.447229169020762",".","0.552749930223169","*","0.570695329269112","*","0.593427713542117","**","0.0258724262742546","n.s.","0.140450541182756","n.s.","0.0650818274698157","n.s.","0.113541430899863","n.s.","0.0157907252119255","n.s.","0.443069683638105",".","0.0796232131623209","n.s.","-0.323998867242324","n.s.","0.719153761537323","***","0.71161547621895","***","0.59161876166096","**","0.271171698676383","n.s.","0.266024614727869","n.s.","0.305459009201486","n.s.","0.305459057623692","n.s.","0.125697890476857","n.s.","0.272127621358548","n.s.","0.160183641522214","n.s.","0.138859691430369","n.s.","-0.268645233570804","n.s.","0.0226058334610134","n.s.","0.219621176644354","n.s.","-0.873454051973954","***","0.0140546830309384","n.s.","0.710431374233058","***","0.463440620952199","*","0.659861218168626","**","-0.270179745777343","n.s.","1","***","-0.228178003633925","n.s.","-0.145712550881543","n.s.","0.153947094277461","n.s.","-0.60898556871532","**","-0.868722222504782","***","-0.149641311027313","n.s.","0.859520675694669","***","-0.713340661298451","***","0.0359094930703481","n.s.","-0.187511378784374","n.s.","-0.0378322500602247","n.s.","0.604073401934656","**","0.978716861874445","***","0.0810953224119037","n.s.","-0.208843554427156","n.s.","-0.867562258884318","***","-0.612179367409823","**","-0.714543194354105","***","-0.697917222312668","***","-0.684923189666983","***","0.11333422603283","n.s.","-0.678993197462102","***","0.277277559721826","n.s.","0.626738323701285","**","-0.337866882137447","n.s.","-0.60600097430676","**","-0.502198457571842","*","0.608019011545832","**","0.171792652096631","n.s.","0.683084143870832","***","0.605279658010065","**","0.489634649832973","*","-0.569154239840439","**","0.284851657000722","n.s.","0.194043069243561","n.s.","-0.601935391696175","**","0.280723449153056","n.s.","0.65354679664574","**","0.556424490723253","*","-0.107187732096184","n.s.","-0.203212520839722","n.s.","0.02144748480906","n.s."
"ind","0.704416944133655","***","0.529760012585651","*","0.491696880444806","*","0.57523528225247","**","0.418301221535521",".","0.0306674851993435","n.s.","0.608652564939922","**","0.534036476713125","*","-0.270404566345035","n.s.","-0.0231577993429126","n.s.","-0.0487769934825773","n.s.","0.185927742681456","n.s.","-0.523140354535217","*","-0.395426878161069",".","-0.509573015667074","*","-0.441805929724838",".","0.619697971389238","**","0.451836345903497","*","0.515486800298769","*","0.659469246677385","**","0.624102828196658","**","0.637397605061565","**","0.590522311063214","**","0.402886761099439",".","0.590208889537716","**","0.331008746417728","n.s.","-0.664230580316449","**","0.474602179290019","*","0.531099643702009","*","0.426881383120806",".","0.393082092358283",".","0.257824134436298","n.s.","0.201306200934516","n.s.","0.242451338956164","n.s.","0.177564375175061","n.s.","0.142940298297332","n.s.","0.158076686863706","n.s.","-0.181057123779623","n.s.","-0.18105713759866","n.s.","-0.14012919544286","n.s.","0.255822511211624","n.s.","0.0167403938979896","n.s.","-0.153961412138469","n.s.","-0.563718186933868","*","0.884808828019989","***","0.69659960501162","***","-0.153238391629893","n.s.","-0.734988521973267","***","0.160715781928018","n.s.","0.4799991917102","*","0.434546743320756",".","-0.700952736374524","***","-0.228178003633925","n.s.","1","***","-0.213442808277839","n.s.","0.722507139893948","***","0.656952674040174","**","0.401038204553167",".","0.285809378355894","n.s.","-0.148568245712327","n.s.","-0.320147042687761","n.s.","-0.71069955903338","***","0.872241460562812","***","-0.795975001651575","***","0.478072984972201","*","-0.204227375057547","n.s.","0.815165931928803","***","0.454995029864304","*","0.403849080299441",".","-0.489013101312276","*","0.124242632867795","n.s.","0.02188894092834","n.s.","0.165315888018018","n.s.","-0.333476017125694","n.s.","0.635591990606307","**","0.789704904653365","***","0.0464099702610086","n.s.","-0.75904407006418","***","0.138643628826153","n.s.","0.385385719217317",".","0.563079291617323","**","0.578700753511559","**","-0.184824116897122","n.s.","0.571941971575454","**","0.573433961855616","**","-0.580402710125288","**","0.652234548078282","**","-0.807235081748003","***","-0.168321753180513","n.s.","-0.817910040812759","***","0.386829029936229",".","0.238866434228149","n.s.","0.509204595400346","*","-0.566121777575227","**","0.471703574077547","*"
"o","-0.279258845749488","n.s.","-0.0996207449771606","n.s.","-0.297148140255209","n.s.","-0.318581473988331","n.s.","-0.158228536884597","n.s.","-0.161550467597137","n.s.","-0.296466721988578","n.s.","-0.359370621377883","n.s.","-0.167806810055378","n.s.","-0.0476016540598786","n.s.","-0.114173885076788","n.s.","-0.0285374876790503","n.s.","0.131323311235212","n.s.","0.424379918783534",".","0.124094654117128","n.s.","0.37800511233877","n.s.","-0.166349685537279","n.s.","-0.0806739898126113","n.s.","-0.13689727460376","n.s.","-0.430824384564726",".","-0.439952826782476",".","-0.275203109853423","n.s.","-0.231523373924694","n.s.","-0.385041739189568","n.s.","0.0637578392427822","n.s.","-0.047512677197877","n.s.","-0.0128105928775485","n.s.","-0.0670327961956124","n.s.","0.0620616826278569","n.s.","-0.228676790043557","n.s.","-0.0608637407969384","n.s.","0.0508249916046368","n.s.","-0.382631239107313",".","-0.338732656391248","n.s.","-0.226994479681112","n.s.","0.124554946585837","n.s.","0.125725482105752","n.s.","0.407161893591042",".","0.407161771986194",".","-0.05273452879447","n.s.","0.0546848098418634","n.s.","0.390032704511328",".","-0.282757233872565","n.s.","0.303327126174389","n.s.","-0.271830814556226","n.s.","-0.386025233821358",".","0.311145771595094","n.s.","0.385635892935111",".","-0.197269251378576","n.s.","-0.450338148454323","*","-0.469906757233668","*","0.197266958328226","n.s.","-0.145712550881543","n.s.","-0.213442808277839","n.s.","1","***","-0.253465249345068","n.s.","-0.062042515885091","n.s.","0.240580403738468","n.s.","-0.376926497138521","n.s.","-0.27322755180135","n.s.","0.368685227053026","n.s.","0.161221189270665","n.s.","-0.166474164113268","n.s.","0.246927790226418","n.s.","-0.485420739672712","*","-0.202029528472603","n.s.","-0.257144501180223","n.s.","-0.40662611617053",".","0.238205042385288","n.s.","0.308456502127999","n.s.","0.276348698990598","n.s.","0.182614484522261","n.s.","0.305465867091552","n.s.","-0.0461780176273468","n.s.","0.22981245156608","n.s.","-0.447528799179174","*","-0.148046495152165","n.s.","0.452953779290139","*","0.195126496758439","n.s.","0.0509584533108901","n.s.","-0.252706487035892","n.s.","-0.00980969594008065","n.s.","-0.360772699885337","n.s.","-0.337109611634215","n.s.","-0.218828244362345","n.s.","0.207075905277156","n.s.","0.0108303098128539","n.s.","-0.0924170554466484","n.s.","0.0316172460319721","n.s.","-0.122818067361999","n.s.","-0.073179040392449","n.s.","-0.279865041097039","n.s.","0.177935609660676","n.s.","0.243479899512477","n.s.","0.128301744144535","n.s."
"p","0.664694444144918","**","0.506932247107012","*","0.597188137705026","**","0.604706479004125","**","0.343249702870249","n.s.","-0.24664117650265","n.s.","0.685125288943901","***","0.670288270270091","**","-0.151737477187702","n.s.","-0.0257750134002224","n.s.","-0.0494792437170074","n.s.","0.0330161292158505","n.s.","-0.530807909280857","*","-0.448658474654164","*","-0.582035655481003","**","-0.543460960317695","*","0.621664898840129","**","0.430586300957505",".","0.595867639512571","**","0.744138021348935","***","0.723910670848478","***","0.596140361828996","**","0.579047423970474","**","0.678801578936318","**","0.72877720837238","***","0.335288931764886","n.s.","-0.452085648191314",".","0.401609092430257",".","0.319763028136607","n.s.","0.741700965374797","***","0.681807339862214","***","0.40311748386395",".","0.354160088120828","n.s.","0.407720846892684",".","0.308659345979063","n.s.","0.183621218411319","n.s.","0.205532920823548","n.s.","-0.0289083341404373","n.s.","-0.0289088209557877","n.s.","-0.238456148152117","n.s.","0.27360877179552","n.s.","0.308301402516852","n.s.","0.0541522020053432","n.s.","-0.433998751072059",".","0.754936702229683","***","0.683300708077485","***","-0.571605738310568","**","-0.664132135254143","**","0.406608606246913",".","0.491538650823337","*","0.641280274871247","**","-0.530750259332794","*","0.153947094277461","n.s.","0.722507139893948","***","-0.253465249345068","n.s.","1","***","0.186347224091955","n.s.","-0.0939070329121665","n.s.","0.208631599899827","n.s.","0.223066731214227","n.s.","-0.407194337118562",".","-0.403949980756357",".","0.848493274573187","***","-0.540615891455668","*","0.605957360891768","**","0.187106604010896","n.s.","0.989419938094846","***","0.354497254414158","n.s.","-0.0915362134839736","n.s.","-0.688240682956241","***","-0.268709957606835","n.s.","-0.366288642024398","n.s.","-0.209317587515591","n.s.","-0.0416304337669404","n.s.","0.356668824092145","n.s.","0.866765259176702","***","0.47717821363598","*","-0.835042445122288","***","-0.334409807417681","n.s.","-0.0766315041419488","n.s.","0.707229101964053","***","0.441915849887004",".","0.194705392617304","n.s.","0.664875646116968","**","0.552079315067362","*","-0.749761178144758","***","0.574085851957862","**","-0.630310076464888","**","-0.155913342186761","n.s.","-0.696735133181147","***","0.527627438293873","*","0.51121218247372","*","0.135433742373543","n.s.","-0.349240654147315","n.s.","0.160479687386779","n.s."
"ph","0.268773215486337","n.s.","-0.0308613193755436","n.s.","-0.0606083393492747","n.s.","0.0459853876988627","n.s.","0.21940943477873","n.s.","-0.216785402859795","n.s.","-0.025460003966192","n.s.","-0.100317318509439","n.s.","-0.0885399882036254","n.s.","0.043840364277378","n.s.","0.0261439414255522","n.s.","0.182061216753127","n.s.","0.0311799109801324","n.s.","0.136160649985287","n.s.","-0.15086542741481","n.s.","-0.0619083995235388","n.s.","0.324377496427317","n.s.","0.156397759526122","n.s.","0.172203416203133","n.s.","0.264651349864441","n.s.","0.22916111336321","n.s.","0.0657462223007218","n.s.","0.0474922224601937","n.s.","-0.207554079884043","n.s.","0.329437303368632","n.s.","0.211756662903151","n.s.","-0.495870685980716","*","0.332071720053784","n.s.","0.558888235651021","*","-0.2375525102512","n.s.","-0.146733020623353","n.s.","-0.0322459207958877","n.s.","-0.201983957289069","n.s.","-0.115279389472457","n.s.","-0.0364793078600157","n.s.","-0.0378073090649258","n.s.","-0.0317086805714874","n.s.","-0.309584814080576","n.s.","-0.309584694592381","n.s.","-0.113303902065532","n.s.","0.0438380101151448","n.s.","-0.175106040418718","n.s.","-0.23373842442104","n.s.","-0.372290534703921","n.s.","0.617792620918325","**","0.361455528966118","n.s.","0.360850922678406","n.s.","-0.66058692523795","**","-0.18678085622","n.s.","0.20979066537698","n.s.","-0.177496624327374","n.s.","-0.521829179442958","*","-0.60898556871532","**","0.656952674040174","**","-0.062042515885091","n.s.","0.186347224091955","n.s.","1","***","0.849733610059037","***","0.362439907030321","n.s.","-0.482743406555299","*","0.0493080635336424","n.s.","-0.643638474810514","**","0.517271023758762","*","-0.716289281268593","***","-0.0089194471533635","n.s.","-0.579685839384758","**","0.293981527489778","n.s.","0.474597005707977","*","0.85219918655074","***","-0.059235249163054","n.s.","0.721079275991431","***","0.71412271814974","***","0.686624046612517","***","-0.524745092393622","*","0.66150404142152","**","0.224962613178765","n.s.","-0.56041437723063","*","-0.217983353475014","n.s.","0.708556604534518","***","0.805391005750945","***","0.0349423892011487","n.s.","0.308001946947041","n.s.","-0.724033700748934","***","0.0483556030060707","n.s.","0.225352547338822","n.s.","0.00300982101466201","n.s.","0.45895117017342","*","-0.693987932837612","***","-0.0962146553134125","n.s.","-0.647725482273988","**","0.0186860075348055","n.s.","-0.029166438774233","n.s.","0.571662501799839","**","-0.525368584085536","*","0.713594878143237","***"
"Ph","-0.0971009878918498","n.s.","-0.178912193785413","n.s.","-0.45862100406971","*","-0.358263334285792","n.s.","-0.119045131416583","n.s.","-0.231598966214987","n.s.","-0.39302496081933",".","-0.479701799230098","*","-0.313152517178861","n.s.","-0.236872531029775","n.s.","-0.228996847645791","n.s.","-0.0969653920473115","n.s.","0.304541213154017","n.s.","0.46135371518761","*","0.204798023794843","n.s.","0.348984213701893","n.s.","-0.0796527767109299","n.s.","-0.103327766672357","n.s.","-0.0479114614735344","n.s.","-0.187323238305304","n.s.","-0.229239473784379","n.s.","-0.350910055236289","n.s.","-0.345912377444008","n.s.","-0.591911823573239","**","0.114400080214898","n.s.","-0.036900245033118","n.s.","-0.272851091016986","n.s.","0.0496605730527615","n.s.","0.314660554509002","n.s.","-0.468246504713433","*","-0.224214273207471","n.s.","0.122664024814744","n.s.","-0.537572087982935","*","-0.517544903890642","*","-0.427280161433193",".","-0.122648789139754","n.s.","-0.117652793941299","n.s.","-0.226875079356628","n.s.","-0.226874862265008","n.s.","-0.0861180202254174","n.s.","-0.093511162771911","n.s.","-0.147300050057204","n.s.","-0.30958296562133","n.s.","-0.0426023811496378","n.s.","0.228007445548656","n.s.","0.0316473174862629","n.s.","0.729452512903112","***","-0.236581646978475","n.s.","-0.498154074036921","*","-0.231697682530738","n.s.","-0.578827964382655","**","-0.104248668291268","n.s.","-0.868722222504782","***","0.401038204553167",".","0.240580403738468","n.s.","-0.0939070329121665","n.s.","0.849733610059037","***","1","***","0.2281123601811","n.s.","-0.838741732310755","***","0.491616917391357","*","-0.377431247709628","n.s.","0.283625156501481","n.s.","-0.304969700157861","n.s.","-0.44961377679244","*","-0.887195462008405","***","0.00548055897752313","n.s.","0.328043736240871","n.s.","0.999988981296052","***","0.346062425200458","n.s.","0.842806138055601","***","0.806496835322752","***","0.815629734525073","***","-0.278626260775117","n.s.","0.77344785934043","***","-0.170941951514105","n.s.","-0.733529704833618","***","0.201708186742052","n.s.","0.8148857257999","***","0.770319962324842","***","-0.361652882433122","n.s.","0.0702901492679735","n.s.","-0.893857155058668","***","-0.379750740723253",".","-0.164964624572657","n.s.","0.367207117860277","n.s.","0.10768562304669","n.s.","-0.490686040106075","*","0.246018477871155","n.s.","-0.514124997685335","*","-0.360612725857125","n.s.","-0.378824408321614",".","0.412290729134218",".","-0.144103849694305","n.s.","0.441028260856695","."
