"","Mass.loss R","Mass.loss p","Mass.loss sig","Cellulase R","Cellulase p","Cellulase sig","Chitinase R","Chitinase p","Chitinase sig","Phosphatase R","Phosphatase p","Phosphatase sig","Protease R","Protease p","Protease sig","Peroxydase R","Peroxydase p","Peroxydase sig","Phenoloxidase R","Phenoloxidase p","Phenoloxidase sig","Amino.acid.concentration R","Amino.acid.concentration p","Amino.acid.concentration sig","Gross.protein.depolymerization R","Gross.protein.depolymerization p","Gross.protein.depolymerization sig","Gross.amino.acid.immobilization R","Gross.amino.acid.immobilization p","Gross.amino.acid.immobilization sig","Gross.N.mineralization R","Gross.N.mineralization p","Gross.N.mineralization sig","Gross.NH4.immobilization R","Gross.NH4.immobilization p","Gross.NH4.immobilization sig","Gross.nitrification R","Gross.nitrification p","Gross.nitrification sig","Gross.NO3.immobilization R","Gross.NO3.immobilization p","Gross.NO3.immobilization sig","Gross.P.mineralization R","Gross.P.mineralization p","Gross.P.mineralization sig","Gross.P.immobilization R","Gross.P.immobilization p","Gross.P.immobilization sig","Glucan.Gross.Depolymerisation R","Glucan.Gross.Depolymerisation p","Glucan.Gross.Depolymerisation sig","Glucan.Net.Depolymerisation R","Glucan.Net.Depolymerisation p","Glucan.Net.Depolymerisation sig","Glucose.Gross.Consumption R","Glucose.Gross.Consumption p","Glucose.Gross.Consumption sig","Glucose.concentration R","Glucose.concentration p","Glucose.concentration sig","Acid.detergent.fibre R","Acid.detergent.fibre p","Acid.detergent.fibre sig","Cellulose R","Cellulose p","Cellulose sig","Lignin.not.ash.corrected R","Lignin.not.ash.corrected p","Lignin.not.ash.corrected sig","Starch R","Starch p","Starch sig","NH4.concentration R","NH4.concentration p","NH4.concentration sig","NO3.concentration R","NO3.concentration p","NO3.concentration sig","PO4.concentration R","PO4.concentration p","PO4.concentration sig","Respiration R","Respiration p","Respiration sig","C_lit R","C_lit p","C_lit sig","N_lit R","N_lit p","N_lit sig","P_lit R","P_lit p","P_lit sig","C.N_lit R","C.N_lit p","C.N_lit sig","C.P_lit R","C.P_lit p","C.P_lit sig","N.P_lit R","N.P_lit p","N.P_lit sig","K.litter R","K.litter p","K.litter sig","CA.litter R","CA.litter p","CA.litter sig","MG.litter R","MG.litter p","MG.litter sig","FE.litter R","FE.litter p","FE.litter sig","MN.litter R","MN.litter p","MN.litter sig","ZN.litter R","ZN.litter p","ZN.litter sig","C_mic R","C_mic p","C_mic sig","N_.mic R","N_.mic p","N_.mic sig","P_mic R","P_mic p","P_mic sig","C.N_mic R","C.N_mic p","C.N_mic sig","C.Pmic R","C.Pmic p","C.Pmic sig","N.Pmic R","N.Pmic p","N.Pmic sig","DOC R","DOC p","DOC sig","TN R","TN p","TN sig","DON R","DON p","DON sig","pH.H2O R","pH.H2O p","pH.H2O sig","total.PFLA.content R","total.PFLA.content p","total.PFLA.content sig","identified.PLFA.content R","identified.PLFA.content p","identified.PLFA.content sig","approx..Fungal.Biomass R","approx..Fungal.Biomass p","approx..Fungal.Biomass sig","main.fungal.marker.18.2.9.12.c R","main.fungal.marker.18.2.9.12.c p","main.fungal.marker.18.2.9.12.c sig","Sum.of.gram.positiv.markers R","Sum.of.gram.positiv.markers p","Sum.of.gram.positiv.markers sig","Sum.of.general.bacterial.markers.incl..gram. R","Sum.of.general.bacterial.markers.incl..gram. p","Sum.of.general.bacterial.markers.incl..gram. sig","ratioF.B.1 R","ratioF.B.1 p","ratioF.B.1 sig","ratioF.B.2 R","ratioF.B.2 p","ratioF.B.2 sig","ratioF.B.3 R","ratioF.B.3 p","ratioF.B.3 sig","acc_resp R","acc_resp p","acc_resp sig","CN_inbal R","CN_inbal p","CN_inbal sig","CP_inbal R","CP_inbal p","CP_inbal sig","NP_inbal R","NP_inbal p","NP_inbal sig","cell2pero R","cell2pero p","cell2pero sig","cell2phen R","cell2phen p","cell2phen sig"
"Mass.loss","1","0","***","0.494274462652687","0.0267424260523361","*","0.422006401459682","0.0638223599252179",".","0.193504954925488","0.413683785140238","n.s.","0.171717716285671","0.469126106272471","n.s.","0.54526820474454","0.0129015500997816","*","0.580917747041372","0.00723205024654572","**","0.388508349760955","0.0904864130641663",".","0.340713557960731","0.141559085723805","n.s.","0.555238856742481","0.0110418424449259","*","0.295112454958494","0.219979430794248","n.s.","0.282519598987725","0.241222193870236","n.s.","0.60181745371422","0.00640765173020763","**","0.548765222763606","0.0149687305333128","*","0.42734874601465","0.0769091541444491",".","0.403551538181896","0.0967709274782487",".","0.249250639530849","0.289258277941705","n.s.","-0.253213379543691","0.295574883471431","n.s.","0.258137989993162","0.271832740095337","n.s.","0.042150033715204","0.859947545290114","n.s.","-0.363615407700266","0.115040982398879","n.s.","-0.34251010380165","0.139336503068733","n.s.","-0.354286168091486","0.125373009933401","n.s.","-0.205035119258644","0.414405523316172","n.s.","0.532955552280136","0.0155385963442816","*","0.321376087311753","0.167071565994777","n.s.","0.410639185609002","0.0721011912732408",".","0.389426476756358","0.0896613214831192",".","0.128767476666595","0.588475080250905","n.s.","0.470933911879814","0.036098882402912","*","0.544495276843677","0.0130556646805358","*","-0.449040735673998","0.0470224759817459","*","-0.491506175511588","0.0277396836073303","*","-0.373051203133729","0.105228005460369","n.s.","0.242343555041222","0.303264627228415","n.s.","-0.163768513684433","0.490246285780794","n.s.","0.0346281410629615","0.884763705895365","n.s.","-0.278559599578611","0.234336210790877","n.s.","0.343361726539759","0.138291544345947","n.s.","0.293488329613126","0.209156580349791","n.s.","0.738669340567854","0.000199459387286716","***","0.714265887317785","0.000403471888161144","***","0.523244876573734","0.0179098445801538","*","0.283587224906622","0.225646995778252","n.s.","0.263271560153797","0.262073464058165","n.s.","0.1273973834861","0.592482153978187","n.s.","0.494310235586186","0.0267297266620479","*","0.310603860283983","0.182573791701976","n.s.","-0.630590429127491","0.00287501048603617","**","0.191762740511452","0.417981821368893","n.s.","0.369018391550243","0.119998298759916","n.s.","0.377151004028418","0.111431253700705","n.s.","0.310078828076273","0.196367803476631","n.s.","0.310112743533908","0.196316296264482","n.s.","0.0275875394366948","0.910737593691197","n.s.","0.377333071647168","0.111244621780483","n.s.","0.265113818920004","0.272672777698534","n.s.","0.196423692861364","0.420264504379173","n.s.","-0.140669389485646","0.565693644374448","n.s.","0.523155759178447","0.0179328724553283","*","-0.307724752294343","0.186876661052426","n.s.","-0.295501842969057","0.205903415516471","n.s.","-0.258608354401837","0.270929213272098","n.s.","-0.0855496799939579","0.719884197594692","n.s.","-0.285468414138125","0.222450527405185","n.s."
"Cellulase","0.494274462652687","0.0267424260523361","*","1","0","***","0.940949017642142","6.68511246360026e-10","***","0.733694244427119","0.000231654666129399","***","0.261625427258596","0.265178457188594","n.s.","0.9474158402578","2.41051845151219e-10","***","0.922582101875821","7.14629022624536e-09","***","0.813544417667716","1.28619218686676e-05","***","0.591141933250869","0.00605251537433427","**","0.422790854446903","0.0632787201446743",".","0.85276015897676","3.51526186825879e-06","***","0.853536050582683","3.37020928142806e-06","***","0.934227610241118","4.95779128861784e-09","***","0.927170550224051","1.15064324734959e-08","***","0.683109625877612","0.00177960245810471","**","0.235361125151803","0.347132478768063","n.s.","0.268327220031896","0.252681360283552","n.s.","-0.383352250245362","0.105199969418331","n.s.","0.37230937724512","0.105976720232498","n.s.","0.38077246499937","0.09766128965687",".","-0.588438662077407","0.00634778875477681","**","-0.611647233062892","0.00415988331518695","**","-0.546935972674582","0.0125740136443889","*","-0.0102704005334532","0.96773741979032","n.s.","0.94868566740082","1.94354088378645e-10","***","0.667182077873876","0.00131133503399683","**","0.483915140342661","0.0306249947348136","*","0.801606749731235","2.14581451603024e-05","***","-0.214048205722782","0.364839557940317","n.s.","0.786725861929997","3.88030951492535e-05","***","0.483727795289383","0.0306990647645597","*","-0.839240568681663","3.74111857936676e-06","***","-0.364761147423407","0.113815641976803","n.s.","-0.0999396366092548","0.67505719449486","n.s.","0.662636128518612","0.0014537991998318","**","-0.325104810174684","0.161922887373753","n.s.","-0.623433992488853","0.00331467854598099","**","-0.260372878968539","0.267556501131023","n.s.","0.791615723088856","3.21056310372825e-05","***","0.596919170897005","0.00545919841601505","**","0.670967863785049","0.00120183229101811","**","0.274827115701604","0.240925196988071","n.s.","-0.211884786360919","0.369821790331663","n.s.","0.839245262874736","3.74020324001023e-06","***","0.857518866542197","1.35432759718057e-06","***","0.710755649986698","0.000443931388402596","***","0.970238604074846","1.56163970643775e-12","***","0.91201993749882","2.17202258401272e-08","***","-0.916564411066407","1.37067945630544e-08","***","0.18159973993245","0.443527244414097","n.s.","0.419988487469113","0.0734135776014797",".","0.424020231465294","0.0704111303457855",".","0.194677381848224","0.424490246307557","n.s.","0.194930114378706","0.423877289248762","n.s.","0.148499342935711","0.544030781296671","n.s.","0.500456135823016","0.0290874890530453","*","0.0430063424526707","0.861225874741637","n.s.","-0.0133588592337493","0.956713034205356","n.s.","-0.704560083790183","0.000757184116645492","***","0.181420118387517","0.44398592703804","n.s.","-0.90367114077915","4.76036492149949e-08","***","-0.69593103895064","0.000655075350427079","***","-0.594533714924222","0.0056980929861095","**","0.546464479452057","0.0126659223521433","*","0.350810658994222","0.129385840829757","n.s."
"Chitinase","0.422006401459682","0.0638223599252179",".","0.940949017642142","6.68511246360026e-10","***","1","0","***","0.793284369623525","3.00614538155664e-05","***","0.33403608756307","0.150037990288584","n.s.","0.929403140946284","3.19580495400373e-09","***","0.890911564038264","1.38995853271595e-07","***","0.802480216220402","2.06934482063215e-05","***","0.608240629599914","0.00443493256943128","**","0.403590922365283","0.0776227363898525",".","0.861719296482482","2.1285569287155e-06","***","0.862507436806063","2.03330555459402e-06","***","0.906529234777527","8.9315698836856e-08","***","0.865452349218662","1.70931497822657e-06","***","0.719911460657319","0.000754989447743881","***","0.323238459672453","0.190741108435813","n.s.","0.235379464934922","0.317795817783736","n.s.","-0.424855000867981","0.0698010778175405",".","0.367632806722146","0.110785767186232","n.s.","0.409947802302272","0.0726294298392955",".","-0.515379273046325","0.0200353561163471","*","-0.564642385902337","0.00949304603232142","**","-0.465539079643183","0.0385858690864292","*","-0.110157695087556","0.663463937249838","n.s.","0.880069775033106","3.13006767616031e-07","***","0.690437732931842","0.00075240293679446","***","0.3728214543425","0.105459476731438","n.s.","0.921439332164748","8.11910427778173e-09","***","-0.143993769099002","0.544736866847085","n.s.","0.826817470789414","6.96761507978927e-06","***","0.413300749917744","0.070094461777388",".","-0.865806618928145","8.15143171790002e-07","***","-0.272194459408224","0.24564361454698","n.s.","0.0091676152208551","0.969401045583837","n.s.","0.694912386807739","0.000672270023899468","***","-0.397537974957397","0.0826104368850478",".","-0.658892038826481","0.00158069372880809","**","-0.306381509046404","0.18890737100347","n.s.","0.780463402385342","4.91171960455006e-05","***","0.507150932388935","0.0224691106505259","*","0.59459310677707","0.00569204247176569","**","0.210984210655162","0.371907094273821","n.s.","-0.252625859842165","0.282561322642251","n.s.","0.795098616202041","2.79675346752661e-05","***","0.799898697926522","2.30244522296807e-05","***","0.666062276384913","0.00134528865857964","**","0.935801430255845","1.39165812207409e-09","***","0.881905078809282","2.74344042816566e-07","***","-0.849233982526156","2.18196110519977e-06","***","0.162747952403026","0.492991189381885","n.s.","0.260090319933387","0.282201850328373","n.s.","0.264882211343933","0.273107660204452","n.s.","-0.0361986795574165","0.883035827492819","n.s.","-0.0358988443158953","0.883998389290139","n.s.","0.0530815365565357","0.829127643768164","n.s.","0.369518607742755","0.119458243904876","n.s.","-0.0716457311142072","0.770692277294696","n.s.","-0.116325984969813","0.635324880967185","n.s.","-0.772466077994102","0.000106140257400795","***","0.147656988517989","0.534439444737395","n.s.","-0.901382706233768","5.83016919256058e-08","***","-0.627354648006676","0.00306737553284799","**","-0.51289337454963","0.0207473495889694","*","0.493979692384123","0.0268472506233604","*","0.303852712780553","0.192770605600029","n.s."
"Phosphatase","0.193504954925488","0.413683785140238","n.s.","0.733694244427119","0.000231654666129399","***","0.793284369623525","3.00614538155664e-05","***","1","0","***","0.325758816220796","0.161031235430709","n.s.","0.611239805808953","0.00419201637921174","**","0.55876559979132","0.0104386231576967","*","0.767910424321699","7.70779407217592e-05","***","0.46703957050585","0.0378811958175989","*","0.377008333815306","0.101298786786308","n.s.","0.586868373889502","0.00825489347541741","**","0.600282062707756","0.00658020912597501","**","0.649373392255355","0.00262323193537206","**","0.649746536997737","0.00260339278534483","**","0.265251840118902","0.287427746326576","n.s.","0.167909973215196","0.505415871681965","n.s.","0.120677954961018","0.61229741848637","n.s.","-0.277311154788502","0.250378626729371","n.s.","0.242340020637057","0.303271897977798","n.s.","0.438014244194479","0.0534057203985931",".","-0.203576919064113","0.38931003072893","n.s.","-0.234327062512074","0.320027385074699","n.s.","-0.178641064140514","0.451113975846619","n.s.","-0.164501970912619","0.51421733276005","n.s.","0.686708684560047","0.00082522139112795","***","0.686931849757309","0.000820702061732348","***","0.00470605649697338","0.984289897234558","n.s.","0.78655834975868","3.90524194540109e-05","***","-0.175672708082559","0.458792419198934","n.s.","0.494870943468828","0.0265312958248063","*","0.0829241340004742","0.728164075707649","n.s.","-0.573412702256047","0.0082125116108023","**","0.0677947014360267","0.776416774215501","n.s.","0.268195766448133","0.252922816116048","n.s.","0.732648510580556","0.000238958830504732","***","-0.429198610883443","0.058967953846219",".","-0.788591715037687","3.61175377273953e-05","***","-0.244151629558257","0.299559055292857","n.s.","0.714510643080198","0.000400771894128349","***","0.592070428784512","0.00595374013572525","**","0.261256130339319","0.265878203718501","n.s.","-0.121479962023254","0.609918310882476","n.s.","-0.48521741821309","0.0301139808890687","*","0.707692224444169","0.000482010587141035","***","0.787011778941243","3.83807124122448e-05","***","0.717519551697433","0.000368815245372467","***","0.739090757921038","0.000196917600107982","***","0.802637952568361","2.05579002001688e-05","***","-0.634028044330778","0.00268175424532965","**","0.162300847392429","0.494196089244483","n.s.","0.342475938082526","0.151200028901455","n.s.","0.338289647160236","0.156589186087084","n.s.","0.0582409244705182","0.812787131232508","n.s.","0.0583322355337764","0.812498581771719","n.s.","0.350052467421499","0.141775498909392","n.s.","0.438097566398703","0.0606417282394274",".","-0.319900639258934","0.181825558362225","n.s.","-0.369980723052254","0.118960863016308","n.s.","-0.822125383087452","1.56991339338022e-05","***","-0.273368474740837","0.243532209235452","n.s.","-0.723576206430225","0.000311020881160745","***","-0.463727621704136","0.0394500827131081","*","-0.379573837797114","0.0988090837995049",".","0.706669118928113","0.000495330753543799","***","0.478183083830084","0.0329555722290631","*"
"Protease","0.171717716285671","0.469126106272471","n.s.","0.261625427258596","0.265178457188594","n.s.","0.33403608756307","0.150037990288584","n.s.","0.325758816220796","0.161031235430709","n.s.","1","0","***","0.32788524818133","0.158155555396598","n.s.","0.285844054464136","0.22181581540549","n.s.","0.0482183056433601","0.840017803746294","n.s.","0.355795820561442","0.12365786172935","n.s.","0.0334366022625878","0.888704910510068","n.s.","-0.0300068278745084","0.902943505199184","n.s.","-0.0178245267794125","0.942262943571748","n.s.","0.269723746792223","0.26410644310913","n.s.","0.254210661232978","0.293612060671042","n.s.","0.132602463437324","0.599915536842754","n.s.","-0.264416485883337","0.289005436033116","n.s.","-0.404213470198557","0.0771227530921045",".","0.191144954066436","0.433106606896346","n.s.","-0.346214359405548","0.134831505122364","n.s.","-0.246753493212278","0.294275311227817","n.s.","-0.401955380622235","0.0789477639129254",".","-0.393279194352438","0.0862592335644792",".","-0.384966232782241","0.0937219226744567",".","0.00230895131764043","0.992745157762705","n.s.","0.11149555201283","0.63979817493001","n.s.","0.0549892977919034","0.817890797865123","n.s.","0.134787582625244","0.57100558542386","n.s.","0.171299712096053","0.470225101706643","n.s.","-0.215203675139169","0.362194356815909","n.s.","0.0393820180974913","0.869066292506567","n.s.","0.105773343979942","0.657170458624917","n.s.","-0.0611072688333399","0.798010740810156","n.s.","-0.123873247478256","0.602841203562885","n.s.","-0.10601349842252","0.656437872535537","n.s.","0.0464340941418722","0.845868431872182","n.s.","0.0735569005521241","0.757935637432752","n.s.","-0.225309758657088","0.339529951930199","n.s.","0.201056275446174","0.39533359291441","n.s.","0.170309858904587","0.472832746082854","n.s.","0.0871371687281769","0.714892382099283","n.s.","0.133604420454248","0.574421076058802","n.s.","-0.0958112106243403","0.68781818408661","n.s.","-0.176214430411598","0.4573861395208","n.s.","0.41737644589762","0.0671030330266025",".","0.276691528744659","0.237619194696585","n.s.","0.113520396825837","0.63369326821596","n.s.","0.152635612564693","0.520590076980452","n.s.","0.123142834899584","0.604997500808902","n.s.","-0.0897551438030497","0.706684606399327","n.s.","-0.174893225827022","0.460819788753956","n.s.","-0.0500539745797276","0.838748172161203","n.s.","-0.0615832069397155","0.802240612757082","n.s.","-0.0297674062639095","0.903714469148751","n.s.","-0.0295431449904976","0.904436689982475","n.s.","0.191975370592174","0.431072822081611","n.s.","-0.0495990002460422","0.840195849219327","n.s.","-0.235824106313523","0.331075535040127","n.s.","-0.339258814850202","0.15532994469189","n.s.","-0.158585222780894","0.516692777684375","n.s.","-0.0430211739234593","0.857081198052129","n.s.","-0.307748756811024","0.186840505638643","n.s.","-0.257841558504279","0.272403124816123","n.s.","-0.260467347830978","0.267376680483892","n.s.","0.0608148560679121","0.798958304067769","n.s.","-0.0416967266237182","0.861439749281181","n.s."
"Peroxydase","0.54526820474454","0.0129015500997816","*","0.9474158402578","2.41051845151219e-10","***","0.929403140946284","3.19580495400373e-09","***","0.611239805808953","0.00419201637921174","**","0.32788524818133","0.158155555396598","n.s.","1","0","***","0.963302780123736","1.00328634289326e-11","***","0.76598680340952","8.2388268537903e-05","***","0.686413723148076","0.000831226932196616","***","0.511615895449577","0.0211209853993881","*","0.866721751747613","1.5841145040163e-06","***","0.869610111291795","1.32848409495345e-06","***","0.92430380325349","1.58179755960219e-08","***","0.903441771143714","1.16468896527167e-07","***","0.780726879859818","0.000131483594740356","***","0.342164495605804","0.164577363834291","n.s.","0.187110910842536","0.429574778345177","n.s.","-0.347653089435995","0.144714567163828","n.s.","0.300667517500079","0.197711609862225","n.s.","0.273511649558285","0.243275516354502","n.s.","-0.653661429125234","0.00177343199184234","**","-0.678555769920743","0.00100539065826545","**","-0.607955906219888","0.00445858572421291","**","-0.0871142577547437","0.731060450906646","n.s.","0.927296816684781","4.13140943678059e-09","***","0.585095111645628","0.00672925201588903","**","0.51651448098984","0.0197167595390697","*","0.786758599616245","3.87545294493474e-05","***","-0.107317871232381","0.652464195748697","n.s.","0.85030639858188","2.05462710600735e-06","***","0.564486813768121","0.0095171460449106","**","-0.874280419793374","4.68041380588664e-07","***","-0.454152114906842","0.0442702787385356","*","-0.182278934669957","0.44179508702058","n.s.","0.582333190413129","0.00705835155671886","**","-0.339255141742066","0.143381559459175","n.s.","-0.48757638600494","0.029205374045416","*","-0.308193718239378","0.186171162762157","n.s.","0.721811422040631","0.000327002008344124","***","0.528705835795434","0.0165431987863303","*","0.776316258432443","5.71800559869828e-05","***","0.43020367686009","0.0583125258185111",".","-0.0379581440054716","0.873763277753692","n.s.","0.784113004573062","4.28527642317711e-05","***","0.778708680067211","5.24001715798139e-05","***","0.612584132260752","0.00408676422191045","**","0.925101810020348","5.35572985960187e-09","***","0.818896020960633","1.01049630600869e-05","***","-0.922466440655446","7.23983880205381e-09","***","0.192196111405039","0.416910458283709","n.s.","0.266095484104802","0.270834315348916","n.s.","0.273164793005671","0.257823358127904","n.s.","0.0938411879501544","0.70237258100446","n.s.","0.0941931900864899","0.701304983492723","n.s.","-0.0555094796123942","0.821429216332593","n.s.","0.33787817102153","0.15712593768944","n.s.","0.196903545353573","0.419107298437765","n.s.","0.00672002226727328","0.97821772734519","n.s.","-0.56482540911365","0.0117454958691414","*","0.376610348979394","0.101689062963852","n.s.","-0.868661916716988","6.79038779642767e-07","***","-0.661568591009412","0.00148907524686807","**","-0.558256047797307","0.0105240856777139","*","0.29359490863461","0.208983536896845","n.s.","0.150368507311504","0.52687561258613","n.s."
"Phenoloxidase","0.580917747041372","0.00723205024654572","**","0.922582101875821","7.14629022624536e-09","***","0.890911564038264","1.38995853271595e-07","***","0.55876559979132","0.0104386231576967","*","0.285844054464136","0.22181581540549","n.s.","0.963302780123736","1.00328634289326e-11","***","1","0","***","0.741109938745258","0.000185119710497617","***","0.700558402282125","0.000581578055177667","***","0.551591607954551","0.0116950834065428","*","0.851380967981846","3.78647451904079e-06","***","0.862958729560703","1.98044622679028e-06","***","0.920288117465048","2.42059365884728e-08","***","0.910207457556756","6.43126258914606e-08","***","0.766764321913418","0.000205389306556558","***","0.381125392299857","0.118648407218612","n.s.","0.286427319580766","0.220832634915782","n.s.","-0.493993945083083","0.0315772974142645","*","0.427550129970492","0.0600550387441234",".","0.387103933446472","0.0917592904912419",".","-0.551218645437114","0.0117636084386153","*","-0.597007521897535","0.00545051131295749","**","-0.501223071724333","0.0243634373943595","*","-0.116472920829168","0.645337578116297","n.s.","0.900152621678636","6.48824820537186e-08","***","0.582350222416686","0.00705628244301759","**","0.477141078455487","0.0333937317376736","*","0.762089837683627","9.41174275432832e-05","***","-0.0221199367907837","0.926249499127192","n.s.","0.858900549913749","1.24718409644231e-06","***","0.576010977164627","0.00786149719547002","**","-0.871278116557794","5.7223403283579e-07","***","-0.437723782646787","0.0535823612127711",".","-0.165814800345469","0.484765310376825","n.s.","0.63414942697051","0.00267513336864522","**","-0.412770448823498","0.0704909124595518",".","-0.47378596925838","0.0348355169958626","*","-0.393193466473341","0.0863338826514629",".","0.741557394257785","0.000182588812159823","***","0.557444844551429","0.0106613122840784","*","0.732629334121581","0.000239094588667443","***","0.446467926925616","0.0484565731872595","*","0.00602728771098099","0.97988002719545","n.s.","0.689778920596368","0.000764856902379263","***","0.716640767866085","0.000377915797671546","***","0.580121522002358","0.00733128809193762","**","0.899599649661753","6.80475358283417e-08","***","0.798368934200845","2.45103152252124e-05","***","-0.89775663357096","7.9598225523899e-08","***","0.262030868242719","0.264411560749617","n.s.","0.287541394969434","0.232599383682349","n.s.","0.297345469288625","0.216344285926473","n.s.","0.0809783910670098","0.741736109900838","n.s.","0.0812652309755562","0.740851166791374","n.s.","-0.0708528055263476","0.77316648744065","n.s.","0.373527082484205","0.115192839691579","n.s.","0.212432490209126","0.382588820198875","n.s.","-0.0209376959852922","0.932199238821802","n.s.","-0.596748945046137","0.00699170442194387","**","0.375813708626949","0.102473555617401","n.s.","-0.790505600347661","3.35311860660472e-05","***","-0.608576597621035","0.00440715578179751","**","-0.505073088701543","0.0231193192757565","*","0.26650761412517","0.25603668871936","n.s.","0.00210652156097817","0.992967523214057","n.s."
"Amino.acid.concentration","0.388508349760955","0.0904864130641663",".","0.813544417667716","1.28619218686676e-05","***","0.802480216220402","2.06934482063215e-05","***","0.767910424321699","7.70779407217592e-05","***","0.0482183056433601","0.840017803746294","n.s.","0.76598680340952","8.2388268537903e-05","***","0.741109938745258","0.000185119710497617","***","1","0","***","0.593847835440793","0.00576835076289295","**","0.640473916237752","0.00234850063179848","**","0.888859463325279","3.65777911959242e-07","***","0.875985510692892","8.87364990598272e-07","***","0.83738843079823","7.73760876193741e-06","***","0.824724847601127","1.39834309300646e-05","***","0.520156212450939","0.0269090983251572","*","0.500902761258193","0.0342226343426493","*","0.40412405551006","0.0771944164267957",".","-0.53179392758815","0.0191056552328944","*","0.517975177823778","0.0193127683471821","*","0.633385544550175","0.00271702753975811","**","-0.161856665166289","0.495394536107687","n.s.","-0.216280134640644","0.359739940129203","n.s.","-0.128092421386321","0.590447966264501","n.s.","-0.354866087739935","0.148455021790068","n.s.","0.913148909691717","1.94184766044714e-08","***","0.713126245941512","0.000416248480414216","***","0.048126706426058","0.840317973806238","n.s.","0.798740099988508","2.41423835325438e-05","***","0.103842878840548","0.663070193828872","n.s.","0.717885280858223","0.000365083182644499","***","0.178053791405598","0.452627815715683","n.s.","-0.766626748614902","8.05877657353162e-05","***","0.0168939553697128","0.943642928345492","n.s.","0.275890084365063","0.239036719938222","n.s.","0.819136553380872","9.99416524205543e-06","***","-0.583774963292606","0.00688494963328213","**","-0.682907020031195","0.000905503172680974","***","-0.5291451318155","0.0164370017022287","*","0.741600797242267","0.000182344899742226","***","0.53249948651137","0.0156440002425524","*","0.45161524427388","0.0456202859990196","*","0.126752335047328","0.594372659212249","n.s.","-0.232894810415361","0.323079402161113","n.s.","0.636271997499985","0.00256153957868333","**","0.698676895969459","0.00061057039781387","***","0.603800939104741","0.00481578811300376","**","0.887754620434446","1.77556245484212e-07","***","0.925177384956506","5.30877919402428e-09","***","-0.873436373533681","4.95502188430184e-07","***","0.485337067317004","0.0300673681975341","*","0.422904945978822","0.0712323700713982",".","0.430183139374133","0.0659996471874247",".","0.143465944551203","0.557913460975408","n.s.","0.143759524162617","0.557099457504986","n.s.","0.0246331919420248","0.92026598030146","n.s.","0.517831473458895","0.0231480706916543","*","0.12285503209816","0.616327172654753","n.s.","-0.118832866231726","0.628003904144447","n.s.","-0.769301464503608","0.000117972508048518","***","0.0261068745791204","0.913001153320064","n.s.","-0.747969194183054","0.000149444894242742","***","-0.354792019580055","0.124796425977336","n.s.","-0.23409167067736","0.320527799744975","n.s.","0.475066749828149","0.0342795135999896","*","0.329925421485302","0.155430105565869","n.s."
"Gross.protein.depolymerization","0.340713557960731","0.141559085723805","n.s.","0.591141933250869","0.00605251537433427","**","0.608240629599914","0.00443493256943128","**","0.46703957050585","0.0378811958175989","*","0.355795820561442","0.12365786172935","n.s.","0.686413723148076","0.000831226932196616","***","0.700558402282125","0.000581578055177667","***","0.593847835440793","0.00576835076289295","**","1","0","***","0.479894897695188","0.032245526509123","*","0.52338070544851","0.0214678062826488","*","0.542180337955502","0.0164790353617708","*","0.683344564233701","0.00125861993466159","**","0.724403682708415","0.000452123955718475","***","0.449452850363792","0.0613093061653429",".","0.348944216373502","0.155830295993247","n.s.","-0.0953432743218159","0.689269794564783","n.s.","-0.268685956772199","0.266020021879024","n.s.","0.0729408572389238","0.75990564181379","n.s.","0.265462526925329","0.25797653764506","n.s.","-0.252971300758225","0.281881379120501","n.s.","-0.226213386943821","0.337544848720839","n.s.","-0.25227400446173","0.283254935288432","n.s.","-0.42960508984212","0.0751952932224325",".","0.595883546146965","0.00556187879829784","**","0.495811883884857","0.0262009148028599","*","0.0289689721584395","0.90350399029896","n.s.","0.47055106933541","0.0362711474793747","*","0.140698162875223","0.554077124753041","n.s.","0.543764931359149","0.0132026504834546","*","0.27504787900829","0.240532200063898","n.s.","-0.563188665815287","0.00972019178275704","**","-0.0994003124402188","0.676719497369855","n.s.","0.0900898574507341","0.705637446764963","n.s.","0.565504498323354","0.009360392628746","**","-0.503062358380577","0.0237626368346524","*","-0.455232748571753","0.0437046534781551","*","-0.451720706165025","0.0455635406383046","*","0.54574622596291","0.0128069744321999","*","0.372958312522826","0.105321548108462","n.s.","0.507888818775733","0.0222417308445828","*","0.287421554235198","0.21916329290394","n.s.","0.0352393533458413","0.882743028761517","n.s.","0.510835581245226","0.021351829804747","*","0.482734891702797","0.0310939731036579","*","0.321468399620886","0.166942759721636","n.s.","0.525385377257415","0.0173638056676277","*","0.567712627736504","0.00902749528999647","**","-0.603060616447023","0.0048818459120009","**","0.390660465865375","0.0885611059242879",".","-0.1600051604881","0.512896725519593","n.s.","-0.154228387102948","0.528422208164675","n.s.","-0.15847560785724","0.516986370322258","n.s.","-0.15839389393463","0.517205283974145","n.s.","-0.447715691074158","0.0545787444159375",".","-0.111009629244631","0.650957455594239","n.s.","0.429375841678652","0.06656543666689",".","-0.0586609609873602","0.811459977718862","n.s.","-0.318261894243544","0.18419990727114","n.s.","0.265268030081426","0.25833857969036","n.s.","-0.51081670367215","0.021357439193527","*","-0.278444627706413","0.234537412307428","n.s.","-0.19950978129013","0.399054555868588","n.s.","0.134664727941609","0.571359824433362","n.s.","-0.0644020016221474","0.787353243599897","n.s."
