"","sepfac","xfac","y","y.errbar","massloss","massloss.errbar","xcomp","sepcomp"
"1","AK",0,1.95485417046206,0.0486802951690916,0,0,"A","a"
"2","AK",97,2.04969988294061,0.0434998971408688,97,0,"AB","a"
"3","AK",181,2.16153604736514,0.0196514036623525,181,0,"AB","a"
"4","AK",375,2.30755732352853,0.0675848733556703,375,0,"B","a"
"5","KL",0,1.84865736110899,0.0358634175797541,0,0,"A","a"
"6","KL",97,2.01673233010502,0.0436532432185922,97,0,"AB","a"
"7","KL",181,2.10099908389639,0.0191513229944074,181,0,"B","a"
"8","KL",375,2.11262320242639,0.0327002643219321,375,0,"B","a"
"9","OS",0,1.71854198920756,0.0345304584513636,0,0,"AB","a"
"10","OS",97,1.62466339315314,0.0427784430758568,97,0,"A","b"
"11","OS",181,1.76779398836079,0.0148293857458366,181,0,"AB","b"
"12","OS",375,1.85006761034149,0.0257167929553173,375,0,"B","b"
"13","SW",0,2.31248214891337,0.0140656046589482,0,0,"A","b"
"14","SW",97,2.37271488567261,0.0466532598484532,97,0,"A","c"
"15","SW",181,2.46904028447248,0.0553971299073447,181,0,"AB","c"
"16","SW",375,2.69267936732327,0.0432197082070845,375,0,"B","c"
